# event_ticker=KXATPMATCH-25JUL29KHAFIC
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Karen Khachanov
# fav_player=Juan Pablo Ficovich
# dog_player=Karen Khachanov
# kalshi_date=2025-07-29
timestamp,Juan Pablo Ficovich,Karen Khachanov
2025-07-29T17:54:00Z,9.00,94.00
2025-07-29T17:55:00Z,11.00,94.00
2025-07-29T17:56:00Z,9.00,94.00
2025-07-29T17:57:00Z,10.07,94.00
2025-07-29T17:58:00Z,13.69,94.00
2025-07-29T17:59:00Z,12.00,91.00
2025-07-29T18:00:00Z,12.00,91.00
2025-07-29T18:02:00Z,12.00,92.00
2025-07-29T18:03:00Z,1.48,92.00
2025-07-29T18:04:00Z,9.50,92.00
2025-07-29T18:05:00Z,4.51,92.00
2025-07-29T18:06:00Z,4.00,97.61
2025-07-29T18:07:00Z,4.00,97.61
2025-07-29T18:08:00Z,4.00,99.00
2025-07-29T18:09:00Z,3.00,99.00
2025-07-29T18:11:00Z,3.00,99.00
2025-07-29T18:12:00Z,3.00,99.00
2025-07-29T18:18:00Z,3.00,99.00
2025-07-29T18:19:00Z,5.83,99.00
2025-07-29T18:22:00Z,2.82,99.00
2025-07-29T18:23:00Z,2.00,99.00
2025-07-29T18:25:00Z,2.36,99.00
