# event_ticker=KXATPMATCH-25AUG09MICMOU
# final_score=3-6 6-3 6-4
# match_winner=Alex Michelsen
# fav_player=Alex Michelsen
# dog_player=Corentin Moutet
# kalshi_date=2025-08-09
timestamp,Alex Michelsen,Corentin Moutet
2025-08-09T17:36:00Z,90.00,36.29
2025-08-09T17:37:00Z,92.67,36.29
2025-08-09T17:38:00Z,93.55,36.29
2025-08-09T17:39:00Z,93.55,4.39
2025-08-09T17:40:00Z,95.00,8.80
2025-08-09T17:41:00Z,98.99,3.00
2025-08-09T17:42:00Z,99.00,3.00
2025-08-09T17:43:00Z,99.00,3.00
2025-08-09T17:44:00Z,99.00,3.00
2025-08-09T17:45:00Z,99.00,3.00
2025-08-09T17:46:00Z,99.00,3.00
