# event_ticker=KXATPCHALLENGERMATCH-26MAR18ABOSCH
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Valerio Aboian
# fav_player=Joao Eduardo Schiessl
# dog_player=Valerio Aboian
# kalshi_date=2026-03-18
timestamp,Joao Eduardo Schiessl,Valerio Aboian
2026-03-18T19:21:00Z,34.52,66.01
2026-03-18T19:22:00Z,37.00,66.41
2026-03-18T19:23:00Z,35.74,67.13
2026-03-18T19:24:00Z,27.85,69.10
2026-03-18T19:25:00Z,27.91,74.64
2026-03-18T19:26:00Z,30.79,72.68
2026-03-18T19:27:00Z,15.74,80.39
2026-03-18T19:28:00Z,13.02,86.93
2026-03-18T19:29:00Z,12.84,87.31
2026-03-18T19:30:00Z,9.87,90.56
2026-03-18T19:31:00Z,10.19,92.18
2026-03-18T19:32:00Z,10.11,91.45
2026-03-18T19:33:00Z,14.78,86.78
2026-03-18T19:34:00Z,11.12,89.18
2026-03-18T19:35:00Z,11.90,91.04
2026-03-18T19:36:00Z,10.15,92.88
2026-03-18T19:37:00Z,12.84,88.42
2026-03-18T19:38:00Z,12.99,89.00
2026-03-18T19:39:00Z,11.82,91.37
2026-03-18T19:40:00Z,5.09,92.92
2026-03-18T19:41:00Z,4.64,95.25
2026-03-18T19:42:00Z,4.26,96.33
2026-03-18T19:43:00Z,1.36,98.83
2026-03-18T19:44:00Z,1.36,99.00
2026-03-18T19:45:00Z,1.36,99.00
2026-03-18T19:46:00Z,1.36,99.00
2026-03-18T19:47:00Z,1.36,99.00
