# event_ticker=KXATPCHALLENGERMATCH-26APR21SWETUN
# final_score=6-3 1-6 6-1
# match_winner=Dane Sweeny
# fav_player=Dane Sweeny
# dog_player=Tung-Lin Wu
# kalshi_date=2026-04-21
timestamp,Dane Sweeny,Tung-Lin Wu
2026-04-21T05:10:00Z,43.45,59.00
2026-04-21T05:12:00Z,43.00,59.00
2026-04-21T05:13:00Z,44.58,59.00
2026-04-21T05:14:00Z,43.00,59.00
2026-04-21T05:15:00Z,43.00,58.00
2026-04-21T05:16:00Z,43.90,58.00
2026-04-21T05:17:00Z,43.26,58.00
2026-04-21T05:18:00Z,43.15,58.00
2026-04-21T05:19:00Z,43.00,58.00
2026-04-21T05:20:00Z,43.90,58.00
2026-04-21T05:21:00Z,43.90,58.00
2026-04-21T05:22:00Z,43.00,58.00
2026-04-21T05:23:00Z,43.00,58.00
2026-04-21T05:24:00Z,43.00,58.00
2026-04-21T05:25:00Z,43.29,57.07
2026-04-21T05:26:00Z,42.19,59.60
2026-04-21T05:27:00Z,35.36,66.68
2026-04-21T05:28:00Z,32.34,69.41
2026-04-21T05:29:00Z,39.68,63.37
2026-04-21T05:30:00Z,42.82,59.45
2026-04-21T05:31:00Z,41.24,60.02
2026-04-21T05:32:00Z,41.90,61.60
2026-04-21T05:33:00Z,45.48,56.91
2026-04-21T05:34:00Z,46.52,57.59
2026-04-21T05:35:00Z,45.52,55.63
2026-04-21T05:36:00Z,42.80,62.34
2026-04-21T05:37:00Z,42.00,61.01
2026-04-21T05:38:00Z,42.51,62.81
2026-04-21T05:39:00Z,43.42,55.22
2026-04-21T05:40:00Z,47.10,53.97
2026-04-21T05:41:00Z,48.84,52.41
2026-04-21T05:42:00Z,55.49,47.97
2026-04-21T05:43:00Z,58.23,45.03
2026-04-21T05:44:00Z,54.97,46.65
2026-04-21T05:45:00Z,48.30,54.68
2026-04-21T05:46:00Z,51.74,50.91
2026-04-21T05:47:00Z,61.08,42.06
2026-04-21T05:48:00Z,65.63,35.36
2026-04-21T05:49:00Z,67.43,35.53
2026-04-21T05:50:00Z,60.58,41.65
2026-04-21T05:51:00Z,62.95,39.44
2026-04-21T05:52:00Z,63.52,37.23
2026-04-21T05:53:00Z,61.64,42.08
2026-04-21T05:54:00Z,63.41,41.76
2026-04-21T05:55:00Z,59.17,42.86
2026-04-21T05:56:00Z,64.58,39.44
2026-04-21T05:57:00Z,61.99,41.28
2026-04-21T05:58:00Z,62.57,38.23
2026-04-21T05:59:00Z,61.73,41.66
2026-04-21T06:00:00Z,61.71,41.55
2026-04-21T06:01:00Z,59.47,39.09
2026-04-21T06:02:00Z,59.40,41.80
2026-04-21T06:03:00Z,56.76,41.31
2026-04-21T06:04:00Z,58.60,42.67
2026-04-21T06:05:00Z,57.58,42.25
2026-04-21T06:06:00Z,62.21,38.06
2026-04-21T06:07:00Z,62.96,37.58
2026-04-21T06:08:00Z,62.50,37.84
2026-04-21T06:09:00Z,63.45,36.24
2026-04-21T06:10:00Z,63.95,36.35
2026-04-21T06:11:00Z,63.96,36.79
2026-04-21T06:12:00Z,68.20,37.60
2026-04-21T06:13:00Z,69.22,30.86
2026-04-21T06:14:00Z,72.05,24.14
2026-04-21T06:15:00Z,68.38,32.06
2026-04-21T06:16:00Z,65.79,31.41
2026-04-21T06:17:00Z,61.25,37.09
2026-04-21T06:18:00Z,63.81,38.16
2026-04-21T06:19:00Z,68.24,32.65
2026-04-21T06:20:00Z,71.08,30.21
2026-04-21T06:21:00Z,68.14,31.20
2026-04-21T06:22:00Z,71.27,31.66
2026-04-21T06:23:00Z,75.05,26.18
2026-04-21T06:24:00Z,73.29,28.24
2026-04-21T06:25:00Z,73.03,28.70
2026-04-21T06:26:00Z,72.21,30.40
2026-04-21T06:27:00Z,69.54,30.83
2026-04-21T06:28:00Z,69.58,34.16
2026-04-21T06:29:00Z,68.99,36.07
2026-04-21T06:30:00Z,67.48,32.83
2026-04-21T06:31:00Z,71.55,30.04
2026-04-21T06:32:00Z,70.81,31.36
2026-04-21T06:33:00Z,69.31,30.99
2026-04-21T06:34:00Z,67.50,33.72
2026-04-21T06:35:00Z,70.14,32.65
2026-04-21T06:36:00Z,69.99,32.20
2026-04-21T06:37:00Z,66.66,35.17
2026-04-21T06:38:00Z,64.35,37.13
2026-04-21T06:39:00Z,63.24,38.68
2026-04-21T06:40:00Z,58.41,38.36
2026-04-21T06:41:00Z,53.14,49.17
2026-04-21T06:42:00Z,50.68,48.37
2026-04-21T06:43:00Z,47.72,54.03
2026-04-21T06:44:00Z,41.68,57.06
2026-04-21T06:45:00Z,43.43,56.51
2026-04-21T06:46:00Z,42.01,57.28
2026-04-21T06:47:00Z,44.06,56.43
2026-04-21T06:48:00Z,49.77,51.38
2026-04-21T06:49:00Z,45.90,56.35
2026-04-21T06:50:00Z,43.89,56.98
2026-04-21T06:51:00Z,41.95,57.46
2026-04-21T06:52:00Z,43.92,57.22
2026-04-21T06:53:00Z,39.58,62.37
2026-04-21T06:54:00Z,33.69,65.95
2026-04-21T06:55:00Z,31.70,66.64
2026-04-21T06:56:00Z,32.28,68.21
2026-04-21T06:57:00Z,31.16,68.20
2026-04-21T06:58:00Z,34.56,63.62
2026-04-21T06:59:00Z,35.64,63.54
2026-04-21T07:00:00Z,32.89,66.32
2026-04-21T07:01:00Z,36.34,63.98
2026-04-21T07:02:00Z,39.06,62.53
2026-04-21T07:03:00Z,42.53,59.77
2026-04-21T07:04:00Z,39.35,62.49
2026-04-21T07:05:00Z,35.82,65.81
2026-04-21T07:06:00Z,34.70,65.63
2026-04-21T07:07:00Z,35.98,65.90
2026-04-21T07:08:00Z,36.18,65.01
2026-04-21T07:09:00Z,24.79,70.58
2026-04-21T07:10:00Z,19.46,79.94
2026-04-21T07:11:00Z,27.31,74.85
2026-04-21T07:12:00Z,36.90,62.75
2026-04-21T07:13:00Z,38.50,62.63
2026-04-21T07:14:00Z,42.09,56.40
2026-04-21T07:15:00Z,41.63,59.01
2026-04-21T07:16:00Z,44.09,56.83
2026-04-21T07:17:00Z,68.26,33.23
2026-04-21T07:18:00Z,71.89,28.42
2026-04-21T07:19:00Z,74.18,26.39
2026-04-21T07:20:00Z,73.81,31.00
2026-04-21T07:21:00Z,62.65,38.60
2026-04-21T07:22:00Z,72.02,24.93
2026-04-21T07:23:00Z,80.53,17.86
2026-04-21T07:24:00Z,82.13,18.41
2026-04-21T07:25:00Z,89.29,14.13
2026-04-21T07:26:00Z,92.44,8.18
2026-04-21T07:27:00Z,97.72,2.91
2026-04-21T07:28:00Z,98.81,1.38
2026-04-21T07:29:00Z,99.00,1.00
2026-04-21T07:30:00Z,99.00,1.00
2026-04-21T07:31:00Z,99.00,1.00
2026-04-21T07:32:00Z,99.00,1.00
2026-04-21T07:33:00Z,99.00,1.00
