# event_ticker=KXATPCHALLENGERMATCH-26FEB24GAKPIR
# final_score=2-6 6-2 7-6(6)
# score_resolution=6-2 2-6 6-7
# match_winner=Ivan Gakhov
# fav_player=Gabriele Piraino
# dog_player=Ivan Gakhov
# kalshi_date=2026-02-24
timestamp,Gabriele Piraino,Ivan Gakhov
2026-02-24T12:25:00Z,39.12,56.75
2026-02-24T12:26:00Z,38.83,60.08
2026-02-24T12:27:00Z,48.19,60.75
2026-02-24T12:28:00Z,43.17,66.55
2026-02-24T12:29:00Z,41.94,63.25
2026-02-24T12:30:00Z,44.71,62.90
2026-02-24T12:31:00Z,51.33,61.95
2026-02-24T12:32:00Z,44.00,60.90
2026-02-24T12:33:00Z,42.53,59.45
2026-02-24T12:34:00Z,45.89,60.10
2026-02-24T12:35:00Z,43.97,54.52
2026-02-24T12:36:00Z,37.83,60.68
2026-02-24T12:37:00Z,42.15,61.13
2026-02-24T12:38:00Z,44.79,59.51
2026-02-24T12:39:00Z,44.01,62.00
2026-02-24T12:40:00Z,44.65,64.32
2026-02-24T12:41:00Z,42.69,63.34
2026-02-24T12:42:00Z,43.06,61.52
2026-02-24T12:43:00Z,47.63,61.13
2026-02-24T12:44:00Z,52.13,56.41
2026-02-24T12:45:00Z,47.95,60.53
2026-02-24T12:46:00Z,49.52,58.90
2026-02-24T12:47:00Z,49.03,57.26
2026-02-24T12:48:00Z,48.59,55.18
2026-02-24T12:49:00Z,50.42,58.26
2026-02-24T12:50:00Z,41.92,62.67
2026-02-24T12:51:00Z,36.02,61.45
2026-02-24T12:52:00Z,33.95,71.94
2026-02-24T12:53:00Z,35.92,70.48
2026-02-24T12:54:00Z,34.49,62.99
2026-02-24T12:55:00Z,44.80,60.63
2026-02-24T12:56:00Z,47.35,54.64
2026-02-24T12:57:00Z,51.62,48.92
2026-02-24T12:58:00Z,49.72,52.59
2026-02-24T12:59:00Z,53.20,46.88
2026-02-24T13:00:00Z,57.63,44.76
2026-02-24T13:01:00Z,54.10,49.02
2026-02-24T13:02:00Z,46.17,51.81
2026-02-24T13:03:00Z,53.86,45.54
2026-02-24T13:04:00Z,58.32,46.11
2026-02-24T13:05:00Z,55.95,46.00
2026-02-24T13:06:00Z,54.12,47.42
2026-02-24T13:07:00Z,57.86,45.18
2026-02-24T13:08:00Z,52.01,52.42
2026-02-24T13:09:00Z,53.05,48.95
2026-02-24T13:10:00Z,57.86,47.36
2026-02-24T13:11:00Z,56.01,48.46
2026-02-24T13:12:00Z,57.47,47.14
2026-02-24T13:13:00Z,57.33,45.90
2026-02-24T13:14:00Z,54.68,49.75
2026-02-24T13:15:00Z,54.68,53.93
2026-02-24T13:16:00Z,59.41,41.71
2026-02-24T13:17:00Z,55.82,44.81
2026-02-24T13:18:00Z,62.58,47.09
2026-02-24T13:19:00Z,61.12,42.58
2026-02-24T13:20:00Z,62.25,40.23
2026-02-24T13:21:00Z,62.72,43.29
2026-02-24T13:22:00Z,56.33,47.98
2026-02-24T13:23:00Z,48.83,56.92
2026-02-24T13:24:00Z,56.06,54.49
2026-02-24T13:25:00Z,37.34,69.88
2026-02-24T13:26:00Z,24.99,75.21
2026-02-24T13:27:00Z,47.73,56.76
2026-02-24T13:28:00Z,51.68,51.75
2026-02-24T13:29:00Z,49.98,48.68
2026-02-24T13:30:00Z,62.43,36.48
2026-02-24T13:31:00Z,56.35,48.67
2026-02-24T13:32:00Z,46.42,62.33
2026-02-24T13:33:00Z,38.45,65.82
2026-02-24T13:34:00Z,26.53,72.34
2026-02-24T13:35:00Z,42.64,62.35
2026-02-24T13:36:00Z,39.33,67.34
2026-02-24T13:37:00Z,44.74,56.98
2026-02-24T13:38:00Z,21.51,73.73
2026-02-24T13:39:00Z,13.79,87.24
2026-02-24T13:40:00Z,14.28,90.00
2026-02-24T13:41:00Z,40.09,59.79
2026-02-24T13:42:00Z,20.79,72.39
2026-02-24T13:43:00Z,3.72,98.00
2026-02-24T13:44:00Z,1.00,99.00
2026-02-24T13:45:00Z,1.00,99.00
2026-02-24T13:46:00Z,1.00,99.00
2026-02-24T13:47:00Z,1.00,99.00
