# event_ticker=KXATPMATCH-25JUL28GIRMAN
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Adrian Mannarino
# fav_player=Marcos Giron
# dog_player=Adrian Mannarino
# kalshi_date=2025-07-28
timestamp,Marcos Giron,Adrian Mannarino
2025-07-28T19:18:00Z,68.00,34.00
2025-07-28T19:19:00Z,68.00,34.00
2025-07-28T19:21:00Z,68.00,34.00
2025-07-28T19:22:00Z,69.32,32.11
2025-07-28T19:23:00Z,70.00,33.00
2025-07-28T19:24:00Z,72.28,32.00
2025-07-28T19:25:00Z,70.91,31.31
2025-07-28T19:27:00Z,70.91,34.00
2025-07-28T19:28:00Z,70.91,35.12
2025-07-28T19:29:00Z,70.91,37.47
2025-07-28T19:30:00Z,65.00,36.77
2025-07-28T19:32:00Z,66.00,36.77
2025-07-28T19:33:00Z,66.00,36.00
2025-07-28T19:35:00Z,66.00,43.00
2025-07-28T19:37:00Z,62.00,40.00
2025-07-28T19:38:00Z,69.00,37.96
2025-07-28T19:39:00Z,64.00,37.96
2025-07-28T19:41:00Z,64.00,39.00
2025-07-28T19:42:00Z,59.70,42.00
2025-07-28T19:43:00Z,60.90,41.91
2025-07-28T19:44:00Z,61.75,40.15
2025-07-28T19:45:00Z,63.07,40.00
2025-07-28T19:46:00Z,65.00,37.00
2025-07-28T19:47:00Z,65.30,38.20
2025-07-28T19:48:00Z,67.00,36.00
2025-07-28T19:49:00Z,67.00,42.00
2025-07-28T19:50:00Z,62.47,42.00
2025-07-28T19:51:00Z,57.19,41.19
2025-07-28T19:52:00Z,60.00,41.19
2025-07-28T19:53:00Z,62.17,41.19
2025-07-28T19:54:00Z,62.17,39.08
2025-07-28T19:55:00Z,60.12,42.51
2025-07-28T19:56:00Z,57.84,44.00
2025-07-28T19:57:00Z,56.16,46.71
2025-07-28T19:58:00Z,55.00,47.00
2025-07-28T19:59:00Z,54.01,45.99
2025-07-28T20:00:00Z,43.81,56.96
2025-07-28T20:01:00Z,45.59,58.83
2025-07-28T20:02:00Z,39.96,63.24
2025-07-28T20:03:00Z,37.00,66.00
2025-07-28T20:04:00Z,36.00,67.57
2025-07-28T20:05:00Z,38.14,64.37
2025-07-28T20:06:00Z,46.49,60.40
2025-07-28T20:07:00Z,50.73,50.49
2025-07-28T20:08:00Z,47.65,52.40
2025-07-28T20:09:00Z,40.63,57.95
2025-07-28T20:10:00Z,44.00,57.82
2025-07-28T20:11:00Z,51.29,48.75
2025-07-28T20:12:00Z,45.99,57.26
2025-07-28T20:13:00Z,41.82,57.59
2025-07-28T20:14:00Z,44.20,62.41
2025-07-28T20:15:00Z,35.00,65.33
2025-07-28T20:16:00Z,38.85,59.99
2025-07-28T20:17:00Z,38.68,66.00
2025-07-28T20:18:00Z,34.00,69.04
2025-07-28T20:19:00Z,34.00,68.82
2025-07-28T20:20:00Z,32.93,71.15
2025-07-28T20:21:00Z,33.65,71.15
2025-07-28T20:22:00Z,31.88,70.91
2025-07-28T20:23:00Z,31.00,70.50
2025-07-28T20:24:00Z,32.00,66.10
2025-07-28T20:25:00Z,32.00,69.32
2025-07-28T20:26:00Z,29.76,73.27
2025-07-28T20:27:00Z,29.76,72.91
2025-07-28T20:28:00Z,29.76,74.06
2025-07-28T20:29:00Z,27.00,73.99
2025-07-28T20:30:00Z,25.35,74.77
2025-07-28T20:31:00Z,29.99,72.06
2025-07-28T20:32:00Z,31.62,71.25
2025-07-28T20:33:00Z,30.00,72.21
2025-07-28T20:34:00Z,27.47,74.23
2025-07-28T20:35:00Z,29.00,71.00
2025-07-28T20:36:00Z,29.00,75.00
2025-07-28T20:37:00Z,27.00,77.00
2025-07-28T20:38:00Z,27.00,77.00
2025-07-28T20:39:00Z,16.72,81.19
2025-07-28T20:40:00Z,21.80,76.29
2025-07-28T20:41:00Z,25.00,77.00
2025-07-28T20:42:00Z,29.47,75.00
2025-07-28T20:43:00Z,16.53,71.00
2025-07-28T20:44:00Z,31.01,68.89
2025-07-28T20:45:00Z,34.80,66.00
2025-07-28T20:46:00Z,27.42,72.57
2025-07-28T20:47:00Z,16.97,77.78
2025-07-28T20:48:00Z,22.83,80.25
2025-07-28T20:49:00Z,23.55,78.43
2025-07-28T20:50:00Z,24.05,75.62
2025-07-28T20:51:00Z,20.22,82.46
2025-07-28T20:52:00Z,14.33,83.54
2025-07-28T20:53:00Z,16.48,86.85
2025-07-28T20:54:00Z,4.73,93.78
2025-07-28T20:55:00Z,4.73,99.00
2025-07-28T20:56:00Z,4.73,99.00
2025-07-28T20:57:00Z,4.73,99.00
2025-07-28T20:58:00Z,4.73,99.00
2025-07-28T20:59:00Z,4.73,99.00
2025-07-28T21:00:00Z,4.73,99.00
2025-07-28T21:01:00Z,4.73,99.00
