# event_ticker=KXATPCHALLENGERMATCH-26APR02ILABRO
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Liam Broady
# fav_player=Andre Ilagan
# dog_player=Liam Broady
# kalshi_date=2026-04-02
timestamp,Andre Ilagan,Liam Broady
2026-04-03T05:11:00Z,17.81,82.36
2026-04-03T05:12:00Z,23.76,78.59
2026-04-03T05:13:00Z,29.68,72.64
2026-04-03T05:14:00Z,29.26,71.13
2026-04-03T05:15:00Z,25.16,75.07
2026-04-03T05:16:00Z,19.26,81.41
2026-04-03T05:17:00Z,16.89,84.65
2026-04-03T05:18:00Z,19.50,80.67
2026-04-03T05:19:00Z,24.75,78.51
2026-04-03T05:20:00Z,25.86,75.87
2026-04-03T05:21:00Z,20.23,80.20
2026-04-03T05:22:00Z,28.70,73.74
2026-04-03T05:23:00Z,31.75,69.28
2026-04-03T05:24:00Z,34.18,67.82
2026-04-03T05:25:00Z,36.33,65.55
2026-04-03T05:26:00Z,36.02,65.93
2026-04-03T05:27:00Z,33.21,68.23
2026-04-03T05:28:00Z,33.25,70.49
2026-04-03T05:29:00Z,30.66,71.10
2026-04-03T05:30:00Z,30.07,71.98
2026-04-03T05:31:00Z,22.52,78.53
2026-04-03T05:32:00Z,19.06,82.76
2026-04-03T05:33:00Z,14.94,85.80
2026-04-03T05:34:00Z,16.22,84.08
2026-04-03T05:35:00Z,18.86,82.29
2026-04-03T05:36:00Z,14.36,86.90
2026-04-03T05:37:00Z,13.00,87.80
2026-04-03T05:38:00Z,12.15,89.31
2026-04-03T05:39:00Z,7.75,92.93
2026-04-03T05:40:00Z,7.33,92.80
2026-04-03T05:41:00Z,4.03,97.49
2026-04-03T05:42:00Z,6.14,94.97
2026-04-03T05:43:00Z,9.89,91.48
2026-04-03T05:44:00Z,8.92,91.87
2026-04-03T05:45:00Z,11.01,89.21
2026-04-03T05:46:00Z,13.66,89.93
2026-04-03T05:47:00Z,13.63,88.10
2026-04-03T05:48:00Z,9.44,91.36
2026-04-03T05:49:00Z,10.27,91.48
2026-04-03T05:50:00Z,12.49,89.01
2026-04-03T05:51:00Z,9.35,92.76
2026-04-03T05:52:00Z,6.28,93.68
2026-04-03T05:53:00Z,3.11,96.57
2026-04-03T05:54:00Z,3.83,97.51
2026-04-03T05:55:00Z,2.47,98.05
2026-04-03T05:56:00Z,1.78,97.37
2026-04-03T05:57:00Z,1.71,98.71
2026-04-03T05:58:00Z,1.74,98.12
2026-04-03T05:59:00Z,2.04,98.08
2026-04-03T06:00:00Z,2.93,98.16
2026-04-03T06:01:00Z,2.60,98.42
2026-04-03T06:02:00Z,1.59,99.00
2026-04-03T06:03:00Z,1.00,99.00
2026-04-03T06:04:00Z,1.00,99.00
2026-04-03T06:05:00Z,1.00,99.00
2026-04-03T06:06:00Z,1.00,99.00
2026-04-03T06:07:00Z,1.00,99.00
2026-04-03T06:08:00Z,1.00,99.00
2026-04-03T06:09:00Z,1.00,99.00
2026-04-03T06:11:00Z,1.00,99.00
2026-04-03T06:12:00Z,1.00,99.00
