# event_ticker=KXATPCHALLENGERMATCH-26MAR23DUCHUE
# final_score=5-7 6-4 6-4
# match_winner=James Duckworth
# fav_player=James Duckworth
# dog_player=Marc-Andrea Huesler
# kalshi_date=2026-03-23
timestamp,James Duckworth,Marc-Andrea Huesler
2026-03-24T00:55:00Z,65.45,39.24
2026-03-24T00:56:00Z,62.72,42.24
2026-03-24T00:57:00Z,43.36,58.36
2026-03-24T00:58:00Z,42.34,60.11
2026-03-24T00:59:00Z,45.82,56.93
2026-03-24T01:00:00Z,34.66,64.83
2026-03-24T01:01:00Z,32.89,64.88
2026-03-24T01:02:00Z,33.98,66.55
2026-03-24T01:03:00Z,35.00,66.90
2026-03-24T01:04:00Z,35.00,66.00
2026-03-24T01:05:00Z,35.00,65.12
2026-03-24T01:06:00Z,35.00,65.00
2026-03-24T01:07:00Z,35.77,62.38
2026-03-24T01:08:00Z,40.49,60.09
2026-03-24T01:09:00Z,40.42,59.00
2026-03-24T01:10:00Z,40.64,63.00
2026-03-24T01:11:00Z,41.47,62.00
2026-03-24T01:12:00Z,37.10,62.24
2026-03-24T01:13:00Z,38.99,64.63
2026-03-24T01:14:00Z,40.21,61.00
2026-03-24T01:15:00Z,40.90,61.00
2026-03-24T01:16:00Z,44.30,51.11
2026-03-24T01:17:00Z,46.38,51.11
2026-03-24T01:18:00Z,50.09,55.95
2026-03-24T01:19:00Z,42.44,56.00
2026-03-24T01:20:00Z,43.56,60.00
2026-03-24T01:21:00Z,40.09,63.50
2026-03-24T01:22:00Z,36.28,65.00
2026-03-24T01:23:00Z,26.15,73.69
2026-03-24T01:24:00Z,31.00,69.92
2026-03-24T01:25:00Z,40.93,60.00
2026-03-24T01:26:00Z,41.00,59.73
2026-03-24T01:27:00Z,37.88,61.43
2026-03-24T01:28:00Z,33.69,65.66
2026-03-24T01:29:00Z,33.76,65.33
2026-03-24T01:30:00Z,33.00,68.45
2026-03-24T01:31:00Z,34.27,75.62
2026-03-24T01:32:00Z,37.84,64.00
2026-03-24T01:33:00Z,40.81,64.00
2026-03-24T01:34:00Z,32.31,68.50
2026-03-24T01:35:00Z,32.59,69.23
2026-03-24T01:36:00Z,35.43,67.90
2026-03-24T01:37:00Z,31.96,71.98
2026-03-24T01:38:00Z,34.56,66.31
2026-03-24T01:39:00Z,34.91,66.59
2026-03-24T01:40:00Z,43.34,56.47
2026-03-24T01:41:00Z,42.54,53.10
2026-03-24T01:42:00Z,57.12,38.57
2026-03-24T01:43:00Z,60.74,39.65
2026-03-24T01:44:00Z,60.02,39.17
2026-03-24T01:45:00Z,58.03,41.69
2026-03-24T01:46:00Z,56.38,43.05
2026-03-24T01:47:00Z,55.51,40.60
2026-03-24T01:48:00Z,63.26,36.79
2026-03-24T01:49:00Z,62.62,39.96
2026-03-24T01:50:00Z,64.32,38.83
2026-03-24T01:51:00Z,59.07,43.84
2026-03-24T01:52:00Z,58.81,45.04
2026-03-24T01:53:00Z,55.91,46.92
2026-03-24T01:54:00Z,43.56,59.14
2026-03-24T01:55:00Z,58.49,42.94
2026-03-24T01:56:00Z,60.85,40.00
2026-03-24T01:57:00Z,60.18,40.54
2026-03-24T01:58:00Z,54.35,44.49
2026-03-24T01:59:00Z,54.03,46.84
2026-03-24T02:00:00Z,57.43,43.53
2026-03-24T02:01:00Z,60.69,40.78
2026-03-24T02:02:00Z,59.98,39.19
2026-03-24T02:03:00Z,57.51,45.98
2026-03-24T02:04:00Z,53.33,48.00
2026-03-24T02:05:00Z,53.67,44.56
2026-03-24T02:06:00Z,59.66,42.54
2026-03-24T02:07:00Z,60.00,39.84
2026-03-24T02:08:00Z,58.68,42.11
2026-03-24T02:09:00Z,54.84,47.24
2026-03-24T02:10:00Z,54.58,45.08
2026-03-24T02:11:00Z,51.37,53.52
2026-03-24T02:12:00Z,48.89,57.68
2026-03-24T02:13:00Z,37.88,59.59
2026-03-24T02:14:00Z,38.39,61.58
2026-03-24T02:15:00Z,57.14,43.17
2026-03-24T02:16:00Z,57.98,42.07
2026-03-24T02:17:00Z,58.11,43.38
2026-03-24T02:18:00Z,68.39,29.41
2026-03-24T02:19:00Z,85.72,12.32
2026-03-24T02:20:00Z,99.00,1.00
2026-03-24T02:21:00Z,99.00,1.00
2026-03-24T02:22:00Z,99.00,1.00
2026-03-24T02:23:00Z,99.00,1.00
