# event_ticker=KXATPCHALLENGERMATCH-26APR08SOTNAP
# final_score=6-1 7-6(8)
# score_resolution=1-6 6-7
# match_winner=Stefano Napolitano
# fav_player=Matias Soto
# dog_player=Stefano Napolitano
# kalshi_date=2026-04-08
timestamp,Matias Soto,Stefano Napolitano
2026-04-08T18:40:00Z,26.79,68.19
2026-04-08T18:41:00Z,34.97,65.60
2026-04-08T18:42:00Z,34.38,66.55
2026-04-08T18:43:00Z,27.07,75.34
2026-04-08T18:44:00Z,16.43,83.69
2026-04-08T18:45:00Z,17.15,81.59
2026-04-08T18:46:00Z,12.28,89.41
2026-04-08T18:47:00Z,10.32,92.92
2026-04-08T18:48:00Z,1.94,97.72
2026-04-08T18:49:00Z,1.00,99.00
2026-04-08T18:50:00Z,1.00,99.00
2026-04-08T18:51:00Z,1.00,99.00
2026-04-08T18:52:00Z,1.00,99.00
