# event_ticker=KXATPMATCH-26APR06CILSHE
# final_score=6-1 6-3
# score_resolution=1-6 3-6
# match_winner=Marin Cilic
# fav_player=Alexander Shevchenko
# dog_player=Marin Cilic
# kalshi_date=2026-04-06
timestamp,Alexander Shevchenko,Marin Cilic
2026-04-07T10:31:00Z,50.00,52.00
2026-04-07T10:34:00Z,50.00,52.00
2026-04-07T10:37:00Z,50.00,52.00
2026-04-07T10:38:00Z,50.00,52.00
2026-04-07T10:39:00Z,50.00,53.00
2026-04-07T10:40:00Z,49.00,53.00
2026-04-07T10:41:00Z,49.00,53.00
2026-04-07T10:42:00Z,48.00,52.00
2026-04-07T10:44:00Z,49.99,54.62
2026-04-07T10:45:00Z,49.99,50.00
2026-04-07T10:46:00Z,48.00,56.00
2026-04-07T10:47:00Z,44.17,56.00
2026-04-07T10:48:00Z,39.68,61.20
2026-04-07T10:49:00Z,39.33,63.45
2026-04-07T10:50:00Z,30.22,69.09
2026-04-07T10:51:00Z,39.00,61.63
2026-04-07T10:53:00Z,39.00,67.23
2026-04-07T10:54:00Z,39.00,64.00
2026-04-07T10:55:00Z,33.82,67.51
2026-04-07T10:56:00Z,32.00,68.06
2026-04-07T10:57:00Z,28.00,68.06
2026-04-07T10:58:00Z,28.00,71.32
2026-04-07T10:59:00Z,26.00,72.00
2026-04-07T11:00:00Z,25.00,77.03
2026-04-07T11:01:00Z,25.00,76.05
2026-04-07T11:02:00Z,23.54,75.23
2026-04-07T11:03:00Z,24.40,76.00
2026-04-07T11:04:00Z,24.40,77.00
2026-04-07T11:05:00Z,25.00,74.50
2026-04-07T11:06:00Z,24.50,76.02
2026-04-07T11:07:00Z,24.00,76.51
2026-04-07T11:08:00Z,24.00,77.41
2026-04-07T11:09:00Z,23.94,78.15
2026-04-07T11:10:00Z,23.00,78.00
2026-04-07T11:11:00Z,22.99,78.54
2026-04-07T11:12:00Z,20.09,79.04
2026-04-07T11:13:00Z,21.95,79.00
2026-04-07T11:14:00Z,24.00,80.17
2026-04-07T11:15:00Z,23.00,78.05
2026-04-07T11:16:00Z,23.00,78.59
2026-04-07T11:17:00Z,24.00,76.00
2026-04-07T11:18:00Z,24.00,77.78
2026-04-07T11:19:00Z,23.00,78.94
2026-04-07T11:20:00Z,22.77,77.50
2026-04-07T11:21:00Z,22.00,79.00
2026-04-07T11:22:00Z,23.98,78.18
2026-04-07T11:23:00Z,24.92,76.93
2026-04-07T11:24:00Z,22.28,78.20
2026-04-07T11:25:00Z,22.85,79.18
2026-04-07T11:26:00Z,24.51,76.93
2026-04-07T11:27:00Z,27.72,73.04
2026-04-07T11:28:00Z,27.19,74.74
2026-04-07T11:29:00Z,23.51,78.54
2026-04-07T11:30:00Z,28.31,73.40
2026-04-07T11:31:00Z,25.22,73.09
2026-04-07T11:32:00Z,24.01,76.33
2026-04-07T11:33:00Z,27.14,76.49
2026-04-07T11:34:00Z,25.00,73.88
2026-04-07T11:35:00Z,23.02,77.93
2026-04-07T11:36:00Z,23.24,78.80
2026-04-07T11:37:00Z,15.32,83.74
2026-04-07T11:38:00Z,10.78,84.93
2026-04-07T11:39:00Z,10.53,89.99
2026-04-07T11:40:00Z,10.32,90.20
2026-04-07T11:41:00Z,9.14,92.00
2026-04-07T11:42:00Z,6.86,93.05
2026-04-07T11:43:00Z,7.58,93.85
2026-04-07T11:44:00Z,8.25,92.36
2026-04-07T11:45:00Z,13.57,88.06
2026-04-07T11:46:00Z,22.24,80.77
2026-04-07T11:47:00Z,26.68,75.65
2026-04-07T11:48:00Z,28.84,72.36
2026-04-07T11:49:00Z,28.95,72.00
2026-04-07T11:50:00Z,28.44,73.63
2026-04-07T11:51:00Z,27.26,75.50
2026-04-07T11:52:00Z,24.00,78.74
2026-04-07T11:53:00Z,23.25,77.69
2026-04-07T11:54:00Z,28.55,72.32
2026-04-07T11:55:00Z,32.73,65.49
2026-04-07T11:56:00Z,30.23,73.62
2026-04-07T11:57:00Z,23.32,78.29
2026-04-07T11:58:00Z,16.64,88.06
2026-04-07T11:59:00Z,9.13,92.64
2026-04-07T12:00:00Z,8.94,91.83
2026-04-07T12:01:00Z,9.21,92.99
2026-04-07T12:02:00Z,10.91,91.11
2026-04-07T12:03:00Z,9.72,91.98
2026-04-07T12:04:00Z,5.37,93.87
2026-04-07T12:05:00Z,4.95,95.61
2026-04-07T12:06:00Z,3.00,97.17
2026-04-07T12:07:00Z,2.19,98.82
2026-04-07T12:08:00Z,1.06,97.94
2026-04-07T12:09:00Z,2.00,97.99
2026-04-07T12:10:00Z,2.00,99.00
2026-04-07T12:11:00Z,1.00,99.00
2026-04-07T12:12:00Z,1.00,99.00
