# event_ticker=KXATPCHALLENGERMATCH-26MAR26RONROD
# final_score=2-6 6-3 6-2
# score_resolution=6-2 3-6 2-6
# match_winner=Franco Roncadelli
# fav_player=Lorenzo Joaquin Rodriguez
# dog_player=Franco Roncadelli
# kalshi_date=2026-03-26
timestamp,Lorenzo Joaquin Rodriguez,Franco Roncadelli
2026-03-26T16:29:00Z,46.00,57.00
2026-03-26T16:30:00Z,46.00,54.11
2026-03-26T16:31:00Z,46.00,56.14
2026-03-26T16:33:00Z,46.00,57.00
2026-03-26T16:38:00Z,46.00,57.00
2026-03-26T16:39:00Z,46.00,56.65
2026-03-26T16:40:00Z,46.00,57.00
2026-03-26T16:42:00Z,46.00,57.00
2026-03-26T16:43:00Z,46.00,57.00
2026-03-26T16:45:00Z,46.00,57.00
2026-03-26T16:46:00Z,46.00,57.00
2026-03-26T16:48:00Z,46.00,57.00
2026-03-26T16:51:00Z,46.00,57.00
2026-03-26T16:53:00Z,46.00,57.00
2026-03-26T16:59:00Z,43.00,57.00
2026-03-26T17:01:00Z,43.00,57.00
2026-03-26T17:05:00Z,43.00,54.00
2026-03-26T17:10:00Z,43.00,57.00
2026-03-26T17:13:00Z,43.00,57.00
2026-03-26T17:14:00Z,43.00,57.00
2026-03-26T17:15:00Z,43.00,57.00
2026-03-26T17:19:00Z,46.00,57.00
2026-03-26T17:23:00Z,46.00,57.00
2026-03-26T17:25:00Z,46.00,57.00
2026-03-26T17:31:00Z,46.00,56.71
2026-03-26T17:33:00Z,46.00,57.00
2026-03-26T17:34:00Z,46.00,57.00
2026-03-26T17:36:00Z,45.00,57.00
2026-03-26T17:37:00Z,45.00,56.00
2026-03-26T17:38:00Z,45.00,56.00
2026-03-26T17:39:00Z,45.00,56.35
2026-03-26T17:40:00Z,45.00,56.02
2026-03-26T17:41:00Z,43.00,57.75
2026-03-26T17:42:00Z,44.91,56.65
2026-03-26T17:43:00Z,46.34,56.71
2026-03-26T17:44:00Z,52.82,47.84
2026-03-26T17:45:00Z,59.00,44.53
2026-03-26T17:46:00Z,58.74,44.04
2026-03-26T17:47:00Z,57.74,44.19
2026-03-26T17:48:00Z,58.00,38.79
2026-03-26T17:49:00Z,59.00,40.01
2026-03-26T17:50:00Z,61.88,37.51
2026-03-26T17:51:00Z,68.28,31.82
2026-03-26T17:52:00Z,71.00,29.62
2026-03-26T17:53:00Z,68.59,32.65
2026-03-26T17:54:00Z,63.03,36.43
2026-03-26T17:55:00Z,59.38,40.57
2026-03-26T17:56:00Z,62.39,39.03
2026-03-26T17:57:00Z,61.54,39.94
2026-03-26T17:58:00Z,63.26,39.17
2026-03-26T17:59:00Z,59.97,40.39
2026-03-26T18:00:00Z,59.86,41.58
2026-03-26T18:01:00Z,54.31,43.85
2026-03-26T18:02:00Z,54.96,47.00
2026-03-26T18:03:00Z,51.66,48.71
2026-03-26T18:04:00Z,54.91,45.21
2026-03-26T18:05:00Z,53.33,47.84
2026-03-26T18:06:00Z,48.57,50.60
2026-03-26T18:07:00Z,46.70,52.62
2026-03-26T18:08:00Z,48.50,53.63
2026-03-26T18:09:00Z,53.78,45.82
2026-03-26T18:10:00Z,58.48,42.00
2026-03-26T18:11:00Z,60.98,37.11
2026-03-26T18:12:00Z,70.21,33.92
2026-03-26T18:13:00Z,69.98,30.98
2026-03-26T18:14:00Z,70.00,30.94
2026-03-26T18:15:00Z,71.05,30.60
2026-03-26T18:16:00Z,71.98,29.80
2026-03-26T18:17:00Z,70.36,27.55
2026-03-26T18:18:00Z,70.24,31.82
2026-03-26T18:19:00Z,71.29,28.00
2026-03-26T18:20:00Z,71.40,29.00
2026-03-26T18:21:00Z,71.64,28.98
2026-03-26T18:22:00Z,72.00,29.00
2026-03-26T18:23:00Z,73.48,28.97
2026-03-26T18:24:00Z,71.79,29.36
2026-03-26T18:25:00Z,71.22,33.60
2026-03-26T18:26:00Z,67.06,33.17
2026-03-26T18:27:00Z,68.86,31.45
2026-03-26T18:28:00Z,64.12,36.81
2026-03-26T18:29:00Z,63.63,39.03
2026-03-26T18:30:00Z,61.25,40.23
2026-03-26T18:31:00Z,61.98,41.16
2026-03-26T18:32:00Z,61.39,44.73
2026-03-26T18:33:00Z,53.36,43.35
2026-03-26T18:34:00Z,50.14,48.36
2026-03-26T18:35:00Z,50.73,47.64
2026-03-26T18:36:00Z,48.33,51.88
2026-03-26T18:37:00Z,49.97,50.65
2026-03-26T18:38:00Z,56.64,45.81
2026-03-26T18:39:00Z,50.43,48.30
2026-03-26T18:40:00Z,46.59,50.34
2026-03-26T18:41:00Z,53.89,49.26
2026-03-26T18:42:00Z,53.00,50.68
2026-03-26T18:43:00Z,49.95,49.06
2026-03-26T18:44:00Z,49.91,54.57
2026-03-26T18:45:00Z,45.63,55.60
2026-03-26T18:46:00Z,46.00,58.28
2026-03-26T18:47:00Z,45.72,52.53
2026-03-26T18:48:00Z,48.20,51.70
2026-03-26T18:49:00Z,46.68,54.24
2026-03-26T18:50:00Z,46.46,55.93
2026-03-26T18:51:00Z,49.87,51.50
2026-03-26T18:52:00Z,47.88,52.66
2026-03-26T18:53:00Z,44.62,58.51
2026-03-26T18:54:00Z,41.99,58.71
2026-03-26T18:55:00Z,41.72,59.09
2026-03-26T18:56:00Z,39.69,59.27
2026-03-26T18:57:00Z,38.09,62.24
2026-03-26T18:58:00Z,35.23,66.33
2026-03-26T18:59:00Z,33.66,66.84
2026-03-26T19:00:00Z,34.02,67.91
2026-03-26T19:01:00Z,36.17,67.13
2026-03-26T19:02:00Z,36.67,63.34
2026-03-26T19:03:00Z,38.32,63.89
2026-03-26T19:04:00Z,37.70,63.30
2026-03-26T19:05:00Z,40.59,60.98
2026-03-26T19:06:00Z,38.02,64.31
2026-03-26T19:07:00Z,41.93,61.24
2026-03-26T19:08:00Z,50.23,52.59
2026-03-26T19:09:00Z,49.68,51.69
2026-03-26T19:10:00Z,39.06,57.52
2026-03-26T19:11:00Z,37.80,62.86
2026-03-26T19:12:00Z,37.01,65.03
2026-03-26T19:13:00Z,36.88,65.29
2026-03-26T19:14:00Z,36.97,64.63
2026-03-26T19:15:00Z,36.80,65.40
2026-03-26T19:16:00Z,35.68,65.78
2026-03-26T19:17:00Z,37.06,66.10
2026-03-26T19:18:00Z,37.48,65.88
2026-03-26T19:19:00Z,38.86,63.97
2026-03-26T19:20:00Z,45.64,54.32
2026-03-26T19:21:00Z,46.95,54.04
2026-03-26T19:22:00Z,46.78,54.12
2026-03-26T19:23:00Z,44.00,56.85
2026-03-26T19:24:00Z,45.61,55.04
2026-03-26T19:25:00Z,40.60,59.78
2026-03-26T19:26:00Z,37.09,62.47
2026-03-26T19:27:00Z,31.59,68.94
2026-03-26T19:28:00Z,21.61,78.57
2026-03-26T19:29:00Z,19.29,79.71
2026-03-26T19:30:00Z,21.57,78.11
2026-03-26T19:31:00Z,22.27,78.26
2026-03-26T19:32:00Z,26.28,74.65
2026-03-26T19:33:00Z,27.56,72.23
2026-03-26T19:34:00Z,21.71,75.70
2026-03-26T19:35:00Z,21.72,81.22
2026-03-26T19:36:00Z,19.92,80.85
2026-03-26T19:37:00Z,19.92,81.80
2026-03-26T19:38:00Z,19.94,80.97
2026-03-26T19:39:00Z,18.18,81.78
2026-03-26T19:40:00Z,29.67,78.56
2026-03-26T19:41:00Z,31.89,69.72
2026-03-26T19:42:00Z,27.86,71.37
2026-03-26T19:43:00Z,28.20,73.34
2026-03-26T19:44:00Z,32.11,69.08
2026-03-26T19:45:00Z,36.33,64.30
2026-03-26T19:46:00Z,45.94,51.24
2026-03-26T19:47:00Z,51.48,49.02
2026-03-26T19:48:00Z,34.12,63.17
2026-03-26T19:49:00Z,26.86,73.55
2026-03-26T19:50:00Z,30.68,66.65
2026-03-26T19:51:00Z,24.42,75.70
2026-03-26T19:52:00Z,25.16,78.30
2026-03-26T19:53:00Z,23.47,77.22
2026-03-26T19:54:00Z,19.30,82.34
2026-03-26T19:55:00Z,18.11,82.15
2026-03-26T19:56:00Z,15.92,84.62
2026-03-26T19:57:00Z,17.28,83.86
2026-03-26T19:58:00Z,22.81,77.70
2026-03-26T19:59:00Z,17.56,81.28
2026-03-26T20:00:00Z,23.27,77.59
2026-03-26T20:01:00Z,24.11,77.04
2026-03-26T20:02:00Z,19.01,79.77
2026-03-26T20:03:00Z,11.54,86.83
2026-03-26T20:04:00Z,8.30,91.35
2026-03-26T20:05:00Z,4.19,94.68
2026-03-26T20:06:00Z,2.86,97.41
2026-03-26T20:07:00Z,3.64,96.83
2026-03-26T20:08:00Z,4.14,96.69
2026-03-26T20:09:00Z,5.57,95.06
2026-03-26T20:10:00Z,6.99,92.86
2026-03-26T20:11:00Z,4.65,96.91
2026-03-26T20:12:00Z,1.88,98.89
2026-03-26T20:13:00Z,1.00,99.00
2026-03-26T20:14:00Z,1.00,99.00
2026-03-26T20:15:00Z,1.00,99.00
2026-03-26T20:16:00Z,1.00,99.00
2026-03-26T20:17:00Z,1.00,99.00
