# event_ticker=KXATPCHALLENGERMATCH-26APR09ARTPAC
# final_score=6-4 3-6 7-5
# match_winner=Rodrigo Pacheco Mendez
# fav_player=Rodrigo Pacheco Mendez
# dog_player=Bor Artnak
# kalshi_date=2026-04-09
timestamp,Rodrigo Pacheco Mendez,Bor Artnak
2026-04-09T23:56:00Z,66.42,36.70
2026-04-09T23:57:00Z,62.26,40.04
2026-04-09T23:58:00Z,66.52,36.96
2026-04-09T23:59:00Z,61.65,33.85
2026-04-10T00:00:00Z,70.10,29.27
2026-04-10T00:01:00Z,73.05,25.31
2026-04-10T00:02:00Z,71.48,26.65
2026-04-10T00:03:00Z,69.64,30.66
2026-04-10T00:04:00Z,62.22,38.50
2026-04-10T00:05:00Z,61.14,38.90
2026-04-10T00:06:00Z,58.83,43.52
2026-04-10T00:07:00Z,41.54,54.97
2026-04-10T00:08:00Z,44.78,58.44
2026-04-10T00:09:00Z,62.99,37.91
2026-04-10T00:10:00Z,65.68,37.48
2026-04-10T00:11:00Z,67.42,32.52
2026-04-10T00:12:00Z,61.50,39.21
2026-04-10T00:13:00Z,63.79,37.70
2026-04-10T00:14:00Z,67.90,33.02
2026-04-10T00:15:00Z,74.94,24.75
2026-04-10T00:16:00Z,95.57,10.25
2026-04-10T00:17:00Z,99.00,10.25
