# event_ticker=KXATPCHALLENGERMATCH-26MAR10CARIAN
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Federico Iannaccone
# fav_player=Lorenzo Carboni
# dog_player=Federico Iannaccone
# kalshi_date=2026-03-10
timestamp,Lorenzo Carboni,Federico Iannaccone
2026-03-10T14:25:00Z,3.00,98.08
2026-03-10T14:26:00Z,3.00,99.00
2026-03-10T14:27:00Z,3.00,97.58
2026-03-10T14:28:00Z,3.72,99.00
2026-03-10T14:29:00Z,1.00,99.00
2026-03-10T14:30:00Z,1.00,99.00
2026-03-10T14:31:00Z,1.00,99.00
2026-03-10T14:32:00Z,1.00,99.00
2026-03-10T14:34:00Z,1.00,99.00
2026-03-10T14:36:00Z,1.00,99.00
2026-03-10T14:38:00Z,1.00,99.00
2026-03-10T14:42:00Z,1.00,99.00
