# event_ticker=KXATPCHALLENGERMATCH-26MAR10RINGAD
# final_score=6-7(4) 6-4 6-2
# score_resolution=6-7 6-4 6-2
# match_winner=Daniel Rincon
# fav_player=Daniel Rincon
# dog_player=Buvaysar Gadamauri
# kalshi_date=2026-03-10
timestamp,Daniel Rincon,Buvaysar Gadamauri
2026-03-10T16:34:00Z,54.00,46.66
2026-03-10T16:35:00Z,51.77,49.63
2026-03-10T16:36:00Z,48.96,51.82
2026-03-10T16:37:00Z,52.27,50.19
2026-03-10T16:38:00Z,51.66,53.14
2026-03-10T16:39:00Z,53.82,47.47
2026-03-10T16:40:00Z,53.51,49.70
2026-03-10T16:41:00Z,54.03,47.00
2026-03-10T16:42:00Z,58.34,44.28
2026-03-10T16:43:00Z,54.79,46.45
2026-03-10T16:44:00Z,51.63,50.01
2026-03-10T16:45:00Z,50.11,50.50
2026-03-10T16:46:00Z,49.80,51.33
2026-03-10T16:47:00Z,51.64,50.41
2026-03-10T16:48:00Z,55.63,47.60
2026-03-10T16:49:00Z,58.12,40.96
2026-03-10T16:50:00Z,60.14,40.17
2026-03-10T16:51:00Z,58.76,41.62
2026-03-10T16:52:00Z,55.45,43.77
2026-03-10T16:53:00Z,64.23,37.55
2026-03-10T16:54:00Z,60.94,41.59
2026-03-10T16:55:00Z,53.40,50.00
2026-03-10T16:56:00Z,53.99,45.46
2026-03-10T16:57:00Z,50.69,49.02
2026-03-10T16:58:00Z,49.32,56.39
2026-03-10T16:59:00Z,45.30,59.29
2026-03-10T17:00:00Z,48.97,55.00
2026-03-10T17:01:00Z,47.17,53.97
2026-03-10T17:02:00Z,53.72,55.44
2026-03-10T17:03:00Z,55.36,55.44
2026-03-10T17:04:00Z,56.39,45.56
2026-03-10T17:05:00Z,51.00,51.28
2026-03-10T17:06:00Z,49.41,52.00
2026-03-10T17:07:00Z,51.00,50.00
2026-03-10T17:08:00Z,54.00,49.00
2026-03-10T17:09:00Z,60.00,44.00
2026-03-10T17:10:00Z,66.39,34.31
2026-03-10T17:11:00Z,74.58,25.12
2026-03-10T17:12:00Z,74.31,26.32
2026-03-10T17:13:00Z,71.87,26.94
2026-03-10T17:14:00Z,70.00,28.03
2026-03-10T17:15:00Z,66.77,37.27
2026-03-10T17:16:00Z,58.88,43.63
2026-03-10T17:17:00Z,54.33,47.36
2026-03-10T17:18:00Z,52.70,47.01
2026-03-10T17:19:00Z,50.88,52.00
2026-03-10T17:20:00Z,49.32,52.66
2026-03-10T17:21:00Z,48.80,51.67
2026-03-10T17:22:00Z,49.15,55.00
2026-03-10T17:23:00Z,51.00,48.30
2026-03-10T17:24:00Z,53.89,50.00
2026-03-10T17:25:00Z,54.00,53.00
2026-03-10T17:26:00Z,41.82,58.31
2026-03-10T17:27:00Z,37.16,61.61
2026-03-10T17:28:00Z,46.70,52.53
2026-03-10T17:29:00Z,54.41,47.78
2026-03-10T17:30:00Z,51.92,51.38
2026-03-10T17:31:00Z,59.89,42.56
2026-03-10T17:32:00Z,54.90,48.04
2026-03-10T17:33:00Z,48.92,49.63
2026-03-10T17:34:00Z,53.32,54.56
2026-03-10T17:35:00Z,54.31,54.24
2026-03-10T17:36:00Z,44.74,54.99
2026-03-10T17:37:00Z,38.46,62.73
2026-03-10T17:38:00Z,34.80,66.59
2026-03-10T17:39:00Z,36.29,66.89
2026-03-10T17:40:00Z,34.24,70.15
2026-03-10T17:41:00Z,30.02,70.89
2026-03-10T17:42:00Z,29.51,70.98
2026-03-10T17:43:00Z,29.00,73.69
2026-03-10T17:44:00Z,22.35,78.74
2026-03-10T17:45:00Z,16.61,84.79
2026-03-10T17:46:00Z,18.08,82.71
2026-03-10T17:47:00Z,21.66,78.07
2026-03-10T17:48:00Z,19.62,82.66
2026-03-10T17:49:00Z,25.64,78.87
2026-03-10T17:50:00Z,29.84,69.55
2026-03-10T17:51:00Z,29.11,69.55
2026-03-10T17:52:00Z,32.41,69.82
2026-03-10T17:53:00Z,34.01,66.95
2026-03-10T17:54:00Z,34.26,67.00
2026-03-10T17:55:00Z,34.57,66.07
2026-03-10T17:56:00Z,35.61,66.86
2026-03-10T17:57:00Z,40.35,56.48
2026-03-10T17:58:00Z,34.96,65.68
2026-03-10T17:59:00Z,39.55,61.09
2026-03-10T18:00:00Z,38.44,61.25
2026-03-10T18:01:00Z,41.26,65.49
2026-03-10T18:02:00Z,33.63,65.42
2026-03-10T18:03:00Z,37.49,64.38
2026-03-10T18:04:00Z,33.24,67.03
2026-03-10T18:05:00Z,25.68,71.95
2026-03-10T18:06:00Z,24.21,80.28
2026-03-10T18:07:00Z,25.48,72.48
2026-03-10T18:08:00Z,28.76,72.42
2026-03-10T18:09:00Z,23.79,77.75
2026-03-10T18:10:00Z,30.32,70.17
2026-03-10T18:11:00Z,34.87,66.27
2026-03-10T18:12:00Z,35.00,67.00
2026-03-10T18:13:00Z,39.42,61.96
2026-03-10T18:14:00Z,45.90,53.19
2026-03-10T18:15:00Z,50.61,47.91
2026-03-10T18:16:00Z,53.60,44.87
2026-03-10T18:17:00Z,53.88,44.89
2026-03-10T18:18:00Z,55.77,44.22
2026-03-10T18:19:00Z,57.80,42.88
2026-03-10T18:20:00Z,60.46,39.00
2026-03-10T18:21:00Z,61.42,40.98
2026-03-10T18:22:00Z,61.15,38.83
2026-03-10T18:23:00Z,60.61,40.62
2026-03-10T18:24:00Z,55.94,43.00
2026-03-10T18:25:00Z,51.99,50.68
2026-03-10T18:26:00Z,45.25,55.99
2026-03-10T18:27:00Z,38.50,63.38
2026-03-10T18:28:00Z,36.27,64.08
2026-03-10T18:29:00Z,41.12,64.81
2026-03-10T18:30:00Z,40.82,62.45
2026-03-10T18:31:00Z,39.48,60.57
2026-03-10T18:32:00Z,44.29,60.34
2026-03-10T18:33:00Z,45.98,57.44
2026-03-10T18:34:00Z,54.67,45.24
2026-03-10T18:35:00Z,56.42,44.97
2026-03-10T18:36:00Z,57.53,45.00
2026-03-10T18:37:00Z,56.12,45.00
2026-03-10T18:38:00Z,56.17,45.00
2026-03-10T18:39:00Z,56.73,45.00
2026-03-10T18:40:00Z,57.00,42.68
2026-03-10T18:41:00Z,54.29,42.98
2026-03-10T18:42:00Z,52.58,45.98
2026-03-10T18:43:00Z,53.97,39.70
2026-03-10T18:44:00Z,54.05,46.50
2026-03-10T18:45:00Z,60.13,39.88
2026-03-10T18:46:00Z,63.44,35.26
2026-03-10T18:47:00Z,64.22,36.98
2026-03-10T18:48:00Z,72.46,29.36
2026-03-10T18:49:00Z,73.78,27.74
2026-03-10T18:50:00Z,76.51,23.78
2026-03-10T18:51:00Z,83.23,18.71
2026-03-10T18:52:00Z,82.89,17.71
2026-03-10T18:53:00Z,79.98,22.23
2026-03-10T18:54:00Z,79.57,17.36
2026-03-10T18:55:00Z,83.88,16.08
2026-03-10T18:56:00Z,85.38,16.00
2026-03-10T18:57:00Z,80.96,19.10
2026-03-10T18:58:00Z,84.60,14.67
2026-03-10T18:59:00Z,87.67,12.84
2026-03-10T19:00:00Z,88.72,11.71
2026-03-10T19:01:00Z,90.58,8.13
2026-03-10T19:02:00Z,88.94,9.66
2026-03-10T19:03:00Z,91.61,8.70
2026-03-10T19:04:00Z,90.00,11.96
2026-03-10T19:05:00Z,92.84,8.91
2026-03-10T19:06:00Z,96.22,2.48
2026-03-10T19:07:00Z,96.60,3.46
2026-03-10T19:08:00Z,98.09,1.00
2026-03-10T19:09:00Z,98.04,2.03
2026-03-10T19:10:00Z,98.93,1.01
2026-03-10T19:11:00Z,99.00,1.00
2026-03-10T19:12:00Z,98.51,1.00
2026-03-10T19:13:00Z,97.00,1.06
2026-03-10T19:14:00Z,97.67,2.83
2026-03-10T19:15:00Z,98.01,3.00
2026-03-10T19:16:00Z,96.37,3.67
2026-03-10T19:17:00Z,93.48,6.00
2026-03-10T19:18:00Z,93.95,6.00
2026-03-10T19:19:00Z,93.64,6.76
2026-03-10T19:20:00Z,93.81,4.00
2026-03-10T19:21:00Z,96.93,2.80
2026-03-10T19:22:00Z,98.06,4.00
2026-03-10T19:23:00Z,99.00,1.00
2026-03-10T19:24:00Z,99.00,1.00
2026-03-10T19:25:00Z,99.00,1.00
2026-03-10T19:26:00Z,99.00,1.00
2026-03-10T19:27:00Z,99.00,1.00
2026-03-10T19:28:00Z,99.00,1.00
2026-03-10T19:29:00Z,99.00,1.00
2026-03-10T19:30:00Z,99.00,1.00
2026-03-10T19:31:00Z,99.00,1.00
2026-03-10T19:32:00Z,99.00,1.00
