# event_ticker=KXATPMATCH-26MAY22KOVBUS
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Ignacio Buse
# fav_player=Aleksandar Kovacevic
# dog_player=Ignacio Buse
# kalshi_date=2026-05-22
timestamp,Aleksandar Kovacevic,Ignacio Buse
2026-05-22T13:30:00Z,26.00,75.00
2026-05-22T13:31:00Z,26.00,75.00
2026-05-22T13:32:00Z,26.00,75.00
2026-05-22T13:33:00Z,26.00,75.00
2026-05-22T13:34:00Z,26.00,75.00
2026-05-22T13:35:00Z,26.00,75.00
2026-05-22T13:36:00Z,26.03,75.00
2026-05-22T13:37:00Z,26.00,74.82
2026-05-22T13:38:00Z,26.00,74.77
2026-05-22T13:39:00Z,26.67,74.00
2026-05-22T13:40:00Z,27.00,74.00
2026-05-22T13:41:00Z,27.02,74.00
2026-05-22T13:42:00Z,26.90,73.02
2026-05-22T13:43:00Z,28.42,72.59
2026-05-22T13:44:00Z,29.32,72.01
2026-05-22T13:45:00Z,26.77,73.01
2026-05-22T13:46:00Z,27.62,74.71
2026-05-22T13:47:00Z,26.43,74.00
2026-05-22T13:48:00Z,27.51,73.00
2026-05-22T13:49:00Z,28.30,73.83
2026-05-22T13:50:00Z,28.01,73.97
2026-05-22T13:51:00Z,26.39,75.97
2026-05-22T13:52:00Z,22.60,77.96
2026-05-22T13:53:00Z,17.16,82.24
2026-05-22T13:54:00Z,16.28,85.91
2026-05-22T13:55:00Z,14.25,86.00
2026-05-22T13:56:00Z,15.00,86.67
2026-05-22T13:57:00Z,14.55,86.71
2026-05-22T13:58:00Z,13.02,87.43
2026-05-22T13:59:00Z,12.00,89.00
2026-05-22T14:00:00Z,12.09,88.15
2026-05-22T14:01:00Z,12.72,88.50
2026-05-22T14:02:00Z,9.27,92.13
2026-05-22T14:03:00Z,8.78,92.00
2026-05-22T14:04:00Z,8.83,92.00
2026-05-22T14:05:00Z,7.35,92.99
2026-05-22T14:06:00Z,7.96,93.00
2026-05-22T14:07:00Z,8.00,93.00
2026-05-22T14:08:00Z,6.71,93.62
2026-05-22T14:09:00Z,6.93,93.98
2026-05-22T14:10:00Z,7.00,93.99
2026-05-22T14:11:00Z,6.03,93.99
2026-05-22T14:12:00Z,5.99,94.62
2026-05-22T14:13:00Z,5.74,95.40
2026-05-22T14:14:00Z,5.55,95.06
2026-05-22T14:15:00Z,6.99,93.26
2026-05-22T14:16:00Z,7.08,94.21
2026-05-22T14:17:00Z,5.94,94.97
2026-05-22T14:18:00Z,5.99,95.00
2026-05-22T14:19:00Z,6.00,95.00
2026-05-22T14:20:00Z,5.99,94.98
2026-05-22T14:21:00Z,6.73,94.00
2026-05-22T14:22:00Z,7.22,92.88
2026-05-22T14:23:00Z,8.00,92.16
2026-05-22T14:24:00Z,8.87,92.79
2026-05-22T14:25:00Z,6.47,93.50
2026-05-22T14:26:00Z,7.18,93.35
2026-05-22T14:27:00Z,7.86,93.00
2026-05-22T14:28:00Z,8.42,92.61
2026-05-22T14:29:00Z,6.55,93.90
2026-05-22T14:30:00Z,7.72,92.72
2026-05-22T14:31:00Z,9.11,91.07
2026-05-22T14:32:00Z,10.79,90.73
2026-05-22T14:33:00Z,10.87,89.89
2026-05-22T14:34:00Z,8.16,92.26
2026-05-22T14:35:00Z,7.95,93.00
2026-05-22T14:36:00Z,8.06,93.05
2026-05-22T14:37:00Z,10.15,90.08
2026-05-22T14:38:00Z,10.69,90.96
2026-05-22T14:39:00Z,11.34,90.19
2026-05-22T14:40:00Z,9.15,91.93
2026-05-22T14:41:00Z,8.49,91.99
2026-05-22T14:42:00Z,8.66,91.97
2026-05-22T14:43:00Z,9.07,91.87
2026-05-22T14:44:00Z,9.14,91.73
2026-05-22T14:45:00Z,7.38,93.50
2026-05-22T14:46:00Z,3.10,97.42
2026-05-22T14:47:00Z,1.00,99.00
