# event_ticker=KXATPCHALLENGERMATCH-26MAR23MATMIL
# final_score=6-4 5-7 6-4
# match_winner=Hayato Matsuoka
# fav_player=Hayato Matsuoka
# dog_player=Ognjen Milic
# kalshi_date=2026-03-23
timestamp,Hayato Matsuoka,Ognjen Milic
2026-03-23T06:51:00Z,79.17,22.17
2026-03-23T06:52:00Z,68.68,30.20
2026-03-23T06:53:00Z,66.32,32.14
2026-03-23T06:54:00Z,67.75,31.78
2026-03-23T06:55:00Z,71.62,30.50
2026-03-23T06:56:00Z,73.05,27.93
2026-03-23T06:57:00Z,61.24,38.46
2026-03-23T06:58:00Z,46.68,51.66
2026-03-23T06:59:00Z,45.57,53.62
2026-03-23T07:00:00Z,46.93,53.32
2026-03-23T07:01:00Z,44.00,54.69
2026-03-23T07:02:00Z,45.40,54.28
2026-03-23T07:03:00Z,46.25,53.81
2026-03-23T07:04:00Z,46.38,54.86
2026-03-23T07:05:00Z,63.70,39.11
2026-03-23T07:06:00Z,71.29,29.13
2026-03-23T07:07:00Z,68.49,34.12
2026-03-23T07:08:00Z,76.73,25.53
2026-03-23T07:09:00Z,78.92,20.41
2026-03-23T07:10:00Z,78.49,22.94
2026-03-23T07:11:00Z,80.64,18.74
2026-03-23T07:12:00Z,85.08,15.40
2026-03-23T07:13:00Z,81.53,19.60
2026-03-23T07:14:00Z,76.05,23.12
2026-03-23T07:15:00Z,74.81,25.35
2026-03-23T07:16:00Z,76.90,24.70
2026-03-23T07:17:00Z,81.96,17.56
2026-03-23T07:18:00Z,83.26,17.40
2026-03-23T07:19:00Z,83.93,16.82
2026-03-23T07:20:00Z,85.14,15.34
2026-03-23T07:21:00Z,85.43,15.35
2026-03-23T07:22:00Z,83.21,18.46
2026-03-23T07:23:00Z,86.20,14.42
2026-03-23T07:24:00Z,80.02,21.40
2026-03-23T07:25:00Z,79.91,20.24
2026-03-23T07:26:00Z,82.91,18.77
2026-03-23T07:27:00Z,85.66,15.90
2026-03-23T07:28:00Z,87.44,12.31
2026-03-23T07:29:00Z,88.92,10.69
2026-03-23T07:30:00Z,86.17,14.03
2026-03-23T07:31:00Z,84.61,16.59
2026-03-23T07:32:00Z,81.30,22.27
2026-03-23T07:33:00Z,70.09,39.37
2026-03-23T07:34:00Z,78.97,21.68
2026-03-23T07:35:00Z,86.04,17.56
2026-03-23T07:36:00Z,90.41,9.64
2026-03-23T07:37:00Z,90.71,9.23
2026-03-23T07:38:00Z,88.94,12.70
2026-03-23T07:39:00Z,87.83,12.46
2026-03-23T07:40:00Z,93.64,8.11
2026-03-23T07:41:00Z,95.86,3.43
2026-03-23T07:42:00Z,94.86,4.55
2026-03-23T07:43:00Z,95.88,4.34
2026-03-23T07:44:00Z,99.00,1.00
2026-03-23T07:45:00Z,99.00,1.00
2026-03-23T07:46:00Z,99.00,1.00
2026-03-23T07:47:00Z,99.00,1.00
2026-03-23T07:48:00Z,99.00,1.00
