# event_ticker=KXATPCHALLENGERMATCH-26MAR12BLAHAR
# final_score=3-6 7-6(5) 7-6(6)
# score_resolution=3-6 7-6 7-6
# match_winner=Billy Harris
# fav_player=Billy Harris
# dog_player=Darwin Blanch
# kalshi_date=2026-03-12
timestamp,Billy Harris,Darwin Blanch
2026-03-12T19:48:00Z,26.00,77.37
2026-03-12T19:49:00Z,26.00,76.00
2026-03-12T19:50:00Z,32.66,76.08
2026-03-12T19:51:00Z,34.60,68.97
2026-03-12T19:52:00Z,35.62,64.04
2026-03-12T19:53:00Z,40.02,60.08
2026-03-12T19:54:00Z,40.00,59.41
2026-03-12T19:55:00Z,45.40,58.63
2026-03-12T19:56:00Z,39.08,65.32
2026-03-12T19:57:00Z,33.00,67.00
2026-03-12T19:58:00Z,39.13,63.08
2026-03-12T19:59:00Z,40.62,60.39
2026-03-12T20:00:00Z,36.30,64.71
2026-03-12T20:01:00Z,33.00,66.30
2026-03-12T20:02:00Z,34.67,66.80
2026-03-12T20:03:00Z,33.48,67.46
2026-03-12T20:04:00Z,40.13,61.33
2026-03-12T20:05:00Z,48.53,57.24
2026-03-12T20:06:00Z,48.55,53.80
2026-03-12T20:07:00Z,52.08,54.40
2026-03-12T20:08:00Z,53.61,49.14
2026-03-12T20:09:00Z,38.60,59.25
2026-03-12T20:10:00Z,38.00,63.00
2026-03-12T20:11:00Z,37.49,65.78
2026-03-12T20:12:00Z,42.78,60.00
2026-03-12T20:13:00Z,46.96,54.44
2026-03-12T20:14:00Z,47.10,55.67
2026-03-12T20:15:00Z,46.58,56.51
2026-03-12T20:16:00Z,50.65,54.76
2026-03-12T20:17:00Z,46.98,51.14
2026-03-12T20:18:00Z,49.72,40.34
2026-03-12T20:19:00Z,44.35,57.25
2026-03-12T20:20:00Z,40.46,59.97
2026-03-12T20:21:00Z,39.28,61.01
2026-03-12T20:22:00Z,36.13,67.15
2026-03-12T20:23:00Z,32.00,63.57
2026-03-12T20:24:00Z,46.00,58.13
2026-03-12T20:25:00Z,46.35,55.70
2026-03-12T20:26:00Z,45.11,57.80
2026-03-12T20:27:00Z,43.38,58.42
2026-03-12T20:28:00Z,39.71,62.99
2026-03-12T20:29:00Z,38.80,62.00
2026-03-12T20:30:00Z,41.07,67.38
2026-03-12T20:31:00Z,43.53,56.95
2026-03-12T20:32:00Z,47.73,53.18
2026-03-12T20:33:00Z,46.52,53.64
2026-03-12T20:34:00Z,44.68,56.76
2026-03-12T20:35:00Z,41.86,59.41
2026-03-12T20:36:00Z,39.96,60.86
2026-03-12T20:37:00Z,39.62,61.50
2026-03-12T20:38:00Z,33.93,68.33
2026-03-12T20:39:00Z,27.66,68.71
2026-03-12T20:40:00Z,25.73,76.63
2026-03-12T20:41:00Z,35.00,66.40
2026-03-12T20:42:00Z,41.12,60.06
2026-03-12T20:43:00Z,39.62,62.84
2026-03-12T20:44:00Z,36.78,62.89
2026-03-12T20:45:00Z,43.26,58.48
2026-03-12T20:46:00Z,45.65,56.65
2026-03-12T20:47:00Z,42.07,61.94
2026-03-12T20:48:00Z,38.29,66.95
2026-03-12T20:49:00Z,27.26,71.75
2026-03-12T20:50:00Z,38.40,63.38
2026-03-12T20:51:00Z,45.50,55.87
2026-03-12T20:52:00Z,51.33,45.52
2026-03-12T20:53:00Z,65.12,31.60
2026-03-12T20:54:00Z,71.70,27.44
2026-03-12T20:55:00Z,51.76,49.04
2026-03-12T20:56:00Z,60.84,49.90
2026-03-12T20:57:00Z,46.06,53.47
2026-03-12T20:58:00Z,77.62,23.57
2026-03-12T20:59:00Z,97.38,4.74
2026-03-12T21:00:00Z,99.00,4.74
2026-03-12T21:01:00Z,99.00,4.74
2026-03-12T21:02:00Z,99.00,4.74
2026-03-12T21:03:00Z,99.00,4.74
