# event_ticker=KXATPMATCH-26APR03DROMER
# final_score=4-6 7-6(7) 3-1 RET
# match_winner=Daniel Merida
# fav_player=Daniel Merida
# dog_player=Titouan Droguet
# kalshi_date=2026-04-03
timestamp,Daniel Merida,Titouan Droguet
2026-04-03T16:35:00Z,23.49,77.00
2026-04-03T16:36:00Z,23.23,77.36
2026-04-03T16:37:00Z,23.48,76.31
2026-04-03T16:38:00Z,21.64,80.67
2026-04-03T16:39:00Z,18.00,82.13
2026-04-03T16:40:00Z,18.01,82.00
2026-04-03T16:41:00Z,17.99,82.74
2026-04-03T16:42:00Z,16.70,84.32
2026-04-03T16:43:00Z,19.81,84.07
2026-04-03T16:44:00Z,21.71,79.00
2026-04-03T16:45:00Z,20.05,80.73
2026-04-03T16:46:00Z,20.70,79.07
2026-04-03T16:47:00Z,20.26,78.44
2026-04-03T16:48:00Z,20.69,80.04
2026-04-03T16:49:00Z,20.65,80.91
2026-04-03T16:50:00Z,15.58,85.40
2026-04-03T16:51:00Z,16.36,83.94
2026-04-03T16:52:00Z,16.22,84.88
2026-04-03T16:53:00Z,17.51,81.60
2026-04-03T16:54:00Z,16.05,87.12
2026-04-03T16:55:00Z,19.10,80.06
2026-04-03T16:56:00Z,21.97,79.00
2026-04-03T16:57:00Z,22.26,78.73
2026-04-03T16:58:00Z,19.03,81.19
2026-04-03T16:59:00Z,17.28,82.36
2026-04-03T17:00:00Z,15.59,85.08
2026-04-03T17:01:00Z,12.67,86.17
2026-04-03T17:02:00Z,9.64,90.68
2026-04-03T17:03:00Z,15.61,85.70
2026-04-03T17:04:00Z,17.17,81.46
2026-04-03T17:05:00Z,21.00,80.00
2026-04-03T17:06:00Z,20.88,80.00
2026-04-03T17:07:00Z,19.36,81.92
2026-04-03T17:08:00Z,18.02,83.59
2026-04-03T17:09:00Z,15.77,85.45
2026-04-03T17:10:00Z,11.71,88.10
2026-04-03T17:11:00Z,13.72,87.32
2026-04-03T17:12:00Z,12.26,90.46
2026-04-03T17:13:00Z,11.66,88.49
2026-04-03T17:14:00Z,12.56,85.46
2026-04-03T17:15:00Z,19.89,81.99
2026-04-03T17:16:00Z,21.41,80.16
2026-04-03T17:17:00Z,23.01,79.47
2026-04-03T17:18:00Z,29.54,67.90
2026-04-03T17:19:00Z,27.82,71.13
2026-04-03T17:20:00Z,20.03,80.33
2026-04-03T17:21:00Z,17.98,83.04
2026-04-03T17:22:00Z,20.62,80.52
2026-04-03T17:23:00Z,22.90,78.90
2026-04-03T17:24:00Z,24.14,77.00
2026-04-03T17:25:00Z,23.57,75.68
2026-04-03T17:26:00Z,18.84,79.66
2026-04-03T17:27:00Z,18.25,81.99
2026-04-03T17:28:00Z,18.76,82.03
2026-04-03T17:29:00Z,16.81,83.29
2026-04-03T17:30:00Z,22.27,79.75
2026-04-03T17:31:00Z,24.40,75.44
2026-04-03T17:32:00Z,24.93,76.00
2026-04-03T17:33:00Z,23.71,78.03
2026-04-03T17:34:00Z,18.99,81.95
2026-04-03T17:35:00Z,21.63,78.43
2026-04-03T17:36:00Z,24.75,77.29
2026-04-03T17:37:00Z,31.96,70.15
2026-04-03T17:38:00Z,33.32,68.01
2026-04-03T17:39:00Z,26.49,72.49
2026-04-03T17:40:00Z,11.64,89.81
2026-04-03T17:41:00Z,6.08,94.98
2026-04-03T17:42:00Z,8.43,93.85
2026-04-03T17:43:00Z,15.12,89.56
2026-04-03T17:44:00Z,8.14,91.25
2026-04-03T17:45:00Z,23.27,84.11
2026-04-03T17:46:00Z,34.04,67.06
2026-04-03T17:47:00Z,39.38,59.67
2026-04-03T17:48:00Z,39.54,59.83
2026-04-03T17:49:00Z,39.41,60.00
2026-04-03T17:50:00Z,39.08,59.54
2026-04-03T17:51:00Z,40.15,59.38
2026-04-03T17:52:00Z,50.58,50.12
2026-04-03T17:53:00Z,56.96,45.72
2026-04-03T17:54:00Z,67.82,32.74
2026-04-03T17:55:00Z,73.69,22.02
2026-04-03T17:56:00Z,75.86,23.96
2026-04-03T17:57:00Z,82.55,17.37
2026-04-03T17:58:00Z,80.88,19.25
2026-04-03T17:59:00Z,84.34,16.54
2026-04-03T18:00:00Z,88.24,13.29
2026-04-03T18:01:00Z,84.24,15.48
2026-04-03T18:02:00Z,79.00,20.29
2026-04-03T18:03:00Z,78.01,22.51
2026-04-03T18:04:00Z,76.66,27.24
2026-04-03T18:05:00Z,73.40,25.34
2026-04-03T18:06:00Z,77.81,23.13
2026-04-03T18:07:00Z,87.51,13.63
2026-04-03T18:08:00Z,93.89,7.48
2026-04-03T18:09:00Z,98.64,1.14
2026-04-03T18:10:00Z,99.00,1.00
2026-04-03T18:11:00Z,99.00,1.00
2026-04-03T18:12:00Z,99.00,1.00
