# event_ticker=KXATPCHALLENGERMATCH-26MAR08CADMON
# final_score=3-6 6-3 6-2
# score_resolution=6-3 3-6 2-6
# match_winner=Thiago Monteiro
# fav_player=Gianluca Cadenasso
# dog_player=Thiago Monteiro
# kalshi_date=2026-03-08
timestamp,Gianluca Cadenasso,Thiago Monteiro
2026-03-10T18:23:00Z,37.00,65.00
2026-03-10T18:24:00Z,37.00,60.71
2026-03-10T18:25:00Z,40.00,60.83
2026-03-10T18:26:00Z,40.00,58.00
2026-03-10T18:27:00Z,40.00,57.63
2026-03-10T18:28:00Z,45.94,55.08
2026-03-10T18:29:00Z,47.53,55.57
2026-03-10T18:30:00Z,49.85,55.20
2026-03-10T18:31:00Z,43.48,56.71
2026-03-10T18:32:00Z,47.24,56.00
2026-03-10T18:33:00Z,44.00,56.00
2026-03-10T18:34:00Z,45.77,56.74
2026-03-10T18:35:00Z,43.00,57.00
2026-03-10T18:36:00Z,47.00,53.91
2026-03-10T18:37:00Z,48.00,53.00
2026-03-10T18:38:00Z,44.60,53.00
2026-03-10T18:39:00Z,44.60,50.78
2026-03-10T18:40:00Z,44.60,55.76
2026-03-10T18:41:00Z,44.60,55.00
2026-03-10T18:42:00Z,51.00,50.66
2026-03-10T18:43:00Z,56.17,45.26
2026-03-10T18:44:00Z,56.17,43.74
2026-03-10T18:45:00Z,67.63,32.91
2026-03-10T18:46:00Z,72.00,27.50
2026-03-10T18:47:00Z,73.00,28.00
2026-03-10T18:48:00Z,73.00,29.00
2026-03-10T18:49:00Z,73.00,29.89
2026-03-10T18:50:00Z,73.00,30.51
2026-03-10T18:51:00Z,73.00,32.42
2026-03-10T18:52:00Z,73.69,28.00
2026-03-10T18:53:00Z,75.00,28.00
2026-03-10T18:54:00Z,75.00,25.00
2026-03-10T18:55:00Z,75.36,25.00
2026-03-10T18:56:00Z,75.98,25.00
2026-03-10T18:57:00Z,76.00,25.00
2026-03-10T18:58:00Z,78.07,27.44
2026-03-10T18:59:00Z,81.65,19.98
2026-03-10T19:00:00Z,78.46,22.62
2026-03-10T19:01:00Z,80.56,21.82
2026-03-10T19:02:00Z,76.00,27.33
2026-03-10T19:03:00Z,72.21,29.53
2026-03-10T19:04:00Z,69.74,31.76
2026-03-10T19:05:00Z,67.81,34.39
2026-03-10T19:06:00Z,66.00,35.41
2026-03-10T19:07:00Z,57.00,42.74
2026-03-10T19:08:00Z,52.93,45.15
2026-03-10T19:09:00Z,54.00,47.84
2026-03-10T19:10:00Z,52.35,48.47
2026-03-10T19:11:00Z,50.61,48.99
2026-03-10T19:12:00Z,54.81,48.13
2026-03-10T19:13:00Z,55.00,45.10
2026-03-10T19:14:00Z,55.00,46.43
2026-03-10T19:15:00Z,55.00,48.00
2026-03-10T19:16:00Z,55.00,46.28
2026-03-10T19:17:00Z,62.40,41.00
2026-03-10T19:18:00Z,57.00,45.99
2026-03-10T19:19:00Z,59.48,43.07
2026-03-10T19:20:00Z,57.00,42.83
2026-03-10T19:21:00Z,57.31,44.75
2026-03-10T19:22:00Z,55.30,46.59
2026-03-10T19:23:00Z,54.01,46.15
2026-03-10T19:24:00Z,53.40,47.88
2026-03-10T19:25:00Z,56.00,45.69
2026-03-10T19:26:00Z,57.91,43.90
2026-03-10T19:27:00Z,60.47,41.00
2026-03-10T19:28:00Z,55.34,46.84
2026-03-10T19:29:00Z,50.96,50.40
2026-03-10T19:30:00Z,51.51,50.50
2026-03-10T19:31:00Z,54.97,48.00
2026-03-10T19:32:00Z,54.61,48.40
2026-03-10T19:33:00Z,54.68,48.60
2026-03-10T19:34:00Z,55.82,49.02
2026-03-10T19:35:00Z,57.08,42.53
2026-03-10T19:36:00Z,63.48,37.00
2026-03-10T19:37:00Z,62.49,39.95
2026-03-10T19:38:00Z,55.54,46.31
2026-03-10T19:39:00Z,54.75,47.30
2026-03-10T19:40:00Z,54.02,47.76
2026-03-10T19:41:00Z,53.68,49.00
2026-03-10T19:42:00Z,50.69,49.11
2026-03-10T19:43:00Z,50.69,59.08
2026-03-10T19:44:00Z,27.79,74.55
2026-03-10T19:45:00Z,23.05,77.02
2026-03-10T19:46:00Z,22.00,80.93
2026-03-10T19:47:00Z,18.80,82.62
2026-03-10T19:48:00Z,19.14,84.07
2026-03-10T19:49:00Z,21.14,80.08
2026-03-10T19:50:00Z,23.00,74.41
2026-03-10T19:51:00Z,31.78,69.27
2026-03-10T19:52:00Z,26.06,79.95
2026-03-10T19:53:00Z,38.10,73.69
2026-03-10T19:54:00Z,38.90,61.44
2026-03-10T19:55:00Z,47.75,48.93
2026-03-10T19:56:00Z,48.94,52.98
2026-03-10T19:57:00Z,54.56,48.25
2026-03-10T19:58:00Z,54.48,48.06
2026-03-10T19:59:00Z,46.19,54.40
2026-03-10T20:00:00Z,29.95,65.22
2026-03-10T20:01:00Z,22.75,77.71
2026-03-10T20:02:00Z,21.39,75.59
2026-03-10T20:03:00Z,19.98,82.57
2026-03-10T20:04:00Z,15.24,85.56
2026-03-10T20:05:00Z,15.20,86.57
2026-03-10T20:06:00Z,14.41,86.73
2026-03-10T20:07:00Z,17.94,84.28
2026-03-10T20:08:00Z,16.61,87.62
2026-03-10T20:09:00Z,11.92,91.17
2026-03-10T20:10:00Z,3.03,97.98
2026-03-10T20:11:00Z,2.49,97.74
2026-03-10T20:12:00Z,2.71,94.35
2026-03-10T20:13:00Z,5.27,96.10
2026-03-10T20:14:00Z,6.05,96.20
2026-03-10T20:15:00Z,4.64,97.92
2026-03-10T20:16:00Z,1.03,99.00
2026-03-10T20:17:00Z,1.03,99.00
2026-03-10T20:18:00Z,1.03,99.00
2026-03-10T20:19:00Z,1.03,99.00
2026-03-10T20:20:00Z,1.03,99.00
2026-03-10T20:21:00Z,1.03,99.00
2026-03-10T20:22:00Z,1.03,99.00
