# event_ticker=KXATPCHALLENGERMATCH-26APR21OSTPIE
# final_score=6-4 5-7 7-6(6)
# score_resolution=6-4 5-7 7-6
# match_winner=Daniil Ostapenkov
# fav_player=Daniil Ostapenkov
# dog_player=Samuele Pieri
# kalshi_date=2026-04-21
timestamp,Daniil Ostapenkov,Samuele Pieri
2026-04-21T05:34:00Z,43.61,58.88
2026-04-21T05:35:00Z,45.23,57.00
2026-04-21T05:36:00Z,48.66,54.27
2026-04-21T05:37:00Z,47.69,52.99
2026-04-21T05:38:00Z,52.53,53.13
2026-04-21T05:39:00Z,46.52,53.61
2026-04-21T05:40:00Z,57.18,36.86
2026-04-21T05:41:00Z,57.18,41.00
2026-04-21T05:42:00Z,62.00,38.64
2026-04-21T05:43:00Z,64.82,36.09
2026-04-21T05:44:00Z,64.49,37.34
2026-04-21T05:45:00Z,64.77,37.91
2026-04-21T05:46:00Z,62.96,37.91
2026-04-21T05:47:00Z,61.68,40.00
2026-04-21T05:48:00Z,57.54,45.90
2026-04-21T05:49:00Z,55.00,52.06
2026-04-21T05:50:00Z,45.01,56.74
2026-04-21T05:51:00Z,36.34,64.92
2026-04-21T05:52:00Z,42.67,60.35
2026-04-21T05:53:00Z,48.98,55.02
2026-04-21T05:54:00Z,53.01,55.27
2026-04-21T05:55:00Z,64.28,37.55
2026-04-21T05:56:00Z,60.53,42.88
2026-04-21T05:57:00Z,57.56,43.98
2026-04-21T05:58:00Z,65.65,38.03
2026-04-21T05:59:00Z,63.65,36.01
2026-04-21T06:00:00Z,64.23,40.34
2026-04-21T06:01:00Z,55.27,44.58
2026-04-21T06:02:00Z,63.52,36.52
2026-04-21T06:03:00Z,66.06,35.06
2026-04-21T06:04:00Z,66.02,35.82
2026-04-21T06:05:00Z,67.91,35.80
2026-04-21T06:06:00Z,67.00,35.54
2026-04-21T06:07:00Z,67.76,35.75
2026-04-21T06:08:00Z,69.90,31.55
2026-04-21T06:09:00Z,71.73,29.13
2026-04-21T06:10:00Z,83.97,21.71
2026-04-21T06:11:00Z,82.82,18.06
2026-04-21T06:12:00Z,76.79,19.21
2026-04-21T06:13:00Z,84.13,19.16
2026-04-21T06:14:00Z,86.68,11.25
2026-04-21T06:15:00Z,82.99,15.38
2026-04-21T06:16:00Z,84.70,16.40
2026-04-21T06:17:00Z,79.04,22.59
2026-04-21T06:18:00Z,80.14,20.29
2026-04-21T06:19:00Z,84.14,18.54
2026-04-21T06:20:00Z,83.29,16.07
2026-04-21T06:21:00Z,86.29,13.77
2026-04-21T06:22:00Z,88.65,11.72
2026-04-21T06:23:00Z,91.86,6.99
2026-04-21T06:24:00Z,94.75,4.09
2026-04-21T06:25:00Z,94.75,4.62
2026-04-21T06:26:00Z,92.35,7.98
2026-04-21T06:27:00Z,89.08,11.01
2026-04-21T06:28:00Z,82.89,15.34
2026-04-21T06:29:00Z,83.80,17.00
2026-04-21T06:30:00Z,84.84,17.68
2026-04-21T06:31:00Z,84.09,17.85
2026-04-21T06:32:00Z,86.40,14.25
2026-04-21T06:33:00Z,85.91,15.75
2026-04-21T06:34:00Z,84.05,15.90
2026-04-21T06:35:00Z,79.19,21.81
2026-04-21T06:36:00Z,78.54,22.77
2026-04-21T06:37:00Z,87.26,11.41
2026-04-21T06:38:00Z,81.20,18.56
2026-04-21T06:39:00Z,70.99,29.05
2026-04-21T06:40:00Z,67.71,32.89
2026-04-21T06:41:00Z,73.99,28.28
2026-04-21T06:42:00Z,63.76,32.07
2026-04-21T06:43:00Z,82.09,19.07
2026-04-21T06:44:00Z,77.22,24.63
2026-04-21T06:45:00Z,67.31,35.26
2026-04-21T06:46:00Z,69.80,31.96
2026-04-21T06:47:00Z,65.35,33.43
2026-04-21T06:48:00Z,63.00,36.60
2026-04-21T06:49:00Z,64.00,31.14
2026-04-21T06:50:00Z,67.69,33.17
2026-04-21T06:51:00Z,61.22,36.77
2026-04-21T06:52:00Z,67.43,33.75
2026-04-21T06:53:00Z,67.82,34.23
2026-04-21T06:54:00Z,62.47,38.99
2026-04-21T06:55:00Z,61.00,38.85
2026-04-21T06:56:00Z,61.93,34.50
2026-04-21T06:57:00Z,62.53,39.06
2026-04-21T06:58:00Z,60.96,45.36
2026-04-21T06:59:00Z,60.37,40.64
2026-04-21T07:00:00Z,55.94,46.60
2026-04-21T07:01:00Z,60.42,40.78
2026-04-21T07:02:00Z,62.71,40.00
2026-04-21T07:03:00Z,64.79,35.77
2026-04-21T07:04:00Z,61.99,38.91
2026-04-21T07:05:00Z,58.00,39.20
2026-04-21T07:06:00Z,57.05,41.00
2026-04-21T07:07:00Z,54.95,48.16
2026-04-21T07:08:00Z,49.41,50.74
2026-04-21T07:09:00Z,36.94,58.99
2026-04-21T07:10:00Z,34.63,61.90
2026-04-21T07:11:00Z,36.34,60.67
2026-04-21T07:12:00Z,35.40,64.62
2026-04-21T07:13:00Z,36.00,62.89
2026-04-21T07:14:00Z,37.49,61.93
2026-04-21T07:15:00Z,38.00,64.91
2026-04-21T07:16:00Z,38.00,59.47
2026-04-21T07:17:00Z,37.24,59.43
2026-04-21T07:18:00Z,28.24,66.89
2026-04-21T07:19:00Z,27.14,69.84
2026-04-21T07:20:00Z,28.56,67.59
2026-04-21T07:21:00Z,32.04,64.01
2026-04-21T07:22:00Z,33.31,64.88
2026-04-21T07:23:00Z,32.08,70.23
2026-04-21T07:24:00Z,23.34,77.92
2026-04-21T07:25:00Z,15.93,82.90
2026-04-21T07:26:00Z,12.12,84.99
2026-04-21T07:27:00Z,14.49,86.23
2026-04-21T07:28:00Z,10.30,87.56
2026-04-21T07:29:00Z,8.04,91.23
2026-04-21T07:30:00Z,7.74,90.04
2026-04-21T07:31:00Z,9.01,90.58
2026-04-21T07:32:00Z,8.76,89.47
2026-04-21T07:33:00Z,8.95,91.72
2026-04-21T07:34:00Z,11.23,90.68
2026-04-21T07:35:00Z,9.66,91.16
2026-04-21T07:36:00Z,10.53,91.49
2026-04-21T07:37:00Z,17.23,86.67
2026-04-21T07:38:00Z,30.90,65.98
2026-04-21T07:39:00Z,30.91,66.96
2026-04-21T07:40:00Z,35.76,65.02
2026-04-21T07:41:00Z,40.16,54.43
2026-04-21T07:42:00Z,42.09,58.12
2026-04-21T07:43:00Z,34.24,66.56
2026-04-21T07:44:00Z,34.94,68.23
2026-04-21T07:45:00Z,34.33,64.89
2026-04-21T07:46:00Z,30.70,73.95
2026-04-21T07:47:00Z,31.58,68.32
2026-04-21T07:48:00Z,34.88,67.05
2026-04-21T07:49:00Z,40.65,53.63
2026-04-21T07:50:00Z,42.50,55.63
2026-04-21T07:51:00Z,37.40,62.30
2026-04-21T07:52:00Z,49.89,52.48
2026-04-21T07:53:00Z,60.92,37.91
2026-04-21T07:54:00Z,50.28,50.40
2026-04-21T07:55:00Z,44.65,55.09
2026-04-21T07:56:00Z,43.43,53.33
2026-04-21T07:57:00Z,35.50,65.14
2026-04-21T07:58:00Z,35.49,66.50
2026-04-21T07:59:00Z,28.01,71.42
2026-04-21T08:00:00Z,27.35,72.85
2026-04-21T08:01:00Z,32.47,71.72
2026-04-21T08:02:00Z,43.78,61.07
2026-04-21T08:03:00Z,47.80,52.97
2026-04-21T08:04:00Z,40.10,62.36
2026-04-21T08:05:00Z,38.51,62.48
2026-04-21T08:06:00Z,36.19,64.70
2026-04-21T08:07:00Z,35.94,65.57
2026-04-21T08:08:00Z,42.73,62.01
2026-04-21T08:09:00Z,49.25,52.61
2026-04-21T08:10:00Z,48.99,52.19
2026-04-21T08:11:00Z,48.74,54.70
2026-04-21T08:12:00Z,42.38,59.29
2026-04-21T08:13:00Z,45.38,54.62
2026-04-21T08:14:00Z,67.67,33.00
2026-04-21T08:15:00Z,75.28,25.79
2026-04-21T08:16:00Z,80.32,20.23
2026-04-21T08:17:00Z,71.89,26.90
2026-04-21T08:18:00Z,77.96,20.97
2026-04-21T08:19:00Z,59.83,43.38
2026-04-21T08:20:00Z,73.34,28.09
2026-04-21T08:21:00Z,57.14,39.10
2026-04-21T08:22:00Z,51.90,46.14
2026-04-21T08:23:00Z,69.76,20.43
2026-04-21T08:24:00Z,94.03,13.31
2026-04-21T08:25:00Z,99.00,1.00
2026-04-21T08:26:00Z,99.00,1.00
2026-04-21T08:27:00Z,99.00,1.00
2026-04-21T08:28:00Z,99.00,1.00
2026-04-21T08:29:00Z,99.00,1.00
2026-04-21T08:30:00Z,99.00,1.00
2026-04-21T08:31:00Z,99.00,1.00
2026-04-21T08:32:00Z,99.00,1.00
2026-04-21T08:33:00Z,99.00,1.00
