# event_ticker=KXATPCHALLENGERMATCH-26MAR17GAKNEG
# final_score=6-1 6-2
# score_resolution=1-6 2-6
# match_winner=Christoph Negritu
# fav_player=Ivan Gakhov
# dog_player=Christoph Negritu
# kalshi_date=2026-03-17
timestamp,Ivan Gakhov,Christoph Negritu
2026-03-17T15:58:00Z,39.00,66.63
2026-03-17T15:59:00Z,39.60,68.00
2026-03-17T16:00:00Z,38.13,63.10
2026-03-17T16:01:00Z,39.96,61.40
2026-03-17T16:02:00Z,36.04,63.88
2026-03-17T16:03:00Z,32.28,72.97
2026-03-17T16:04:00Z,32.28,73.43
2026-03-17T16:05:00Z,32.28,69.58
2026-03-17T16:06:00Z,35.66,69.58
2026-03-17T16:07:00Z,32.06,69.58
2026-03-17T16:08:00Z,30.05,72.99
2026-03-17T16:09:00Z,29.00,74.00
2026-03-17T16:10:00Z,28.50,71.75
2026-03-17T16:11:00Z,27.90,74.38
2026-03-17T16:12:00Z,27.48,74.58
2026-03-17T16:13:00Z,24.47,75.00
2026-03-17T16:14:00Z,23.17,77.78
2026-03-17T16:15:00Z,22.97,77.10
2026-03-17T16:16:00Z,22.08,77.14
2026-03-17T16:17:00Z,22.38,78.08
2026-03-17T16:18:00Z,22.52,78.55
2026-03-17T16:19:00Z,21.99,79.85
2026-03-17T16:20:00Z,12.21,85.35
2026-03-17T16:21:00Z,10.89,88.80
2026-03-17T16:22:00Z,8.64,93.51
2026-03-17T16:23:00Z,6.09,93.05
2026-03-17T16:24:00Z,5.87,94.04
2026-03-17T16:25:00Z,5.01,94.70
2026-03-17T16:26:00Z,5.83,94.25
2026-03-17T16:27:00Z,4.10,95.69
2026-03-17T16:28:00Z,5.92,95.81
2026-03-17T16:29:00Z,6.00,95.78
2026-03-17T16:30:00Z,4.46,96.00
2026-03-17T16:31:00Z,8.00,94.99
2026-03-17T16:32:00Z,7.00,95.22
2026-03-17T16:33:00Z,10.02,92.30
2026-03-17T16:34:00Z,9.40,91.08
2026-03-17T16:35:00Z,7.00,93.59
2026-03-17T16:36:00Z,6.81,93.77
2026-03-17T16:37:00Z,13.06,88.77
2026-03-17T16:38:00Z,10.00,90.19
2026-03-17T16:39:00Z,10.00,87.96
2026-03-17T16:40:00Z,11.00,89.15
2026-03-17T16:41:00Z,13.96,88.11
2026-03-17T16:42:00Z,10.75,90.23
2026-03-17T16:43:00Z,6.00,91.65
2026-03-17T16:44:00Z,5.00,95.87
2026-03-17T16:45:00Z,5.00,95.31
2026-03-17T16:46:00Z,7.48,94.70
2026-03-17T16:47:00Z,8.00,94.36
2026-03-17T16:48:00Z,8.00,95.10
2026-03-17T16:49:00Z,2.98,96.81
2026-03-17T16:50:00Z,3.66,96.74
2026-03-17T16:51:00Z,3.00,97.23
2026-03-17T16:52:00Z,3.05,98.39
2026-03-17T16:53:00Z,1.00,99.00
2026-03-17T16:54:00Z,1.00,99.00
2026-03-17T16:55:00Z,1.00,99.00
2026-03-17T16:58:00Z,1.00,99.00
2026-03-17T16:59:00Z,1.00,99.00
2026-03-17T17:00:00Z,1.00,99.00
2026-03-17T17:01:00Z,1.00,99.00
2026-03-17T17:02:00Z,1.00,99.00
