# event_ticker=KXATPCHALLENGERMATCH-26MAR12HURBEL
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Mattia Bellucci
# fav_player=Hubert Hurkacz
# dog_player=Mattia Bellucci
# kalshi_date=2026-03-12
timestamp,Hubert Hurkacz,Mattia Bellucci
2026-03-12T20:34:00Z,64.03,36.54
2026-03-12T20:38:00Z,65.00,36.54
2026-03-12T20:43:00Z,65.00,36.54
2026-03-12T20:53:00Z,65.00,36.54
2026-03-12T20:57:00Z,65.00,36.54
2026-03-12T21:00:00Z,65.00,36.54
2026-03-12T21:01:00Z,65.00,38.00
2026-03-12T21:03:00Z,65.00,38.00
2026-03-12T21:15:00Z,65.00,38.00
2026-03-12T21:16:00Z,65.00,38.00
2026-03-12T21:19:00Z,64.00,38.00
2026-03-12T21:21:00Z,64.00,37.00
2026-03-12T21:23:00Z,65.00,37.00
2026-03-12T21:25:00Z,65.00,37.00
2026-03-12T21:27:00Z,65.00,37.00
2026-03-12T21:33:00Z,65.00,37.00
2026-03-12T21:34:00Z,65.00,37.00
2026-03-12T21:36:00Z,65.00,37.00
2026-03-12T21:37:00Z,65.00,37.00
2026-03-12T21:40:00Z,64.00,37.04
2026-03-12T21:41:00Z,65.00,37.04
2026-03-12T21:42:00Z,65.00,37.04
2026-03-12T21:43:00Z,65.00,37.04
2026-03-12T21:44:00Z,65.00,35.00
2026-03-12T21:45:00Z,65.00,35.00
2026-03-12T21:46:00Z,65.00,37.48
2026-03-12T21:47:00Z,64.00,37.29
2026-03-12T21:48:00Z,65.00,37.29
2026-03-12T21:49:00Z,64.08,36.00
2026-03-12T21:50:00Z,66.88,35.00
2026-03-12T21:51:00Z,66.00,36.15
2026-03-12T21:52:00Z,65.71,34.00
2026-03-12T21:53:00Z,66.00,35.00
2026-03-12T21:54:00Z,64.38,36.32
2026-03-12T21:55:00Z,64.82,36.00
2026-03-12T21:56:00Z,61.28,39.15
2026-03-12T21:57:00Z,54.36,51.85
2026-03-12T21:58:00Z,42.44,57.76
2026-03-12T21:59:00Z,44.66,57.76
2026-03-12T22:00:00Z,49.91,50.00
2026-03-12T22:01:00Z,49.85,51.12
2026-03-12T22:02:00Z,58.17,45.67
2026-03-12T22:03:00Z,60.87,39.90
2026-03-12T22:04:00Z,57.88,43.60
2026-03-12T22:05:00Z,51.11,49.89
2026-03-12T22:06:00Z,52.53,49.43
2026-03-12T22:07:00Z,44.00,57.97
2026-03-12T22:08:00Z,42.00,58.00
2026-03-12T22:09:00Z,42.00,61.97
2026-03-12T22:10:00Z,37.06,61.15
2026-03-12T22:11:00Z,34.13,68.00
2026-03-12T22:12:00Z,28.46,70.43
2026-03-12T22:13:00Z,27.00,73.98
2026-03-12T22:14:00Z,27.33,74.00
2026-03-12T22:15:00Z,26.40,74.00
2026-03-12T22:16:00Z,28.48,73.00
2026-03-12T22:17:00Z,26.95,74.00
2026-03-12T22:18:00Z,27.00,74.27
2026-03-12T22:19:00Z,25.78,76.61
2026-03-12T22:20:00Z,18.34,85.53
2026-03-12T22:21:00Z,15.93,86.05
2026-03-12T22:22:00Z,21.64,79.76
2026-03-12T22:23:00Z,26.29,74.00
2026-03-12T22:24:00Z,25.71,74.68
2026-03-12T22:25:00Z,28.47,74.75
2026-03-12T22:26:00Z,28.19,72.77
2026-03-12T22:27:00Z,25.76,75.55
2026-03-12T22:28:00Z,26.55,74.89
2026-03-12T22:29:00Z,28.74,75.00
2026-03-12T22:30:00Z,25.64,78.85
2026-03-12T22:31:00Z,22.54,82.33
2026-03-12T22:32:00Z,13.08,84.79
2026-03-12T22:33:00Z,10.56,91.00
2026-03-12T22:34:00Z,11.39,90.63
2026-03-12T22:35:00Z,11.00,88.24
2026-03-12T22:36:00Z,12.91,88.28
2026-03-12T22:37:00Z,9.54,90.00
2026-03-12T22:38:00Z,8.53,92.02
2026-03-12T22:39:00Z,7.66,92.00
2026-03-12T22:40:00Z,9.49,91.42
2026-03-12T22:41:00Z,7.99,92.01
2026-03-12T22:42:00Z,8.36,92.00
2026-03-12T22:43:00Z,8.37,92.00
2026-03-12T22:44:00Z,13.21,88.73
2026-03-12T22:45:00Z,18.44,83.94
2026-03-12T22:46:00Z,24.22,75.05
2026-03-12T22:47:00Z,32.65,71.82
2026-03-12T22:48:00Z,34.18,64.88
2026-03-12T22:49:00Z,37.42,63.78
2026-03-12T22:50:00Z,37.04,64.56
2026-03-12T22:51:00Z,40.38,62.82
2026-03-12T22:52:00Z,43.12,58.41
2026-03-12T22:53:00Z,38.18,65.18
2026-03-12T22:54:00Z,37.28,65.54
2026-03-12T22:55:00Z,35.35,65.43
2026-03-12T22:56:00Z,31.82,67.55
2026-03-12T22:57:00Z,35.18,64.38
2026-03-12T22:58:00Z,34.07,64.44
2026-03-12T22:59:00Z,33.16,66.89
2026-03-12T23:00:00Z,32.13,66.78
2026-03-12T23:01:00Z,30.68,67.02
2026-03-12T23:02:00Z,30.60,67.21
2026-03-12T23:03:00Z,30.50,67.53
2026-03-12T23:04:00Z,30.37,65.97
2026-03-12T23:05:00Z,31.90,68.00
2026-03-12T23:06:00Z,31.58,67.56
2026-03-12T23:07:00Z,35.14,66.13
2026-03-12T23:08:00Z,32.95,68.00
2026-03-12T23:09:00Z,30.66,68.00
2026-03-12T23:10:00Z,33.12,66.47
2026-03-12T23:11:00Z,30.00,66.79
2026-03-12T23:12:00Z,31.24,66.43
2026-03-12T23:13:00Z,31.84,65.10
2026-03-12T23:14:00Z,32.56,69.29
2026-03-12T23:15:00Z,32.60,66.49
2026-03-12T23:16:00Z,30.90,64.00
2026-03-12T23:17:00Z,29.65,69.00
2026-03-12T23:18:00Z,29.56,70.00
2026-03-12T23:19:00Z,31.92,70.00
2026-03-12T23:20:00Z,30.24,70.00
2026-03-12T23:21:00Z,30.00,70.00
2026-03-12T23:22:00Z,34.00,65.00
2026-03-12T23:23:00Z,30.00,69.00
2026-03-12T23:24:00Z,30.95,69.00
2026-03-12T23:25:00Z,33.00,65.00
2026-03-12T23:26:00Z,30.49,67.02
2026-03-12T23:27:00Z,30.42,67.02
2026-03-12T23:28:00Z,32.88,66.00
2026-03-12T23:29:00Z,32.78,66.00
2026-03-12T23:30:00Z,30.00,69.00
2026-03-12T23:31:00Z,33.14,66.00
2026-03-12T23:32:00Z,30.07,66.00
2026-03-12T23:33:00Z,30.00,66.00
2026-03-12T23:34:00Z,30.00,69.00
2026-03-12T23:35:00Z,29.00,69.00
2026-03-12T23:36:00Z,32.67,66.00
2026-03-12T23:37:00Z,32.37,66.00
2026-03-12T23:38:00Z,32.55,66.00
2026-03-12T23:39:00Z,29.43,69.00
2026-03-12T23:41:00Z,34.00,69.00
2026-03-12T23:42:00Z,28.38,69.00
2026-03-12T23:43:00Z,28.32,70.00
2026-03-12T23:44:00Z,33.00,70.00
2026-03-12T23:45:00Z,32.30,70.00
2026-03-12T23:46:00Z,29.00,70.00
2026-03-12T23:47:00Z,30.00,70.00
2026-03-12T23:48:00Z,33.00,65.39
2026-03-12T23:49:00Z,27.09,65.39
2026-03-12T23:50:00Z,29.72,70.40
2026-03-12T23:51:00Z,30.10,72.94
2026-03-12T23:52:00Z,29.63,74.56
2026-03-12T23:53:00Z,32.89,69.99
2026-03-12T23:54:00Z,26.76,79.57
2026-03-12T23:55:00Z,21.33,78.57
2026-03-12T23:56:00Z,5.44,94.57
2026-03-12T23:57:00Z,5.60,95.38
2026-03-12T23:58:00Z,2.90,98.08
2026-03-12T23:59:00Z,1.29,98.52
2026-03-13T00:00:00Z,2.70,98.42
2026-03-13T00:01:00Z,2.70,99.00
2026-03-13T00:02:00Z,2.70,99.00
2026-03-13T00:03:00Z,2.70,99.00
2026-03-13T00:04:00Z,2.70,99.00
2026-03-13T00:05:00Z,2.70,99.00
