# event_ticker=KXATPMATCH-26APR01MOLNAV
# final_score=6-2 6-1
# score_resolution=2-6 1-6
# match_winner=Mariano Navone
# fav_player=Elmer Moller
# dog_player=Mariano Navone
# kalshi_date=2026-04-01
timestamp,Elmer Moller,Mariano Navone
2026-04-01T10:29:00Z,13.17,88.00
2026-04-01T10:30:00Z,13.05,88.00
2026-04-01T10:31:00Z,13.00,88.43
2026-04-01T10:32:00Z,12.00,88.82
2026-04-01T10:33:00Z,15.00,86.10
2026-04-01T10:34:00Z,15.09,84.83
2026-04-01T10:35:00Z,15.01,85.00
2026-04-01T10:37:00Z,12.80,89.00
2026-04-01T10:38:00Z,11.59,88.45
2026-04-01T10:39:00Z,10.00,88.45
2026-04-01T10:40:00Z,12.00,91.00
2026-04-01T10:41:00Z,12.00,91.00
2026-04-01T10:42:00Z,9.00,92.00
2026-04-01T10:43:00Z,9.00,92.59
2026-04-01T10:44:00Z,8.00,92.59
2026-04-01T10:45:00Z,8.00,93.00
2026-04-01T10:46:00Z,7.00,93.00
2026-04-01T10:47:00Z,7.00,91.94
2026-04-01T10:48:00Z,9.00,92.00
2026-04-01T10:49:00Z,6.87,94.58
2026-04-01T10:50:00Z,6.09,94.00
2026-04-01T10:51:00Z,6.00,94.00
2026-04-01T10:52:00Z,7.51,95.00
2026-04-01T10:53:00Z,4.60,95.00
2026-04-01T10:54:00Z,4.88,95.02
2026-04-01T10:55:00Z,3.75,95.86
2026-04-01T10:56:00Z,4.00,98.00
2026-04-01T10:57:00Z,4.24,96.01
2026-04-01T10:58:00Z,5.81,97.36
2026-04-01T10:59:00Z,5.88,96.13
2026-04-01T11:00:00Z,6.00,95.05
2026-04-01T11:01:00Z,5.05,95.05
2026-04-01T11:02:00Z,6.00,95.00
2026-04-01T11:03:00Z,6.65,95.03
2026-04-01T11:04:00Z,7.34,94.00
2026-04-01T11:05:00Z,6.91,94.99
2026-04-01T11:06:00Z,4.28,94.99
2026-04-01T11:07:00Z,4.94,95.84
2026-04-01T11:08:00Z,7.00,95.09
2026-04-01T11:09:00Z,4.76,95.00
2026-04-01T11:10:00Z,4.00,95.00
2026-04-01T11:11:00Z,4.00,98.00
2026-04-01T11:12:00Z,4.00,98.00
2026-04-01T11:13:00Z,3.00,98.00
2026-04-01T11:14:00Z,4.03,98.57
2026-04-01T11:15:00Z,3.78,97.85
2026-04-01T11:16:00Z,2.61,98.00
2026-04-01T11:17:00Z,3.00,99.00
2026-04-01T11:18:00Z,1.93,99.00
2026-04-01T11:19:00Z,1.00,98.89
2026-04-01T11:20:00Z,1.00,99.00
2026-04-01T11:21:00Z,1.00,99.00
2026-04-01T11:22:00Z,1.00,99.00
2026-04-01T11:23:00Z,1.00,99.00
2026-04-01T11:25:00Z,1.00,99.00
2026-04-01T11:27:00Z,1.00,99.00
