# event_ticker=KXATPMATCH-25OCT14DJESHE
# final_score=7-6(1) 7-6(12)
# score_resolution=7-6 7-6
# match_winner=Alexander Shevchenko
# fav_player=Alexander Shevchenko
# dog_player=Laslo Djere
# kalshi_date=2025-10-14
timestamp,Alexander Shevchenko,Laslo Djere
2025-10-14T13:58:00Z,61.00,40.00
2025-10-14T13:59:00Z,61.00,40.00
2025-10-14T14:01:00Z,61.00,40.00
2025-10-14T14:02:00Z,61.00,40.00
2025-10-14T14:03:00Z,61.00,40.00
2025-10-14T14:04:00Z,61.50,40.00
2025-10-14T14:05:00Z,62.00,40.00
2025-10-14T14:06:00Z,62.00,40.42
2025-10-14T14:07:00Z,61.94,41.00
2025-10-14T14:08:00Z,61.00,41.00
2025-10-14T14:09:00Z,60.82,41.00
2025-10-14T14:10:00Z,64.29,37.91
2025-10-14T14:11:00Z,65.88,35.00
2025-10-14T14:12:00Z,65.45,35.02
2025-10-14T14:13:00Z,63.00,37.36
2025-10-14T14:14:00Z,65.93,36.43
2025-10-14T14:15:00Z,65.91,37.43
2025-10-14T14:16:00Z,64.72,38.53
2025-10-14T14:17:00Z,65.87,38.54
2025-10-14T14:18:00Z,65.88,37.75
2025-10-14T14:19:00Z,65.49,36.00
2025-10-14T14:20:00Z,64.87,37.87
2025-10-14T14:21:00Z,66.86,35.13
2025-10-14T14:22:00Z,66.54,36.56
2025-10-14T14:23:00Z,67.62,34.88
2025-10-14T14:24:00Z,63.80,38.99
2025-10-14T14:25:00Z,63.49,37.96
2025-10-14T14:26:00Z,64.03,38.27
2025-10-14T14:27:00Z,66.85,36.06
2025-10-14T14:28:00Z,66.79,39.16
2025-10-14T14:29:00Z,65.53,36.37
2025-10-14T14:30:00Z,66.41,36.00
2025-10-14T14:31:00Z,68.03,33.72
2025-10-14T14:32:00Z,70.03,36.62
2025-10-14T14:33:00Z,65.20,34.30
2025-10-14T14:34:00Z,68.31,30.01
2025-10-14T14:35:00Z,70.30,27.01
2025-10-14T14:36:00Z,74.00,30.02
2025-10-14T14:37:00Z,74.09,27.26
2025-10-14T14:38:00Z,68.09,34.07
2025-10-14T14:39:00Z,63.58,37.95
2025-10-14T14:40:00Z,60.00,41.22
2025-10-14T14:41:00Z,65.29,37.24
2025-10-14T14:42:00Z,67.00,33.35
2025-10-14T14:43:00Z,67.72,34.00
2025-10-14T14:44:00Z,64.94,40.00
2025-10-14T14:45:00Z,62.12,38.98
2025-10-14T14:46:00Z,65.39,35.66
2025-10-14T14:47:00Z,63.62,38.28
2025-10-14T14:48:00Z,66.87,35.99
2025-10-14T14:49:00Z,67.00,36.00
2025-10-14T14:50:00Z,67.84,33.21
2025-10-14T14:51:00Z,66.94,36.36
2025-10-14T14:52:00Z,64.19,38.87
2025-10-14T14:53:00Z,56.72,42.66
2025-10-14T14:54:00Z,61.47,38.06
2025-10-14T14:55:00Z,64.22,37.09
2025-10-14T14:56:00Z,64.79,37.11
2025-10-14T14:57:00Z,64.09,36.90
2025-10-14T14:58:00Z,65.09,38.56
2025-10-14T14:59:00Z,59.60,41.30
2025-10-14T15:00:00Z,61.68,41.10
2025-10-14T15:01:00Z,74.43,33.58
2025-10-14T15:02:00Z,77.80,20.21
2025-10-14T15:03:00Z,81.06,20.29
2025-10-14T15:04:00Z,83.66,19.29
2025-10-14T15:05:00Z,83.01,17.95
2025-10-14T15:06:00Z,85.94,17.87
2025-10-14T15:07:00Z,82.44,18.19
2025-10-14T15:08:00Z,85.07,24.93
2025-10-14T15:09:00Z,84.18,26.02
2025-10-14T15:10:00Z,84.18,31.62
2025-10-14T15:11:00Z,73.23,24.93
2025-10-14T15:12:00Z,79.79,24.83
2025-10-14T15:13:00Z,79.17,26.20
2025-10-14T15:14:00Z,81.50,18.88
2025-10-14T15:15:00Z,80.00,22.58
2025-10-14T15:16:00Z,80.29,19.80
2025-10-14T15:17:00Z,85.14,17.26
2025-10-14T15:18:00Z,83.14,19.18
2025-10-14T15:19:00Z,79.01,21.47
2025-10-14T15:20:00Z,80.22,22.00
2025-10-14T15:21:00Z,81.55,20.00
2025-10-14T15:22:00Z,81.84,20.26
2025-10-14T15:23:00Z,80.20,19.17
2025-10-14T15:24:00Z,83.00,20.08
2025-10-14T15:25:00Z,82.93,17.40
2025-10-14T15:26:00Z,81.00,19.43
2025-10-14T15:27:00Z,83.28,18.73
2025-10-14T15:28:00Z,86.00,15.63
2025-10-14T15:29:00Z,91.55,7.60
2025-10-14T15:30:00Z,94.53,6.04
2025-10-14T15:31:00Z,95.05,2.76
2025-10-14T15:32:00Z,93.00,8.83
2025-10-14T15:33:00Z,91.32,12.04
2025-10-14T15:34:00Z,81.17,20.44
2025-10-14T15:35:00Z,76.06,23.95
2025-10-14T15:36:00Z,76.91,24.63
2025-10-14T15:37:00Z,76.00,24.90
2025-10-14T15:38:00Z,78.68,19.07
2025-10-14T15:39:00Z,79.81,20.78
2025-10-14T15:40:00Z,75.00,25.76
2025-10-14T15:41:00Z,79.53,22.77
2025-10-14T15:42:00Z,77.37,26.04
2025-10-14T15:43:00Z,74.29,27.24
2025-10-14T15:44:00Z,72.69,28.06
2025-10-14T15:45:00Z,74.39,26.39
2025-10-14T15:46:00Z,76.42,30.69
2025-10-14T15:47:00Z,65.24,36.22
2025-10-14T15:48:00Z,67.27,31.69
2025-10-14T15:49:00Z,72.17,26.39
2025-10-14T15:50:00Z,76.70,26.52
2025-10-14T15:51:00Z,73.41,28.18
2025-10-14T15:52:00Z,74.69,26.23
2025-10-14T15:53:00Z,75.17,30.38
2025-10-14T15:54:00Z,71.86,29.20
2025-10-14T15:55:00Z,74.05,29.66
2025-10-14T15:56:00Z,76.12,26.63
2025-10-14T15:57:00Z,75.22,25.52
2025-10-14T15:58:00Z,75.75,27.79
2025-10-14T15:59:00Z,84.65,18.72
2025-10-14T16:00:00Z,84.11,16.23
2025-10-14T16:01:00Z,79.29,24.29
2025-10-14T16:02:00Z,81.98,25.21
2025-10-14T16:03:00Z,75.37,28.95
2025-10-14T16:04:00Z,85.08,23.94
2025-10-14T16:05:00Z,80.45,20.99
2025-10-14T16:06:00Z,72.14,21.66
2025-10-14T16:07:00Z,83.53,20.29
2025-10-14T16:08:00Z,80.74,18.75
2025-10-14T16:09:00Z,76.87,31.04
2025-10-14T16:10:00Z,83.65,17.77
2025-10-14T16:11:00Z,70.05,29.83
2025-10-14T16:12:00Z,81.89,19.18
2025-10-14T16:13:00Z,85.23,9.10
2025-10-14T16:14:00Z,77.79,23.32
2025-10-14T16:15:00Z,95.07,7.61
2025-10-14T16:16:00Z,99.00,7.61
