# event_ticker=KXATPCHALLENGERMATCH-26MAY06ALVCAS
# final_score=6-7(5) 6-1 6-2
# score_resolution=6-7 6-1 6-2
# match_winner=Hernan Casanova
# fav_player=Hernan Casanova
# dog_player=Mateus Alves
# kalshi_date=2026-05-06
timestamp,Mateus Alves,Hernan Casanova
2026-05-06T15:13:00Z,60.41,39.00
2026-05-06T15:14:00Z,61.94,39.45
2026-05-06T15:15:00Z,58.68,40.86
2026-05-06T15:16:00Z,52.00,49.62
2026-05-06T15:17:00Z,49.24,51.73
2026-05-06T15:18:00Z,50.96,50.02
2026-05-06T15:19:00Z,50.96,53.79
2026-05-06T15:20:00Z,50.96,53.99
2026-05-06T15:21:00Z,50.96,53.22
2026-05-06T15:22:00Z,50.96,53.73
2026-05-06T15:23:00Z,50.96,55.00
2026-05-06T15:24:00Z,42.22,56.14
2026-05-06T15:25:00Z,42.22,52.77
2026-05-06T15:26:00Z,50.05,50.19
2026-05-06T15:27:00Z,52.79,50.99
2026-05-06T15:28:00Z,47.00,55.55
2026-05-06T15:29:00Z,45.00,56.00
2026-05-06T15:30:00Z,45.00,57.00
2026-05-06T15:31:00Z,45.00,56.64
2026-05-06T15:32:00Z,45.89,53.14
2026-05-06T15:33:00Z,45.89,56.61
2026-05-06T15:34:00Z,41.00,58.26
2026-05-06T15:35:00Z,41.00,59.00
2026-05-06T15:36:00Z,37.13,62.86
2026-05-06T15:37:00Z,34.06,64.97
2026-05-06T15:38:00Z,34.00,65.79
2026-05-06T15:39:00Z,35.14,68.40
2026-05-06T15:40:00Z,35.22,67.03
2026-05-06T15:41:00Z,33.32,67.25
2026-05-06T15:42:00Z,33.33,66.76
2026-05-06T15:43:00Z,32.00,68.00
2026-05-06T15:44:00Z,31.58,70.56
2026-05-06T15:45:00Z,26.14,68.32
2026-05-06T15:46:00Z,33.03,64.04
2026-05-06T15:47:00Z,35.30,68.11
2026-05-06T15:48:00Z,37.53,65.93
2026-05-06T15:49:00Z,34.04,65.96
2026-05-06T15:50:00Z,35.67,63.29
2026-05-06T15:51:00Z,39.00,67.44
2026-05-06T15:52:00Z,46.64,59.19
2026-05-06T15:53:00Z,61.11,35.35
2026-05-06T15:54:00Z,63.80,45.86
2026-05-06T15:55:00Z,59.87,43.38
2026-05-06T15:56:00Z,38.59,60.82
2026-05-06T15:57:00Z,33.00,72.23
2026-05-06T15:58:00Z,40.84,64.62
2026-05-06T15:59:00Z,25.74,66.91
2026-05-06T16:00:00Z,42.79,53.28
2026-05-06T16:01:00Z,37.95,69.91
2026-05-06T16:02:00Z,27.46,74.58
2026-05-06T16:03:00Z,28.90,75.92
2026-05-06T16:04:00Z,27.64,72.97
2026-05-06T16:05:00Z,30.82,67.26
2026-05-06T16:06:00Z,26.56,78.05
2026-05-06T16:07:00Z,9.06,86.43
2026-05-06T16:08:00Z,9.73,90.20
2026-05-06T16:09:00Z,14.01,85.54
2026-05-06T16:10:00Z,7.90,93.47
2026-05-06T16:11:00Z,6.93,94.02
2026-05-06T16:12:00Z,3.48,95.03
2026-05-06T16:13:00Z,2.93,98.21
2026-05-06T16:14:00Z,1.12,98.70
2026-05-06T16:15:00Z,2.05,97.77
2026-05-06T16:16:00Z,1.14,97.94
2026-05-06T16:17:00Z,1.14,99.00
2026-05-06T16:18:00Z,1.14,99.00
2026-05-06T16:19:00Z,1.14,99.00
2026-05-06T16:20:00Z,1.14,99.00
2026-05-06T16:21:00Z,1.14,99.00
2026-05-06T16:22:00Z,1.14,99.00
