# event_ticker=KXATPCHALLENGERMATCH-26MAR24MEDBAR
# final_score=6-3 4-6 7-6(2)
# score_resolution=6-3 4-6 7-6
# match_winner=Hamad Medjedovic
# fav_player=Hamad Medjedovic
# dog_player=Hynek Barton
# kalshi_date=2026-03-24
timestamp,Hamad Medjedovic,Hynek Barton
2026-03-24T19:03:00Z,59.57,37.35
2026-03-24T19:04:00Z,65.57,36.00
2026-03-24T19:05:00Z,69.00,35.00
2026-03-24T19:06:00Z,67.00,40.67
2026-03-24T19:07:00Z,65.00,38.00
2026-03-24T19:08:00Z,57.84,42.12
2026-03-24T19:09:00Z,61.79,45.19
2026-03-24T19:10:00Z,63.01,36.00
2026-03-24T19:11:00Z,62.27,37.40
2026-03-24T19:12:00Z,63.99,36.19
2026-03-24T19:13:00Z,64.48,38.49
2026-03-24T19:14:00Z,64.44,35.81
2026-03-24T19:15:00Z,67.60,34.00
2026-03-24T19:16:00Z,61.83,37.67
2026-03-24T19:17:00Z,55.09,43.78
2026-03-24T19:18:00Z,60.42,41.42
2026-03-24T19:19:00Z,61.43,43.90
2026-03-24T19:20:00Z,54.50,46.38
2026-03-24T19:21:00Z,63.09,46.38
2026-03-24T19:22:00Z,63.35,39.90
2026-03-24T19:23:00Z,64.89,39.00
2026-03-24T19:24:00Z,62.00,38.23
2026-03-24T19:25:00Z,65.93,39.00
2026-03-24T19:26:00Z,60.30,42.74
2026-03-24T19:27:00Z,55.63,43.26
2026-03-24T19:28:00Z,56.74,45.27
2026-03-24T19:29:00Z,54.82,45.27
2026-03-24T19:30:00Z,37.37,57.78
2026-03-24T19:31:00Z,49.59,52.85
2026-03-24T19:32:00Z,53.83,48.49
2026-03-24T19:33:00Z,55.63,45.49
2026-03-24T19:34:00Z,44.54,54.13
2026-03-24T19:35:00Z,49.83,52.08
2026-03-24T19:36:00Z,61.33,41.97
2026-03-24T19:37:00Z,64.40,36.86
2026-03-24T19:38:00Z,68.76,36.55
2026-03-24T19:39:00Z,66.73,35.87
2026-03-24T19:40:00Z,53.54,43.27
2026-03-24T19:41:00Z,56.60,44.46
2026-03-24T19:42:00Z,62.21,42.85
2026-03-24T19:43:00Z,64.30,36.97
2026-03-24T19:44:00Z,64.87,36.72
2026-03-24T19:45:00Z,56.65,43.78
2026-03-24T19:46:00Z,53.83,47.87
2026-03-24T19:47:00Z,70.69,30.11
2026-03-24T19:48:00Z,87.02,13.21
2026-03-24T19:49:00Z,92.41,7.57
2026-03-24T19:50:00Z,87.13,14.61
2026-03-24T19:51:00Z,90.50,16.58
2026-03-24T19:52:00Z,96.54,2.91
2026-03-24T19:53:00Z,99.00,1.00
2026-03-24T19:54:00Z,99.00,1.00
2026-03-24T19:55:00Z,99.00,1.00
2026-03-24T19:56:00Z,99.00,1.00
2026-03-24T19:57:00Z,99.00,1.00
