# event_ticker=KXATPCHALLENGERMATCH-26MAR12IANMRV
# final_score=6-4 6-7(3) 6-0
# score_resolution=4-6 7-6 0-6
# match_winner=Maxim Mrva
# fav_player=Federico Iannaccone
# dog_player=Maxim Mrva
# kalshi_date=2026-03-12
timestamp,Federico Iannaccone,Maxim Mrva
2026-03-12T09:27:00Z,13.00,86.00
2026-03-12T09:28:00Z,12.00,88.00
2026-03-12T09:29:00Z,11.00,88.00
2026-03-12T09:30:00Z,13.95,88.00
2026-03-12T09:31:00Z,11.00,89.50
2026-03-12T09:32:00Z,14.00,89.04
2026-03-12T09:33:00Z,21.73,85.13
2026-03-12T09:34:00Z,15.32,85.13
2026-03-12T09:35:00Z,20.67,85.13
2026-03-12T09:36:00Z,25.09,85.13
2026-03-12T09:37:00Z,17.00,85.13
2026-03-12T09:38:00Z,24.61,85.13
2026-03-12T09:39:00Z,27.25,80.00
2026-03-12T09:40:00Z,29.00,76.00
2026-03-12T09:41:00Z,30.54,71.00
2026-03-12T09:42:00Z,30.62,70.01
2026-03-12T09:43:00Z,34.03,73.00
2026-03-12T09:44:00Z,32.63,68.45
2026-03-12T09:45:00Z,29.00,72.73
2026-03-12T09:47:00Z,32.00,73.56
2026-03-12T09:48:00Z,27.00,73.56
2026-03-12T09:49:00Z,27.89,73.56
2026-03-12T09:50:00Z,21.00,73.56
2026-03-12T09:51:00Z,16.03,84.00
2026-03-12T09:52:00Z,18.00,84.00
2026-03-12T09:53:00Z,15.26,86.00
2026-03-12T09:54:00Z,21.00,86.00
2026-03-12T09:55:00Z,19.45,81.11
2026-03-12T09:56:00Z,28.00,80.00
2026-03-12T09:57:00Z,27.72,74.00
2026-03-12T09:58:00Z,31.37,72.00
2026-03-12T09:59:00Z,34.76,72.00
2026-03-12T10:00:00Z,31.72,74.03
2026-03-12T10:01:00Z,21.89,74.03
2026-03-12T10:02:00Z,19.96,74.03
2026-03-12T10:03:00Z,18.77,74.03
2026-03-12T10:04:00Z,12.50,85.30
2026-03-12T10:05:00Z,14.25,85.30
2026-03-12T10:06:00Z,11.00,89.00
2026-03-12T10:07:00Z,17.12,86.19
2026-03-12T10:08:00Z,16.58,87.36
2026-03-12T10:09:00Z,16.04,89.00
2026-03-12T10:10:00Z,15.58,91.59
2026-03-12T10:11:00Z,13.60,91.72
2026-03-12T10:12:00Z,5.24,94.78
2026-03-12T10:13:00Z,4.91,95.85
2026-03-12T10:14:00Z,8.71,93.85
2026-03-12T10:15:00Z,11.55,93.85
2026-03-12T10:16:00Z,13.82,88.00
2026-03-12T10:17:00Z,14.99,87.72
2026-03-12T10:18:00Z,11.82,90.52
2026-03-12T10:19:00Z,15.76,94.00
2026-03-12T10:20:00Z,21.83,80.29
2026-03-12T10:21:00Z,21.04,80.00
2026-03-12T10:22:00Z,24.60,76.00
2026-03-12T10:23:00Z,26.49,81.98
2026-03-12T10:24:00Z,28.10,82.09
2026-03-12T10:25:00Z,14.37,85.50
2026-03-12T10:26:00Z,14.34,84.00
2026-03-12T10:27:00Z,22.78,84.81
2026-03-12T10:28:00Z,22.31,79.00
2026-03-12T10:29:00Z,26.87,76.00
2026-03-12T10:30:00Z,28.69,76.00
2026-03-12T10:31:00Z,29.22,86.85
2026-03-12T10:32:00Z,27.61,74.00
2026-03-12T10:33:00Z,31.15,69.00
2026-03-12T10:34:00Z,34.06,64.13
2026-03-12T10:35:00Z,33.83,65.00
2026-03-12T10:36:00Z,35.25,65.00
2026-03-12T10:37:00Z,30.16,72.59
2026-03-12T10:38:00Z,31.38,71.58
2026-03-12T10:39:00Z,25.86,74.15
2026-03-12T10:40:00Z,26.75,75.00
2026-03-12T10:41:00Z,30.24,72.03
2026-03-12T10:42:00Z,34.38,68.92
2026-03-12T10:43:00Z,28.74,74.00
2026-03-12T10:44:00Z,20.24,79.08
2026-03-12T10:45:00Z,13.99,86.92
2026-03-12T10:46:00Z,13.57,87.66
2026-03-12T10:47:00Z,16.83,85.29
2026-03-12T10:48:00Z,9.57,89.56
2026-03-12T10:49:00Z,8.38,92.88
2026-03-12T10:50:00Z,7.28,94.00
2026-03-12T10:51:00Z,6.02,96.53
2026-03-12T10:52:00Z,2.69,97.00
2026-03-12T10:53:00Z,2.07,98.11
2026-03-12T10:54:00Z,1.23,98.99
2026-03-12T10:55:00Z,2.00,98.83
2026-03-12T10:56:00Z,1.56,99.00
2026-03-12T10:57:00Z,1.00,99.00
2026-03-12T10:58:00Z,1.00,99.00
2026-03-12T10:59:00Z,1.00,99.00
2026-03-12T11:00:00Z,1.00,99.00
2026-03-12T11:01:00Z,1.00,99.00
2026-03-12T11:02:00Z,1.00,99.00
2026-03-12T11:03:00Z,1.00,99.00
2026-03-12T11:04:00Z,1.00,99.00
2026-03-12T11:05:00Z,1.00,99.00
