# event_ticker=KXATPCHALLENGERMATCH-26APR15LEOSHI
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Sanhui Shin
# fav_player=Mitsuki Wei Kang Leong
# dog_player=Sanhui Shin
# kalshi_date=2026-04-15
timestamp,Mitsuki Wei Kang Leong,Sanhui Shin
2026-04-15T09:46:00Z,37.43,66.24
2026-04-15T09:47:00Z,36.02,64.71
2026-04-15T09:48:00Z,32.19,66.33
2026-04-15T09:49:00Z,29.89,68.40
2026-04-15T09:50:00Z,29.38,71.12
2026-04-15T09:51:00Z,28.12,71.12
2026-04-15T09:52:00Z,28.91,69.05
2026-04-15T09:53:00Z,28.55,73.52
2026-04-15T09:54:00Z,28.79,71.00
2026-04-15T09:55:00Z,29.12,70.28
2026-04-15T09:56:00Z,32.00,67.00
2026-04-15T09:57:00Z,28.00,74.31
2026-04-15T09:58:00Z,34.62,62.15
2026-04-15T09:59:00Z,35.80,63.75
2026-04-15T10:00:00Z,37.91,64.16
2026-04-15T10:01:00Z,32.26,65.18
2026-04-15T10:02:00Z,37.36,64.52
2026-04-15T10:03:00Z,45.77,63.92
2026-04-15T10:04:00Z,50.90,49.12
2026-04-15T10:05:00Z,45.34,56.69
2026-04-15T10:06:00Z,48.72,62.72
2026-04-15T10:07:00Z,36.74,63.32
2026-04-15T10:08:00Z,37.67,63.00
2026-04-15T10:09:00Z,36.30,65.24
2026-04-15T10:10:00Z,31.55,70.25
2026-04-15T10:11:00Z,31.16,70.00
2026-04-15T10:12:00Z,18.53,80.23
2026-04-15T10:13:00Z,17.58,83.89
2026-04-15T10:14:00Z,14.89,85.84
2026-04-15T10:15:00Z,15.00,85.99
2026-04-15T10:16:00Z,14.93,83.18
2026-04-15T10:17:00Z,9.95,91.29
2026-04-15T10:18:00Z,8.91,91.14
2026-04-15T10:19:00Z,7.73,93.70
2026-04-15T10:20:00Z,6.06,95.97
2026-04-15T10:21:00Z,6.02,95.89
2026-04-15T10:22:00Z,2.04,97.50
2026-04-15T10:23:00Z,1.31,98.98
2026-04-15T10:24:00Z,2.17,97.58
2026-04-15T10:25:00Z,2.03,97.97
2026-04-15T10:26:00Z,1.16,99.00
2026-04-15T10:27:00Z,1.16,99.00
