# event_ticker=KXATPCHALLENGERMATCH-26MAR17ARNPUR
# final_score=6-3 4-6 6-4
# score_resolution=3-6 6-4 4-6
# match_winner=Gilles Arnaud Bailly
# fav_player=Saba Purtseladze
# dog_player=Gilles Arnaud Bailly
# kalshi_date=2026-03-17
timestamp,Saba Purtseladze,Gilles Arnaud Bailly
2026-03-17T16:14:00Z,4.11,96.00
2026-03-17T16:15:00Z,4.24,96.00
2026-03-17T16:16:00Z,2.18,98.19
2026-03-17T16:17:00Z,2.85,97.55
2026-03-17T16:18:00Z,3.71,96.62
2026-03-17T16:19:00Z,3.60,97.02
2026-03-17T16:20:00Z,2.22,98.01
2026-03-17T16:21:00Z,2.21,98.94
2026-03-17T16:22:00Z,1.18,98.94
2026-03-17T16:23:00Z,5.66,96.33
2026-03-17T16:24:00Z,6.01,94.29
2026-03-17T16:25:00Z,6.70,92.06
2026-03-17T16:26:00Z,11.41,89.35
2026-03-17T16:27:00Z,12.38,89.00
2026-03-17T16:28:00Z,11.13,88.99
2026-03-17T16:29:00Z,11.37,88.20
2026-03-17T16:30:00Z,16.30,84.95
2026-03-17T16:31:00Z,25.83,73.16
2026-03-17T16:32:00Z,27.10,73.00
2026-03-17T16:33:00Z,27.10,73.00
2026-03-17T16:34:00Z,27.58,73.00
2026-03-17T16:35:00Z,27.78,73.00
2026-03-17T16:36:00Z,27.79,73.58
2026-03-17T16:37:00Z,27.48,72.82
2026-03-17T16:38:00Z,30.20,71.62
2026-03-17T16:39:00Z,31.31,70.96
2026-03-17T16:40:00Z,35.14,63.61
2026-03-17T16:41:00Z,38.78,63.47
2026-03-17T16:42:00Z,32.42,66.60
2026-03-17T16:43:00Z,39.62,63.75
2026-03-17T16:44:00Z,32.99,68.48
2026-03-17T16:45:00Z,35.41,63.55
2026-03-17T16:46:00Z,38.70,68.80
2026-03-17T16:47:00Z,36.94,63.69
2026-03-17T16:48:00Z,28.79,70.00
2026-03-17T16:49:00Z,27.52,75.54
2026-03-17T16:50:00Z,17.90,83.73
2026-03-17T16:51:00Z,15.43,86.04
2026-03-17T16:52:00Z,14.84,86.50
2026-03-17T16:53:00Z,15.40,84.99
2026-03-17T16:54:00Z,12.51,86.29
2026-03-17T16:55:00Z,8.73,90.29
2026-03-17T16:56:00Z,10.06,90.89
2026-03-17T16:57:00Z,12.16,87.75
2026-03-17T16:58:00Z,14.94,87.00
2026-03-17T16:59:00Z,16.73,86.03
2026-03-17T17:00:00Z,13.12,86.57
2026-03-17T17:01:00Z,8.24,89.27
2026-03-17T17:02:00Z,10.56,90.02
2026-03-17T17:03:00Z,8.12,91.73
2026-03-17T17:04:00Z,6.11,93.77
2026-03-17T17:05:00Z,4.37,95.47
2026-03-17T17:06:00Z,9.14,92.05
2026-03-17T17:07:00Z,11.00,89.87
2026-03-17T17:08:00Z,13.80,88.73
2026-03-17T17:09:00Z,10.28,90.13
2026-03-17T17:10:00Z,8.39,92.11
2026-03-17T17:11:00Z,5.73,94.68
2026-03-17T17:12:00Z,4.98,96.89
2026-03-17T17:13:00Z,6.85,94.94
2026-03-17T17:14:00Z,8.35,93.41
2026-03-17T17:15:00Z,7.19,92.89
2026-03-17T17:16:00Z,9.44,89.07
2026-03-17T17:17:00Z,6.52,91.98
2026-03-17T17:18:00Z,1.78,98.57
2026-03-17T17:19:00Z,1.33,99.00
2026-03-17T17:20:00Z,1.33,99.00
2026-03-17T17:21:00Z,1.33,99.00
2026-03-17T17:22:00Z,1.33,99.00
2026-03-17T17:23:00Z,1.33,99.00
2026-03-17T17:25:00Z,1.33,99.00
