# event_ticker=KXATPCHALLENGERMATCH-26MAY25TOPGIU
# final_score=6-4 5-7 6-2
# score_resolution=4-6 7-5 2-6
# match_winner=Lorenzo Giustino
# fav_player=Marko ToPo
# dog_player=Lorenzo Giustino
# kalshi_date=2026-05-25
timestamp,Marko ToPo,Lorenzo Giustino
2026-05-25T11:37:00Z,61.00,38.39
2026-05-25T11:38:00Z,64.52,37.53
2026-05-25T11:39:00Z,62.00,39.00
2026-05-25T11:40:00Z,59.00,42.00
2026-05-25T11:41:00Z,57.00,44.74
2026-05-25T11:42:00Z,56.48,45.00
2026-05-25T11:43:00Z,51.42,48.99
2026-05-25T11:44:00Z,40.35,58.83
2026-05-25T11:45:00Z,35.00,65.01
2026-05-25T11:46:00Z,37.79,62.20
2026-05-25T11:47:00Z,32.18,68.75
2026-05-25T11:48:00Z,34.40,65.62
2026-05-25T11:49:00Z,40.15,64.65
2026-05-25T11:50:00Z,39.90,56.84
2026-05-25T11:51:00Z,31.94,67.46
2026-05-25T11:52:00Z,29.00,70.93
2026-05-25T11:53:00Z,30.00,71.00
2026-05-25T11:54:00Z,30.00,71.00
2026-05-25T11:55:00Z,29.76,71.00
2026-05-25T11:56:00Z,30.92,70.77
2026-05-25T11:57:00Z,31.00,71.83
2026-05-25T11:58:00Z,32.00,70.00
2026-05-25T11:59:00Z,33.87,68.00
2026-05-25T12:01:00Z,33.87,67.00
2026-05-25T12:02:00Z,33.87,65.68
2026-05-25T12:03:00Z,33.87,64.92
2026-05-25T12:04:00Z,34.52,67.26
2026-05-25T12:05:00Z,30.00,68.09
2026-05-25T12:06:00Z,30.00,70.00
2026-05-25T12:07:00Z,34.00,70.00
2026-05-25T12:08:00Z,35.00,66.00
2026-05-25T12:09:00Z,34.00,64.95
2026-05-25T12:10:00Z,34.00,66.00
2026-05-25T12:11:00Z,34.00,66.00
2026-05-25T12:12:00Z,34.00,69.53
2026-05-25T12:13:00Z,30.00,69.67
2026-05-25T12:14:00Z,25.00,75.93
2026-05-25T12:15:00Z,25.00,78.94
2026-05-25T12:16:00Z,25.00,84.17
2026-05-25T12:17:00Z,9.19,81.75
2026-05-25T12:18:00Z,13.00,87.22
2026-05-25T12:19:00Z,15.00,88.25
2026-05-25T12:20:00Z,17.96,80.67
2026-05-25T12:21:00Z,17.96,81.00
2026-05-25T12:22:00Z,17.96,86.99
2026-05-25T12:23:00Z,17.96,88.01
2026-05-25T12:24:00Z,9.47,91.80
2026-05-25T12:25:00Z,9.47,92.68
2026-05-25T12:26:00Z,9.47,92.00
2026-05-25T12:27:00Z,9.87,94.81
2026-05-25T12:28:00Z,5.26,94.17
2026-05-25T12:29:00Z,4.19,95.98
2026-05-25T12:30:00Z,4.19,96.00
2026-05-25T12:31:00Z,1.16,98.87
2026-05-25T12:32:00Z,1.16,98.98
2026-05-25T12:33:00Z,1.64,98.33
2026-05-25T12:34:00Z,3.09,96.95
2026-05-25T12:35:00Z,5.32,94.12
2026-05-25T12:36:00Z,6.72,93.89
2026-05-25T12:37:00Z,6.89,94.86
2026-05-25T12:38:00Z,7.51,93.18
2026-05-25T12:39:00Z,7.17,92.61
2026-05-25T12:40:00Z,13.37,86.91
2026-05-25T12:41:00Z,18.12,83.83
2026-05-25T12:42:00Z,10.52,88.49
2026-05-25T12:43:00Z,15.47,82.55
2026-05-25T12:44:00Z,26.33,72.62
2026-05-25T12:45:00Z,27.06,72.48
2026-05-25T12:46:00Z,26.15,73.70
2026-05-25T12:47:00Z,32.69,69.16
2026-05-25T12:48:00Z,36.21,62.98
2026-05-25T12:49:00Z,37.69,61.89
2026-05-25T12:50:00Z,44.83,56.76
2026-05-25T12:51:00Z,54.55,43.91
2026-05-25T12:52:00Z,56.46,42.25
2026-05-25T12:53:00Z,59.20,40.96
2026-05-25T12:54:00Z,59.41,41.00
2026-05-25T12:55:00Z,59.67,40.94
2026-05-25T12:56:00Z,59.58,41.00
2026-05-25T12:57:00Z,58.46,42.06
2026-05-25T12:58:00Z,54.82,47.91
2026-05-25T12:59:00Z,39.81,58.11
2026-05-25T13:00:00Z,35.07,65.05
2026-05-25T13:01:00Z,30.85,68.21
2026-05-25T13:02:00Z,34.11,62.38
2026-05-25T13:03:00Z,45.38,55.10
2026-05-25T13:04:00Z,38.80,62.07
2026-05-25T13:05:00Z,33.83,66.98
2026-05-25T13:06:00Z,38.22,65.27
2026-05-25T13:07:00Z,27.64,72.69
2026-05-25T13:08:00Z,24.10,75.66
2026-05-25T13:09:00Z,26.92,73.83
2026-05-25T13:10:00Z,28.93,71.13
2026-05-25T13:11:00Z,22.02,78.80
2026-05-25T13:12:00Z,19.83,80.23
2026-05-25T13:13:00Z,20.26,79.44
2026-05-25T13:14:00Z,19.12,80.54
2026-05-25T13:15:00Z,10.36,90.57
2026-05-25T13:16:00Z,8.27,92.03
2026-05-25T13:17:00Z,11.37,87.16
2026-05-25T13:18:00Z,11.31,88.34
2026-05-25T13:19:00Z,18.51,82.27
2026-05-25T13:20:00Z,23.28,78.36
2026-05-25T13:21:00Z,22.45,77.75
2026-05-25T13:22:00Z,21.37,79.08
2026-05-25T13:23:00Z,14.25,84.56
2026-05-25T13:24:00Z,17.80,80.82
2026-05-25T13:25:00Z,20.48,79.47
2026-05-25T13:26:00Z,20.28,79.68
2026-05-25T13:27:00Z,23.97,75.35
2026-05-25T13:28:00Z,25.82,74.90
2026-05-25T13:29:00Z,29.77,71.87
2026-05-25T13:30:00Z,24.69,75.44
2026-05-25T13:31:00Z,20.50,80.94
2026-05-25T13:32:00Z,16.78,84.02
2026-05-25T13:33:00Z,12.50,89.49
2026-05-25T13:34:00Z,6.66,93.47
2026-05-25T13:35:00Z,3.03,97.14
2026-05-25T13:36:00Z,1.89,98.71
2026-05-25T13:37:00Z,1.89,98.90
2026-05-25T13:38:00Z,1.06,99.00
2026-05-25T13:39:00Z,1.06,99.00
2026-05-25T13:40:00Z,1.00,99.00
2026-05-25T13:41:00Z,1.00,99.00
2026-05-25T13:42:00Z,1.00,99.00
