# event_ticker=KXATPMATCH-26FEB25CERMOL
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Francisco Cerundolo
# fav_player=Elmer Moller
# dog_player=Francisco Cerundolo
# kalshi_date=2026-02-25
timestamp,Elmer Moller,Francisco Cerundolo
2026-02-26T19:02:00Z,3.00,98.00
2026-02-26T19:03:00Z,2.79,97.97
2026-02-26T19:04:00Z,1.23,99.00
2026-02-26T19:05:00Z,2.04,99.00
2026-02-26T19:06:00Z,1.02,97.94
2026-02-26T19:07:00Z,1.09,99.00
2026-02-26T19:08:00Z,1.59,99.00
2026-02-26T19:09:00Z,1.00,99.00
2026-02-26T19:10:00Z,1.00,99.00
2026-02-26T19:11:00Z,1.00,99.00
2026-02-26T19:12:00Z,1.00,99.00
2026-02-26T19:13:00Z,1.00,99.00
2026-02-26T19:14:00Z,1.00,99.00
2026-02-26T19:15:00Z,1.00,99.00
2026-02-26T19:16:00Z,1.00,99.00
2026-02-26T19:17:00Z,1.00,99.00
2026-02-26T19:18:00Z,1.00,99.00
2026-02-26T19:19:00Z,1.00,99.00
2026-02-26T19:20:00Z,1.00,99.00
2026-02-26T19:24:00Z,1.00,99.00
2026-02-26T19:26:00Z,1.00,99.00
2026-02-26T19:27:00Z,1.00,99.00
2026-02-26T19:30:00Z,1.00,99.00
