# event_ticker=KXATPCHALLENGERMATCH-26FEB10HUEOFN
# final_score=6-3 6-7(6) 6-3
# score_resolution=6-3 6-7 6-3
# match_winner=Marc-Andrea Huesler
# fav_player=Marc-Andrea Huesler
# dog_player=Sebastian Ofner
# kalshi_date=2026-02-10
timestamp,Marc-Andrea Huesler,Sebastian Ofner
2026-02-10T16:46:00Z,84.00,18.44
2026-02-10T16:47:00Z,83.00,18.00
2026-02-10T16:48:00Z,81.00,17.00
2026-02-10T16:49:00Z,83.00,17.09
2026-02-10T16:50:00Z,82.50,16.29
2026-02-10T16:51:00Z,83.00,17.00
2026-02-10T16:52:00Z,82.00,17.70
2026-02-10T16:53:00Z,82.00,22.26
2026-02-10T16:54:00Z,80.26,22.45
2026-02-10T16:55:00Z,80.26,18.56
2026-02-10T16:56:00Z,80.26,19.00
2026-02-10T16:57:00Z,82.00,19.89
2026-02-10T16:58:00Z,82.00,21.00
2026-02-10T16:59:00Z,82.13,18.08
2026-02-10T17:00:00Z,81.00,17.35
2026-02-10T17:01:00Z,81.00,20.26
2026-02-10T17:02:00Z,82.50,18.71
2026-02-10T17:03:00Z,83.99,17.00
2026-02-10T17:04:00Z,84.98,16.21
2026-02-10T17:05:00Z,81.00,18.08
2026-02-10T17:06:00Z,82.00,17.80
2026-02-10T17:07:00Z,88.94,16.35
2026-02-10T17:08:00Z,86.54,13.44
2026-02-10T17:09:00Z,82.67,18.81
2026-02-10T17:10:00Z,82.00,18.99
2026-02-10T17:11:00Z,80.69,19.99
2026-02-10T17:12:00Z,82.88,18.49
2026-02-10T17:13:00Z,82.75,17.82
2026-02-10T17:14:00Z,82.77,20.97
2026-02-10T17:15:00Z,79.88,21.97
2026-02-10T17:16:00Z,79.83,21.97
2026-02-10T17:17:00Z,79.55,23.00
2026-02-10T17:18:00Z,81.50,17.00
2026-02-10T17:19:00Z,83.45,18.45
2026-02-10T17:20:00Z,82.68,18.35
2026-02-10T17:21:00Z,81.00,21.86
2026-02-10T17:22:00Z,81.00,20.79
2026-02-10T17:23:00Z,79.71,22.86
2026-02-10T17:24:00Z,81.03,20.24
2026-02-10T17:25:00Z,81.03,21.03
2026-02-10T17:26:00Z,81.78,18.87
2026-02-10T17:27:00Z,85.82,15.95
2026-02-10T17:28:00Z,80.00,20.68
2026-02-10T17:29:00Z,78.28,21.82
2026-02-10T17:30:00Z,80.89,20.00
2026-02-10T17:31:00Z,81.00,19.47
2026-02-10T17:32:00Z,81.00,24.88
2026-02-10T17:33:00Z,76.13,22.84
2026-02-10T17:34:00Z,77.13,24.63
2026-02-10T17:35:00Z,84.10,24.30
2026-02-10T17:36:00Z,78.78,21.36
2026-02-10T17:37:00Z,78.00,23.92
2026-02-10T17:38:00Z,77.92,26.37
2026-02-10T17:39:00Z,69.51,30.30
2026-02-10T17:40:00Z,66.99,34.12
2026-02-10T17:41:00Z,72.89,27.62
2026-02-10T17:42:00Z,80.24,21.32
2026-02-10T17:43:00Z,77.00,23.41
2026-02-10T17:44:00Z,80.57,19.87
2026-02-10T17:45:00Z,90.10,9.88
2026-02-10T17:46:00Z,86.96,13.38
2026-02-10T17:47:00Z,81.13,21.43
2026-02-10T17:48:00Z,82.68,20.26
2026-02-10T17:49:00Z,71.40,28.45
2026-02-10T17:50:00Z,77.54,23.79
2026-02-10T17:51:00Z,66.47,34.30
2026-02-10T17:52:00Z,78.07,25.10
2026-02-10T17:53:00Z,58.78,36.39
2026-02-10T17:54:00Z,55.29,44.89
2026-02-10T17:55:00Z,55.97,44.36
2026-02-10T17:56:00Z,52.01,45.70
2026-02-10T17:57:00Z,53.63,44.11
2026-02-10T17:58:00Z,54.25,46.19
2026-02-10T17:59:00Z,54.90,47.55
2026-02-10T18:00:00Z,47.91,53.69
2026-02-10T18:01:00Z,46.63,50.96
2026-02-10T18:02:00Z,51.94,48.84
2026-02-10T18:03:00Z,45.26,51.60
2026-02-10T18:04:00Z,44.44,52.42
2026-02-10T18:05:00Z,52.77,49.82
2026-02-10T18:06:00Z,59.96,44.86
2026-02-10T18:07:00Z,56.53,44.07
2026-02-10T18:08:00Z,64.10,39.50
2026-02-10T18:09:00Z,60.50,41.58
2026-02-10T18:10:00Z,57.63,42.23
2026-02-10T18:11:00Z,54.85,48.30
2026-02-10T18:12:00Z,49.51,48.25
2026-02-10T18:13:00Z,58.74,42.24
2026-02-10T18:14:00Z,61.00,39.91
2026-02-10T18:15:00Z,61.23,42.19
2026-02-10T18:16:00Z,57.87,46.56
2026-02-10T18:17:00Z,56.03,45.07
2026-02-10T18:18:00Z,56.56,45.12
2026-02-10T18:19:00Z,58.52,42.05
2026-02-10T18:20:00Z,60.19,41.99
2026-02-10T18:21:00Z,60.99,40.97
2026-02-10T18:22:00Z,63.71,39.83
2026-02-10T18:23:00Z,87.02,14.46
2026-02-10T18:24:00Z,94.27,6.89
2026-02-10T18:25:00Z,96.16,3.66
2026-02-10T18:26:00Z,94.72,5.64
2026-02-10T18:27:00Z,94.41,7.74
2026-02-10T18:28:00Z,89.76,12.17
2026-02-10T18:29:00Z,89.43,10.53
2026-02-10T18:30:00Z,96.53,2.23
2026-02-10T18:31:00Z,99.00,1.00
2026-02-10T18:32:00Z,99.00,1.00
