# event_ticker=KXATPCHALLENGERMATCH-26FEB19JUSDIA
# final_score=7-5 6-0
# score_resolution=5-7 0-6
# match_winner=Guido Ivan Justo
# fav_player=Facundo Diaz Acosta
# dog_player=Guido Ivan Justo
# kalshi_date=2026-02-19
timestamp,Facundo Diaz Acosta,Guido Ivan Justo
2026-02-19T17:11:00Z,74.00,29.00
2026-02-19T17:14:00Z,74.00,29.00
2026-02-19T17:15:00Z,74.00,29.00
2026-02-19T17:18:00Z,74.00,29.00
2026-02-19T17:24:00Z,74.00,29.00
2026-02-19T17:26:00Z,74.00,29.00
2026-02-19T17:28:00Z,74.00,29.00
2026-02-19T17:30:00Z,74.00,29.00
2026-02-19T17:34:00Z,74.00,29.00
2026-02-19T17:36:00Z,74.00,26.00
2026-02-19T17:40:00Z,73.00,26.00
2026-02-19T17:46:00Z,73.00,26.00
2026-02-19T17:48:00Z,73.00,26.00
2026-02-19T17:49:00Z,73.00,26.00
2026-02-19T17:50:00Z,73.00,28.00
2026-02-19T17:51:00Z,73.00,28.00
2026-02-19T17:52:00Z,72.00,28.00
2026-02-19T17:53:00Z,71.60,29.32
2026-02-19T17:54:00Z,68.00,32.87
2026-02-19T17:55:00Z,73.43,30.82
2026-02-19T17:56:00Z,72.00,30.00
2026-02-19T17:57:00Z,75.00,28.00
2026-02-19T17:59:00Z,75.00,26.87
2026-02-19T18:00:00Z,75.00,28.00
2026-02-19T18:01:00Z,75.00,32.67
2026-02-19T18:02:00Z,81.00,26.09
2026-02-19T18:03:00Z,81.00,39.31
2026-02-19T18:04:00Z,81.00,38.17
2026-02-19T18:05:00Z,81.00,44.00
2026-02-19T18:06:00Z,57.00,47.00
2026-02-19T18:07:00Z,60.39,37.23
2026-02-19T18:08:00Z,60.86,38.93
2026-02-19T18:09:00Z,60.86,25.11
2026-02-19T18:10:00Z,60.86,31.26
2026-02-19T18:11:00Z,60.86,28.00
2026-02-19T18:12:00Z,71.00,27.00
2026-02-19T18:13:00Z,71.00,24.96
2026-02-19T18:14:00Z,77.00,26.00
2026-02-19T18:15:00Z,74.00,26.00
2026-02-19T18:16:00Z,74.00,32.23
2026-02-19T18:17:00Z,68.00,35.00
2026-02-19T18:18:00Z,68.00,28.70
2026-02-19T18:22:00Z,72.00,28.70
2026-02-19T18:23:00Z,76.79,24.33
2026-02-19T18:24:00Z,76.17,28.46
2026-02-19T18:25:00Z,77.00,28.46
2026-02-19T18:26:00Z,72.00,32.39
2026-02-19T18:27:00Z,68.67,32.00
2026-02-19T18:28:00Z,63.00,38.51
2026-02-19T18:29:00Z,62.09,41.91
2026-02-19T18:30:00Z,65.18,41.91
2026-02-19T18:31:00Z,66.57,30.00
2026-02-19T18:32:00Z,73.00,28.00
2026-02-19T18:33:00Z,73.00,25.96
2026-02-19T18:34:00Z,72.25,29.19
2026-02-19T18:35:00Z,72.25,34.13
2026-02-19T18:36:00Z,69.52,26.29
2026-02-19T18:37:00Z,69.52,26.08
2026-02-19T18:38:00Z,72.00,30.00
2026-02-19T18:39:00Z,76.04,29.36
2026-02-19T18:40:00Z,73.41,27.90
2026-02-19T18:41:00Z,76.79,30.50
2026-02-19T18:42:00Z,77.82,23.03
2026-02-19T18:43:00Z,85.47,23.03
2026-02-19T18:44:00Z,83.92,24.47
2026-02-19T18:45:00Z,83.92,14.97
2026-02-19T18:46:00Z,81.21,18.60
2026-02-19T18:47:00Z,83.00,20.78
2026-02-19T18:48:00Z,76.37,23.66
2026-02-19T18:49:00Z,78.93,26.07
2026-02-19T18:50:00Z,82.89,21.17
2026-02-19T18:51:00Z,78.60,21.83
2026-02-19T18:52:00Z,73.00,27.00
2026-02-19T18:53:00Z,73.00,28.00
2026-02-19T18:54:00Z,70.02,29.82
2026-02-19T18:55:00Z,66.00,33.85
2026-02-19T18:56:00Z,63.11,44.40
2026-02-19T18:57:00Z,60.38,39.18
2026-02-19T18:58:00Z,53.16,47.15
2026-02-19T18:59:00Z,56.57,47.76
2026-02-19T19:00:00Z,61.19,42.22
2026-02-19T19:01:00Z,55.32,47.22
2026-02-19T19:02:00Z,45.00,54.72
2026-02-19T19:03:00Z,47.85,55.50
2026-02-19T19:04:00Z,41.20,60.32
2026-02-19T19:05:00Z,43.17,62.08
2026-02-19T19:06:00Z,34.88,66.18
2026-02-19T19:07:00Z,34.46,65.27
2026-02-19T19:08:00Z,35.00,65.00
2026-02-19T19:09:00Z,35.34,65.33
2026-02-19T19:10:00Z,34.30,69.20
2026-02-19T19:11:00Z,28.09,75.63
2026-02-19T19:12:00Z,31.26,75.43
2026-02-19T19:13:00Z,26.99,75.41
2026-02-19T19:14:00Z,19.97,80.31
2026-02-19T19:15:00Z,16.43,82.63
2026-02-19T19:16:00Z,11.68,87.24
2026-02-19T19:17:00Z,11.08,88.50
2026-02-19T19:18:00Z,8.42,91.94
2026-02-19T19:19:00Z,5.08,95.30
2026-02-19T19:20:00Z,4.97,95.84
2026-02-19T19:21:00Z,4.13,96.23
2026-02-19T19:22:00Z,5.25,96.15
2026-02-19T19:23:00Z,4.43,96.15
2026-02-19T19:24:00Z,3.92,97.47
2026-02-19T19:25:00Z,2.17,97.94
2026-02-19T19:26:00Z,2.99,98.41
2026-02-19T19:27:00Z,3.00,97.02
2026-02-19T19:28:00Z,2.95,97.77
2026-02-19T19:29:00Z,2.39,98.01
2026-02-19T19:30:00Z,1.11,98.26
2026-02-19T19:31:00Z,1.13,98.95
2026-02-19T19:32:00Z,1.74,96.37
2026-02-19T19:33:00Z,1.74,99.00
2026-02-19T19:34:00Z,1.00,99.00
2026-02-19T19:35:00Z,1.00,99.00
2026-02-19T19:36:00Z,1.00,99.00
2026-02-19T19:37:00Z,1.00,99.00
2026-02-19T19:38:00Z,1.00,99.00
2026-02-19T19:40:00Z,1.00,99.00
2026-02-19T19:42:00Z,1.00,99.00
