# event_ticker=KXATPCHALLENGERMATCH-26APR06BRAVAR
# final_score=6-1 6-1
# match_winner=Juan Pablo Varillas
# fav_player=Juan Pablo Varillas
# dog_player=Victor Braga
# kalshi_date=2026-04-06
timestamp,Juan Pablo Varillas,Victor Braga
2026-04-06T18:24:00Z,95.00,6.51
2026-04-06T18:26:00Z,95.06,6.00
2026-04-06T18:28:00Z,95.06,4.65
2026-04-06T18:29:00Z,95.06,5.00
2026-04-06T18:31:00Z,96.00,5.00
2026-04-06T18:32:00Z,96.00,4.00
2026-04-06T18:34:00Z,95.00,6.33
2026-04-06T18:38:00Z,95.00,6.49
2026-04-06T18:39:00Z,94.96,7.19
2026-04-06T18:42:00Z,94.96,5.00
2026-04-06T18:44:00Z,94.96,5.66
2026-04-06T18:45:00Z,94.96,6.00
2026-04-06T18:46:00Z,94.96,6.00
2026-04-06T18:52:00Z,93.00,6.00
2026-04-06T18:53:00Z,93.00,7.00
2026-04-06T18:54:00Z,94.00,7.00
2026-04-06T18:55:00Z,93.93,8.00
2026-04-06T18:56:00Z,93.00,7.00
2026-04-06T18:57:00Z,93.00,7.00
2026-04-06T18:58:00Z,93.00,8.00
2026-04-06T18:59:00Z,93.00,7.00
2026-04-06T19:01:00Z,93.00,7.84
2026-04-06T19:02:00Z,93.00,8.00
2026-04-06T19:04:00Z,93.00,8.00
2026-04-06T19:05:00Z,93.00,8.00
2026-04-06T19:06:00Z,94.00,8.00
2026-04-06T19:07:00Z,94.00,9.37
2026-04-06T19:08:00Z,91.00,8.99
2026-04-06T19:09:00Z,91.00,8.00
2026-04-06T19:10:00Z,91.00,8.38
2026-04-06T19:11:00Z,91.00,8.00
2026-04-06T19:12:00Z,92.00,8.00
2026-04-06T19:14:00Z,92.00,8.00
2026-04-06T19:15:00Z,92.00,8.00
2026-04-06T19:17:00Z,92.00,10.00
2026-04-06T19:18:00Z,92.00,9.00
2026-04-06T19:19:00Z,90.00,11.06
2026-04-06T19:20:00Z,90.00,11.00
2026-04-06T19:21:00Z,90.00,11.00
2026-04-06T19:22:00Z,90.00,11.00
2026-04-06T19:23:00Z,90.00,10.11
2026-04-06T19:25:00Z,90.00,11.00
2026-04-06T19:26:00Z,90.00,8.33
2026-04-06T19:30:00Z,90.00,11.00
2026-04-06T19:31:00Z,90.00,11.41
2026-04-06T19:33:00Z,91.87,8.00
2026-04-06T19:34:00Z,91.00,10.25
2026-04-06T19:36:00Z,91.00,10.39
2026-04-06T19:39:00Z,91.00,11.01
2026-04-06T19:40:00Z,91.00,10.31
2026-04-06T19:41:00Z,91.00,10.00
2026-04-06T19:42:00Z,91.00,11.18
2026-04-06T19:43:00Z,91.00,11.00
2026-04-06T19:44:00Z,91.42,12.01
2026-04-06T19:45:00Z,95.55,10.23
2026-04-06T19:46:00Z,88.00,12.59
2026-04-06T19:47:00Z,88.00,11.40
2026-04-06T19:48:00Z,88.00,10.41
2026-04-06T19:49:00Z,88.00,10.26
2026-04-06T19:50:00Z,88.00,11.00
2026-04-06T19:51:00Z,88.00,11.74
2026-04-06T19:52:00Z,90.00,10.59
2026-04-06T19:53:00Z,90.20,9.04
2026-04-06T19:54:00Z,90.25,11.24
2026-04-06T19:55:00Z,86.86,13.84
2026-04-06T19:56:00Z,86.92,15.00
2026-04-06T19:57:00Z,87.50,16.43
2026-04-06T19:58:00Z,84.81,17.40
2026-04-06T19:59:00Z,85.80,15.06
2026-04-06T20:00:00Z,90.81,8.28
2026-04-06T20:01:00Z,93.89,6.00
2026-04-06T20:02:00Z,94.94,5.90
2026-04-06T20:03:00Z,95.71,5.40
2026-04-06T20:04:00Z,95.19,6.15
2026-04-06T20:05:00Z,94.47,6.17
2026-04-06T20:06:00Z,97.38,6.82
2026-04-06T20:07:00Z,94.94,5.86
2026-04-06T20:08:00Z,95.00,5.42
2026-04-06T20:09:00Z,95.00,5.56
2026-04-06T20:10:00Z,95.00,6.57
2026-04-06T20:11:00Z,95.39,5.79
2026-04-06T20:12:00Z,93.66,7.38
2026-04-06T20:13:00Z,92.93,7.52
2026-04-06T20:14:00Z,94.94,5.58
2026-04-06T20:15:00Z,96.00,5.78
2026-04-06T20:16:00Z,97.35,3.33
2026-04-06T20:17:00Z,97.48,3.93
2026-04-06T20:18:00Z,97.00,3.88
2026-04-06T20:19:00Z,97.00,3.96
2026-04-06T20:20:00Z,95.99,3.94
2026-04-06T20:21:00Z,96.97,4.85
2026-04-06T20:22:00Z,96.90,3.69
2026-04-06T20:23:00Z,97.00,3.71
2026-04-06T20:24:00Z,97.00,4.16
2026-04-06T20:25:00Z,96.84,4.63
2026-04-06T20:26:00Z,96.00,4.66
2026-04-06T20:27:00Z,95.00,3.90
2026-04-06T20:28:00Z,97.00,4.00
2026-04-06T20:29:00Z,96.87,3.80
2026-04-06T20:30:00Z,97.00,4.00
2026-04-06T20:31:00Z,96.97,3.93
2026-04-06T20:32:00Z,96.97,3.68
2026-04-06T20:33:00Z,96.00,4.65
2026-04-06T20:34:00Z,96.00,4.99
2026-04-06T20:35:00Z,95.94,4.92
2026-04-06T20:36:00Z,96.00,4.90
2026-04-06T20:37:00Z,96.24,4.61
2026-04-06T20:38:00Z,97.00,2.93
2026-04-06T20:39:00Z,96.30,2.73
2026-04-06T20:40:00Z,97.87,1.77
2026-04-06T20:41:00Z,98.51,1.71
2026-04-06T20:42:00Z,99.00,1.57
2026-04-06T20:43:00Z,99.00,1.00
2026-04-06T20:44:00Z,99.00,1.40
2026-04-06T20:45:00Z,99.00,1.62
2026-04-06T20:46:00Z,99.00,1.00
2026-04-06T20:47:00Z,99.00,1.65
2026-04-06T20:48:00Z,99.00,1.00
2026-04-06T20:49:00Z,99.00,1.00
2026-04-06T20:50:00Z,99.00,1.61
2026-04-06T20:51:00Z,99.00,1.00
2026-04-06T20:53:00Z,99.00,1.00
2026-04-06T20:54:00Z,99.00,1.00
2026-04-06T20:55:00Z,99.00,1.00
2026-04-06T20:56:00Z,99.00,1.00
2026-04-06T20:57:00Z,99.00,1.00
2026-04-06T20:58:00Z,99.00,1.00
2026-04-06T20:59:00Z,99.00,1.00
2026-04-06T21:01:00Z,99.00,1.00
2026-04-06T21:02:00Z,99.00,1.00
2026-04-06T21:03:00Z,99.00,1.00
