# event_ticker=KXATPMATCH-26JAN14DAVHIJ
# final_score=6-3 6-2
# match_winner=Alejandro Davidovich Fokina
# fav_player=Alejandro Davidovich Fokina
# dog_player=Rinky Hijikata
# kalshi_date=2026-01-14
timestamp,Alejandro Davidovich Fokina,Rinky Hijikata
2026-01-14T08:48:00Z,92.95,8.94
2026-01-14T08:49:00Z,88.60,12.16
2026-01-14T08:50:00Z,87.61,13.96
2026-01-14T08:51:00Z,90.08,10.68
2026-01-14T08:52:00Z,89.00,11.00
2026-01-14T08:53:00Z,89.00,12.76
2026-01-14T08:54:00Z,89.00,12.00
2026-01-14T08:55:00Z,89.99,11.80
2026-01-14T08:56:00Z,91.50,9.02
2026-01-14T08:57:00Z,91.50,10.24
2026-01-14T08:58:00Z,91.00,11.00
2026-01-14T08:59:00Z,91.52,11.00
2026-01-14T09:00:00Z,93.00,8.73
2026-01-14T09:01:00Z,93.00,8.00
2026-01-14T09:02:00Z,93.98,8.00
2026-01-14T09:03:00Z,93.00,7.73
2026-01-14T09:04:00Z,95.00,4.06
2026-01-14T09:05:00Z,96.00,5.31
2026-01-14T09:06:00Z,96.54,3.02
2026-01-14T09:07:00Z,97.13,4.00
2026-01-14T09:08:00Z,97.17,2.05
2026-01-14T09:09:00Z,98.00,1.99
2026-01-14T09:10:00Z,97.16,1.98
2026-01-14T09:11:00Z,99.00,1.72
2026-01-14T09:12:00Z,99.00,3.00
2026-01-14T09:13:00Z,98.00,2.34
2026-01-14T09:14:00Z,98.05,3.02
2026-01-14T09:15:00Z,96.69,2.99
2026-01-14T09:16:00Z,97.01,3.80
2026-01-14T09:17:00Z,97.00,6.91
2026-01-14T09:18:00Z,92.18,7.59
2026-01-14T09:19:00Z,93.00,7.98
2026-01-14T09:20:00Z,92.80,6.83
2026-01-14T09:21:00Z,95.06,5.71
2026-01-14T09:22:00Z,96.94,3.90
2026-01-14T09:23:00Z,94.81,5.68
2026-01-14T09:24:00Z,96.93,3.55
2026-01-14T09:25:00Z,98.00,3.77
2026-01-14T09:26:00Z,94.80,4.38
2026-01-14T09:27:00Z,94.99,5.93
2026-01-14T09:28:00Z,97.33,3.78
2026-01-14T09:29:00Z,97.76,1.83
2026-01-14T09:30:00Z,98.84,1.61
2026-01-14T09:31:00Z,98.98,1.11
2026-01-14T09:32:00Z,98.98,1.16
2026-01-14T09:33:00Z,98.98,1.45
2026-01-14T09:35:00Z,99.00,1.00
2026-01-14T09:36:00Z,99.00,1.00
2026-01-14T09:41:00Z,99.00,1.00
2026-01-14T09:42:00Z,99.00,1.00
