# event_ticker=KXATPCHALLENGERMATCH-26APR17ROCLLA
# final_score=6-0 7-5
# match_winner=Henrique Rocha
# fav_player=Henrique Rocha
# dog_player=Pablo Llamas Ruiz
# kalshi_date=2026-04-17
timestamp,Henrique Rocha,Pablo Llamas Ruiz
2026-04-17T13:29:00Z,83.45,22.52
2026-04-17T13:30:00Z,84.30,20.75
2026-04-17T13:31:00Z,80.15,20.12
2026-04-17T13:32:00Z,80.76,19.76
2026-04-17T13:33:00Z,78.91,21.93
2026-04-17T13:34:00Z,77.99,21.02
2026-04-17T13:35:00Z,76.40,26.14
2026-04-17T13:36:00Z,78.67,25.84
2026-04-17T13:37:00Z,77.35,23.40
2026-04-17T13:38:00Z,79.50,22.01
2026-04-17T13:39:00Z,79.94,21.04
2026-04-17T13:40:00Z,81.85,19.50
2026-04-17T13:41:00Z,81.98,20.00
2026-04-17T13:42:00Z,81.27,20.55
2026-04-17T13:43:00Z,84.12,14.35
2026-04-17T13:44:00Z,86.26,17.08
2026-04-17T13:45:00Z,85.88,15.77
2026-04-17T13:46:00Z,81.07,20.00
2026-04-17T13:47:00Z,87.61,15.21
2026-04-17T13:48:00Z,86.61,15.06
2026-04-17T13:49:00Z,81.42,19.90
2026-04-17T13:50:00Z,81.81,19.95
2026-04-17T13:51:00Z,82.88,23.57
2026-04-17T13:52:00Z,81.58,20.97
2026-04-17T13:53:00Z,79.00,21.35
2026-04-17T13:54:00Z,76.16,27.32
2026-04-17T13:55:00Z,81.25,22.39
2026-04-17T13:56:00Z,84.33,17.01
2026-04-17T13:57:00Z,84.41,16.99
2026-04-17T13:58:00Z,81.89,17.53
2026-04-17T13:59:00Z,83.20,17.03
2026-04-17T14:00:00Z,85.88,17.05
2026-04-17T14:01:00Z,85.47,13.25
2026-04-17T14:02:00Z,81.90,17.25
2026-04-17T14:03:00Z,78.36,21.31
2026-04-17T14:04:00Z,74.55,26.98
2026-04-17T14:05:00Z,75.82,30.45
2026-04-17T14:06:00Z,75.82,25.79
2026-04-17T14:07:00Z,71.48,27.86
2026-04-17T14:08:00Z,80.67,25.88
2026-04-17T14:09:00Z,76.87,23.79
2026-04-17T14:10:00Z,80.69,21.11
2026-04-17T14:11:00Z,75.74,29.69
2026-04-17T14:12:00Z,71.13,27.90
2026-04-17T14:13:00Z,77.09,28.88
2026-04-17T14:14:00Z,73.63,23.33
2026-04-17T14:15:00Z,81.69,20.26
2026-04-17T14:16:00Z,81.80,18.04
2026-04-17T14:17:00Z,79.56,18.93
2026-04-17T14:18:00Z,89.69,14.92
2026-04-17T14:19:00Z,83.23,18.23
2026-04-17T14:20:00Z,80.39,19.49
2026-04-17T14:21:00Z,82.23,23.07
2026-04-17T14:22:00Z,77.01,22.31
2026-04-17T14:23:00Z,75.93,24.13
2026-04-17T14:24:00Z,83.53,18.28
2026-04-17T14:25:00Z,84.63,16.91
2026-04-17T14:26:00Z,81.16,19.19
2026-04-17T14:27:00Z,78.70,23.89
2026-04-17T14:28:00Z,75.98,24.44
2026-04-17T14:29:00Z,78.66,21.53
2026-04-17T14:30:00Z,78.55,21.79
2026-04-17T14:31:00Z,78.08,24.23
2026-04-17T14:32:00Z,78.43,25.80
2026-04-17T14:33:00Z,80.96,19.76
2026-04-17T14:34:00Z,81.17,18.89
2026-04-17T14:35:00Z,84.54,15.60
2026-04-17T14:36:00Z,84.51,15.08
2026-04-17T14:37:00Z,87.46,14.81
2026-04-17T14:38:00Z,94.65,2.73
2026-04-17T14:39:00Z,99.00,2.73
2026-04-17T14:40:00Z,99.00,2.73
2026-04-17T14:41:00Z,99.00,2.73
2026-04-17T14:42:00Z,99.00,2.73
