# event_ticker=KXATPMATCH-25JUL20EVABER
# final_score=3-6 6-4 6-3
# match_winner=Daniel Evans
# fav_player=Daniel Evans
# dog_player=Zizou Bergs
# kalshi_date=2025-07-20
timestamp,Daniel Evans,Zizou Bergs
2025-07-21T18:43:00Z,52.61,49.00
2025-07-21T18:44:00Z,54.00,45.00
2025-07-21T18:45:00Z,55.00,45.00
2025-07-21T18:46:00Z,62.03,42.57
2025-07-21T18:47:00Z,54.21,50.20
2025-07-21T18:48:00Z,53.00,54.78
2025-07-21T18:49:00Z,45.99,56.85
2025-07-21T18:50:00Z,40.12,65.08
2025-07-21T18:51:00Z,41.55,62.13
2025-07-21T18:52:00Z,32.65,69.72
2025-07-21T18:53:00Z,22.31,72.41
2025-07-21T18:54:00Z,12.78,84.24
2025-07-21T18:55:00Z,20.88,79.19
2025-07-21T18:56:00Z,24.99,76.62
2025-07-21T18:57:00Z,39.51,54.29
2025-07-21T18:58:00Z,47.39,54.25
2025-07-21T18:59:00Z,48.16,47.59
2025-07-21T19:00:00Z,56.23,42.64
2025-07-21T19:01:00Z,60.68,41.22
2025-07-21T19:02:00Z,58.93,42.26
2025-07-21T19:03:00Z,58.97,42.95
2025-07-21T19:04:00Z,62.24,40.89
2025-07-21T19:05:00Z,69.62,28.76
2025-07-21T19:06:00Z,86.98,20.88
2025-07-21T19:07:00Z,95.23,3.47
2025-07-21T19:08:00Z,98.46,2.99
2025-07-21T19:09:00Z,99.00,1.01
2025-07-21T19:10:00Z,99.00,3.23
2025-07-21T19:11:00Z,99.00,3.23
2025-07-21T19:12:00Z,99.00,3.23
2025-07-21T19:13:00Z,99.00,1.00
2025-07-21T19:14:00Z,99.00,1.00
2025-07-21T19:15:00Z,99.00,1.00
2025-07-21T19:16:00Z,99.00,1.00
