# event_ticker=KXATPCHALLENGERMATCH-26MAY14DJESMI
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Laslo Djere
# fav_player=Colton Smith
# dog_player=Laslo Djere
# kalshi_date=2026-05-14
timestamp,Laslo Djere,Colton Smith
2026-05-14T10:40:00Z,92.00,12.00
2026-05-14T10:41:00Z,92.00,11.00
2026-05-14T10:42:00Z,92.00,11.65
2026-05-14T10:43:00Z,89.00,11.65
2026-05-14T10:44:00Z,91.91,11.65
2026-05-14T10:46:00Z,91.91,9.00
2026-05-14T10:47:00Z,91.91,10.00
2026-05-14T10:48:00Z,91.91,10.00
2026-05-14T10:49:00Z,91.91,11.00
2026-05-14T10:50:00Z,88.00,11.58
2026-05-14T10:51:00Z,86.99,14.36
2026-05-14T10:52:00Z,86.99,17.44
2026-05-14T10:53:00Z,82.30,16.20
2026-05-14T10:54:00Z,82.30,23.79
2026-05-14T10:55:00Z,75.78,24.67
2026-05-14T10:56:00Z,78.44,23.19
2026-05-14T10:57:00Z,83.74,18.93
2026-05-14T10:58:00Z,91.00,10.00
2026-05-14T10:59:00Z,91.00,10.00
2026-05-14T11:00:00Z,91.00,9.00
2026-05-14T11:01:00Z,92.00,8.00
2026-05-14T11:02:00Z,92.00,8.00
2026-05-14T11:03:00Z,92.00,8.22
2026-05-14T11:04:00Z,92.00,7.00
2026-05-14T11:05:00Z,93.00,7.66
2026-05-14T11:06:00Z,93.00,8.00
2026-05-14T11:07:00Z,93.00,6.11
2026-05-14T11:08:00Z,94.84,5.00
2026-05-14T11:09:00Z,94.84,5.05
2026-05-14T11:10:00Z,94.00,6.89
2026-05-14T11:11:00Z,94.00,6.00
2026-05-14T11:12:00Z,95.77,5.12
2026-05-14T11:13:00Z,95.77,3.53
2026-05-14T11:14:00Z,97.00,3.00
2026-05-14T11:15:00Z,97.00,3.10
2026-05-14T11:16:00Z,97.00,3.00
2026-05-14T11:17:00Z,97.00,3.00
2026-05-14T11:18:00Z,97.00,3.63
2026-05-14T11:19:00Z,98.00,4.00
2026-05-14T11:20:00Z,98.00,4.00
2026-05-14T11:21:00Z,97.00,4.00
2026-05-14T11:22:00Z,97.00,4.00
2026-05-14T11:23:00Z,95.97,5.77
2026-05-14T11:24:00Z,95.37,4.77
2026-05-14T11:25:00Z,96.00,5.36
2026-05-14T11:26:00Z,96.00,4.00
2026-05-14T11:27:00Z,95.05,5.88
2026-05-14T11:28:00Z,92.76,7.95
2026-05-14T11:29:00Z,90.64,11.05
2026-05-14T11:30:00Z,87.61,12.76
2026-05-14T11:31:00Z,87.61,14.06
2026-05-14T11:32:00Z,86.82,13.97
2026-05-14T11:33:00Z,86.00,14.97
2026-05-14T11:34:00Z,84.57,16.84
2026-05-14T11:35:00Z,86.00,16.12
2026-05-14T11:36:00Z,88.29,12.32
2026-05-14T11:37:00Z,92.83,9.09
2026-05-14T11:38:00Z,96.60,6.36
2026-05-14T11:39:00Z,97.00,3.60
2026-05-14T11:40:00Z,96.95,3.71
2026-05-14T11:41:00Z,97.05,2.02
2026-05-14T11:42:00Z,98.00,2.44
2026-05-14T11:43:00Z,99.00,1.12
2026-05-14T11:44:00Z,97.60,1.74
2026-05-14T11:45:00Z,99.00,2.00
2026-05-14T11:46:00Z,99.00,1.47
2026-05-14T11:47:00Z,99.00,1.09
2026-05-14T11:48:00Z,97.33,2.46
2026-05-14T11:49:00Z,98.00,2.76
2026-05-14T11:50:00Z,97.43,3.41
2026-05-14T11:51:00Z,98.00,2.50
2026-05-14T11:52:00Z,99.00,2.12
2026-05-14T11:54:00Z,99.00,2.12
