# event_ticker=KXATPCHALLENGERMATCH-26APR16GADBRO
# final_score=7-6(3) 6-7(4) 7-6(4)
# score_resolution=6-7 7-6 6-7
# match_winner=Charles Broom
# fav_player=Buvaysar Gadamauri
# dog_player=Charles Broom
# kalshi_date=2026-04-16
timestamp,Buvaysar Gadamauri,Charles Broom
2026-04-17T05:38:00Z,28.26,71.79
2026-04-17T05:39:00Z,34.68,65.86
2026-04-17T05:40:00Z,41.86,58.94
2026-04-17T05:41:00Z,42.48,58.89
2026-04-17T05:42:00Z,38.19,63.57
2026-04-17T05:43:00Z,35.65,66.39
2026-04-17T05:44:00Z,34.75,65.96
2026-04-17T05:45:00Z,33.46,66.52
2026-04-17T05:46:00Z,41.91,59.37
2026-04-17T05:47:00Z,42.78,58.58
2026-04-17T05:48:00Z,43.99,57.32
2026-04-17T05:49:00Z,41.30,59.77
2026-04-17T05:50:00Z,38.61,62.67
2026-04-17T05:51:00Z,38.06,62.16
2026-04-17T05:52:00Z,44.31,55.95
2026-04-17T05:53:00Z,47.52,50.66
2026-04-17T05:54:00Z,49.58,50.06
2026-04-17T05:55:00Z,47.62,53.51
2026-04-17T05:56:00Z,45.35,55.99
2026-04-17T05:57:00Z,39.47,60.11
2026-04-17T05:58:00Z,42.75,56.26
2026-04-17T05:59:00Z,44.29,56.74
2026-04-17T06:00:00Z,43.20,55.70
2026-04-17T06:01:00Z,46.61,54.46
2026-04-17T06:02:00Z,47.59,53.62
2026-04-17T06:03:00Z,46.83,54.17
2026-04-17T06:04:00Z,56.26,39.37
2026-04-17T06:05:00Z,47.63,51.00
2026-04-17T06:06:00Z,44.31,54.81
2026-04-17T06:07:00Z,38.78,61.30
2026-04-17T06:08:00Z,25.31,72.48
2026-04-17T06:09:00Z,12.05,85.86
2026-04-17T06:10:00Z,5.72,91.78
2026-04-17T06:11:00Z,7.94,89.20
2026-04-17T06:12:00Z,7.85,90.97
2026-04-17T06:13:00Z,11.45,87.22
2026-04-17T06:14:00Z,3.36,97.53
2026-04-17T06:15:00Z,1.00,99.00
2026-04-17T06:16:00Z,1.00,99.00
2026-04-17T06:17:00Z,1.00,99.00
2026-04-17T06:18:00Z,1.00,99.00
2026-04-17T06:19:00Z,1.00,99.00
2026-04-17T06:20:00Z,1.00,99.00
2026-04-17T06:21:00Z,1.00,99.00
2026-04-17T06:22:00Z,1.00,99.00
2026-04-17T06:23:00Z,1.00,99.00
