# event_ticker=KXATPCHALLENGERMATCH-26JUN07HENDON
# final_score=6-2 3-6 7-6(6)
# score_resolution=2-6 6-3 6-7
# match_winner=Philip Henning
# fav_player=Alexander Donski
# dog_player=Philip Henning
# kalshi_date=2026-06-07
timestamp,Philip Henning,Alexander Donski
2026-06-07T10:49:00Z,94.00,8.00
2026-06-07T10:50:00Z,94.00,7.00
2026-06-07T10:51:00Z,94.00,8.00
2026-06-07T10:52:00Z,93.38,7.00
2026-06-07T10:53:00Z,94.00,4.49
2026-06-07T10:54:00Z,94.00,6.00
2026-06-07T10:55:00Z,95.07,5.03
2026-06-07T10:56:00Z,93.10,6.52
2026-06-07T10:57:00Z,93.10,9.00
2026-06-07T10:58:00Z,92.01,8.17
2026-06-07T10:59:00Z,93.00,7.00
2026-06-07T11:00:00Z,93.54,7.00
2026-06-07T11:01:00Z,91.73,10.05
2026-06-07T11:02:00Z,88.45,11.89
2026-06-07T11:03:00Z,86.00,16.93
2026-06-07T11:04:00Z,81.00,20.68
2026-06-07T11:05:00Z,79.00,21.52
2026-06-07T11:06:00Z,78.00,22.19
2026-06-07T11:07:00Z,78.00,23.00
2026-06-07T11:08:00Z,78.00,22.87
2026-06-07T11:09:00Z,78.00,23.00
2026-06-07T11:10:00Z,78.10,22.00
2026-06-07T11:11:00Z,78.35,23.02
2026-06-07T11:12:00Z,73.23,26.84
2026-06-07T11:13:00Z,75.00,26.00
2026-06-07T11:14:00Z,76.95,25.00
2026-06-07T11:15:00Z,77.21,25.00
2026-06-07T11:16:00Z,77.00,25.00
2026-06-07T11:17:00Z,77.15,22.71
2026-06-07T11:18:00Z,79.22,22.00
2026-06-07T11:19:00Z,80.91,20.25
2026-06-07T11:20:00Z,79.13,21.82
2026-06-07T11:21:00Z,77.00,24.97
2026-06-07T11:22:00Z,78.35,22.43
2026-06-07T11:23:00Z,75.39,26.50
2026-06-07T11:24:00Z,75.39,25.64
2026-06-07T11:25:00Z,78.32,24.00
2026-06-07T11:26:00Z,79.00,22.84
2026-06-07T11:27:00Z,82.31,18.54
2026-06-07T11:28:00Z,79.28,21.03
2026-06-07T11:29:00Z,86.33,20.70
2026-06-07T11:30:00Z,79.07,20.94
2026-06-07T11:31:00Z,77.17,23.31
2026-06-07T11:32:00Z,78.71,21.97
2026-06-07T11:33:00Z,79.07,21.05
2026-06-07T11:34:00Z,81.56,19.25
2026-06-07T11:35:00Z,82.00,21.55
2026-06-07T11:36:00Z,75.73,24.85
2026-06-07T11:37:00Z,73.85,25.38
2026-06-07T11:38:00Z,73.01,27.18
2026-06-07T11:39:00Z,77.90,24.14
2026-06-07T11:40:00Z,79.00,21.98
2026-06-07T11:41:00Z,79.00,18.09
2026-06-07T11:42:00Z,81.22,18.13
2026-06-07T11:43:00Z,76.20,28.19
2026-06-07T11:44:00Z,77.12,23.53
2026-06-07T11:45:00Z,79.74,21.45
2026-06-07T11:46:00Z,77.52,22.88
2026-06-07T11:47:00Z,86.79,15.15
2026-06-07T11:48:00Z,81.16,20.95
2026-06-07T11:49:00Z,74.18,27.28
2026-06-07T11:50:00Z,66.78,33.76
2026-06-07T11:51:00Z,76.98,25.81
2026-06-07T11:52:00Z,78.37,22.00
2026-06-07T11:53:00Z,80.83,21.18
2026-06-07T11:54:00Z,82.92,21.97
2026-06-07T11:55:00Z,80.40,22.40
2026-06-07T11:56:00Z,85.13,22.45
2026-06-07T11:57:00Z,79.99,22.25
2026-06-07T11:58:00Z,89.29,15.89
2026-06-07T11:59:00Z,92.93,8.73
2026-06-07T12:00:00Z,82.23,21.60
2026-06-07T12:01:00Z,72.19,28.78
2026-06-07T12:02:00Z,72.76,25.52
2026-06-07T12:03:00Z,78.00,22.37
2026-06-07T12:04:00Z,76.71,23.67
2026-06-07T12:05:00Z,69.37,29.00
2026-06-07T12:06:00Z,57.50,40.42
2026-06-07T12:07:00Z,46.14,51.51
2026-06-07T12:08:00Z,54.57,45.19
2026-06-07T12:09:00Z,58.47,44.34
2026-06-07T12:10:00Z,36.27,60.92
2026-06-07T12:11:00Z,32.68,67.43
2026-06-07T12:12:00Z,21.68,78.60
2026-06-07T12:13:00Z,33.49,68.05
2026-06-07T12:14:00Z,55.86,45.75
2026-06-07T12:15:00Z,56.08,48.99
2026-06-07T12:16:00Z,41.90,62.55
2026-06-07T12:17:00Z,59.03,41.76
2026-06-07T12:18:00Z,92.03,24.64
2026-06-07T12:19:00Z,99.00,24.64
2026-06-07T12:20:00Z,99.00,1.00
2026-06-07T12:21:00Z,99.00,1.00
2026-06-07T12:22:00Z,99.00,1.00
