# event_ticker=KXATPMATCH-26JAN13MUNCER
# final_score=3-6 7-5 6-4
# score_resolution=6-3 5-7 4-6
# match_winner=Jaume Munar
# fav_player=Francisco Cerundolo
# dog_player=Jaume Munar
# kalshi_date=2026-01-13
timestamp,Francisco Cerundolo,Jaume Munar
2026-01-14T00:14:00Z,43.00,58.00
2026-01-14T00:19:00Z,43.00,58.00
2026-01-14T00:21:00Z,43.00,58.00
2026-01-14T00:24:00Z,43.00,58.00
2026-01-14T00:26:00Z,43.00,58.00
2026-01-14T00:27:00Z,43.00,58.00
2026-01-14T00:28:00Z,43.00,58.00
2026-01-14T00:29:00Z,43.00,58.00
2026-01-14T00:30:00Z,43.00,58.00
2026-01-14T00:34:00Z,43.00,58.00
2026-01-14T00:35:00Z,43.00,58.00
2026-01-14T00:36:00Z,43.00,58.00
2026-01-14T00:38:00Z,43.00,58.00
2026-01-14T00:39:00Z,43.00,58.00
2026-01-14T00:41:00Z,41.17,58.05
2026-01-14T00:42:00Z,42.83,58.05
2026-01-14T00:43:00Z,42.83,58.00
2026-01-14T00:44:00Z,54.12,48.00
2026-01-14T00:45:00Z,56.00,48.00
2026-01-14T00:46:00Z,58.00,46.00
2026-01-14T00:48:00Z,51.66,49.00
2026-01-14T00:49:00Z,50.00,50.00
2026-01-14T00:51:00Z,54.61,50.00
2026-01-14T00:52:00Z,60.07,50.00
2026-01-14T00:53:00Z,60.07,42.02
2026-01-14T00:54:00Z,60.07,47.49
2026-01-14T00:56:00Z,56.00,47.49
2026-01-14T00:57:00Z,56.00,47.49
2026-01-14T00:58:00Z,58.60,47.49
2026-01-14T00:59:00Z,61.00,47.49
2026-01-14T01:00:00Z,63.77,38.00
2026-01-14T01:01:00Z,60.00,43.00
2026-01-14T01:02:00Z,59.00,43.00
2026-01-14T01:04:00Z,61.00,43.00
2026-01-14T01:05:00Z,63.00,43.00
2026-01-14T01:09:00Z,67.16,33.00
2026-01-14T01:10:00Z,65.54,33.00
2026-01-14T01:11:00Z,65.00,33.00
2026-01-14T01:12:00Z,65.00,36.00
2026-01-14T01:13:00Z,63.00,36.00
2026-01-14T01:16:00Z,62.63,36.00
2026-01-14T01:17:00Z,62.63,41.79
2026-01-14T01:18:00Z,53.06,41.79
2026-01-14T01:20:00Z,63.00,37.93
2026-01-14T01:21:00Z,63.00,33.50
2026-01-14T01:22:00Z,69.00,33.50
2026-01-14T01:23:00Z,73.00,33.50
2026-01-14T01:24:00Z,76.00,33.50
2026-01-14T01:25:00Z,74.50,33.50
2026-01-14T01:26:00Z,76.00,33.50
2026-01-14T01:28:00Z,78.00,24.00
2026-01-14T01:29:00Z,74.69,35.72
2026-01-14T01:30:00Z,76.47,35.72
2026-01-14T01:31:00Z,77.20,35.72
2026-01-14T01:34:00Z,77.00,35.72
2026-01-14T01:35:00Z,77.00,23.00
2026-01-14T01:36:00Z,79.00,23.00
2026-01-14T01:38:00Z,79.00,23.00
2026-01-14T01:39:00Z,78.00,23.00
2026-01-14T01:40:00Z,78.00,22.83
2026-01-14T01:41:00Z,81.00,22.83
2026-01-14T01:42:00Z,81.00,27.00
2026-01-14T01:43:00Z,79.00,23.00
2026-01-14T01:44:00Z,81.91,23.00
2026-01-14T01:46:00Z,83.00,23.00
2026-01-14T01:47:00Z,83.00,19.00
2026-01-14T01:48:00Z,83.00,20.00
2026-01-14T01:49:00Z,81.00,21.00
2026-01-14T01:50:00Z,82.06,21.00
2026-01-14T01:51:00Z,82.00,22.17
2026-01-14T01:52:00Z,79.80,22.00
2026-01-14T01:53:00Z,79.80,22.00
2026-01-14T01:54:00Z,74.94,27.41
2026-01-14T01:55:00Z,71.99,29.62
2026-01-14T01:56:00Z,61.33,35.67
2026-01-14T01:57:00Z,59.00,43.00
2026-01-14T01:58:00Z,60.04,44.00
2026-01-14T01:59:00Z,67.00,44.00
2026-01-14T02:00:00Z,70.09,33.36
2026-01-14T02:01:00Z,74.01,30.00
2026-01-14T02:02:00Z,78.00,24.21
2026-01-14T02:03:00Z,80.88,19.64
2026-01-14T02:04:00Z,82.00,18.00
2026-01-14T02:05:00Z,82.00,16.01
2026-01-14T02:06:00Z,81.06,16.00
2026-01-14T02:07:00Z,78.18,22.00
2026-01-14T02:08:00Z,75.00,23.69
2026-01-14T02:09:00Z,81.85,20.00
2026-01-14T02:10:00Z,82.00,20.00
2026-01-14T02:11:00Z,82.92,23.00
2026-01-14T02:12:00Z,76.41,24.01
2026-01-14T02:13:00Z,75.10,32.57
2026-01-14T02:14:00Z,71.74,27.25
2026-01-14T02:15:00Z,68.95,27.48
2026-01-14T02:16:00Z,69.56,30.16
2026-01-14T02:17:00Z,67.83,30.81
2026-01-14T02:18:00Z,69.97,35.03
2026-01-14T02:19:00Z,54.65,40.72
2026-01-14T02:20:00Z,54.00,48.00
2026-01-14T02:21:00Z,54.00,49.20
2026-01-14T02:22:00Z,48.72,50.00
2026-01-14T02:23:00Z,45.54,56.70
2026-01-14T02:24:00Z,46.94,56.09
2026-01-14T02:25:00Z,46.94,53.02
2026-01-14T02:26:00Z,47.00,55.00
2026-01-14T02:27:00Z,47.00,55.00
2026-01-14T02:28:00Z,53.15,55.00
2026-01-14T02:29:00Z,53.87,51.00
2026-01-14T02:30:00Z,56.22,45.00
2026-01-14T02:31:00Z,54.04,48.96
2026-01-14T02:32:00Z,47.88,49.18
2026-01-14T02:33:00Z,47.14,58.72
2026-01-14T02:34:00Z,38.00,58.00
2026-01-14T02:35:00Z,29.09,66.12
2026-01-14T02:36:00Z,36.71,71.74
2026-01-14T02:37:00Z,26.99,74.54
2026-01-14T02:38:00Z,22.66,77.21
2026-01-14T02:39:00Z,25.20,73.25
2026-01-14T02:40:00Z,28.97,73.25
2026-01-14T02:41:00Z,26.00,72.00
2026-01-14T02:42:00Z,37.15,72.00
2026-01-14T02:43:00Z,21.76,76.80
2026-01-14T02:44:00Z,15.73,81.00
2026-01-14T02:45:00Z,27.72,85.66
2026-01-14T02:46:00Z,15.29,85.50
2026-01-14T02:47:00Z,19.75,86.00
2026-01-14T02:48:00Z,22.27,80.00
2026-01-14T02:49:00Z,22.16,80.00
2026-01-14T02:50:00Z,27.90,80.00
2026-01-14T02:51:00Z,22.79,79.00
2026-01-14T02:52:00Z,15.99,84.43
2026-01-14T02:53:00Z,12.19,87.29
2026-01-14T02:54:00Z,14.56,87.03
2026-01-14T02:55:00Z,18.27,83.00
2026-01-14T02:56:00Z,19.00,82.00
2026-01-14T02:57:00Z,18.70,87.00
2026-01-14T02:58:00Z,11.17,85.75
2026-01-14T02:59:00Z,6.40,90.73
2026-01-14T03:00:00Z,8.27,91.98
2026-01-14T03:01:00Z,6.89,94.50
2026-01-14T03:02:00Z,7.15,92.35
2026-01-14T03:03:00Z,10.64,90.10
2026-01-14T03:04:00Z,11.79,90.00
2026-01-14T03:05:00Z,11.94,90.00
2026-01-14T03:06:00Z,4.16,95.97
2026-01-14T03:07:00Z,2.49,98.50
2026-01-14T03:08:00Z,1.43,98.97
2026-01-14T03:09:00Z,1.18,99.00
2026-01-14T03:10:00Z,1.00,99.00
2026-01-14T03:11:00Z,1.00,99.00
