# event_ticker=KXATPMATCH-25OCT21COLROY
# final_score=6-4 7-6(5)
# score_resolution=4-6 6-7
# match_winner=Valentin Royer
# fav_player=Raphael Collignon
# dog_player=Valentin Royer
# kalshi_date=2025-10-21
timestamp,Raphael Collignon,Valentin Royer
2025-10-21T14:02:00Z,53.52,49.43
2025-10-21T14:03:00Z,55.86,47.54
2025-10-21T14:04:00Z,58.90,46.72
2025-10-21T14:05:00Z,60.64,43.41
2025-10-21T14:06:00Z,53.73,47.68
2025-10-21T14:07:00Z,53.23,49.00
2025-10-21T14:08:00Z,53.23,49.00
2025-10-21T14:09:00Z,55.74,47.20
2025-10-21T14:10:00Z,57.21,45.41
2025-10-21T14:11:00Z,58.52,46.86
2025-10-21T14:12:00Z,55.19,47.19
2025-10-21T14:13:00Z,59.51,46.73
2025-10-21T14:14:00Z,57.83,42.97
2025-10-21T14:15:00Z,54.45,46.67
2025-10-21T14:16:00Z,54.00,47.00
2025-10-21T14:17:00Z,49.84,50.47
2025-10-21T14:18:00Z,43.68,56.89
2025-10-21T14:19:00Z,32.81,63.08
2025-10-21T14:20:00Z,28.25,73.53
2025-10-21T14:21:00Z,28.17,73.27
2025-10-21T14:22:00Z,28.17,78.46
2025-10-21T14:23:00Z,28.28,73.03
2025-10-21T14:24:00Z,25.32,76.39
2025-10-21T14:25:00Z,23.06,75.74
2025-10-21T14:26:00Z,25.59,76.31
2025-10-21T14:27:00Z,25.59,72.20
2025-10-21T14:28:00Z,27.12,73.75
2025-10-21T14:29:00Z,26.00,76.86
2025-10-21T14:30:00Z,24.94,76.86
2025-10-21T14:31:00Z,24.03,76.00
2025-10-21T14:32:00Z,26.71,77.56
2025-10-21T14:33:00Z,30.18,75.89
2025-10-21T14:34:00Z,33.94,69.61
2025-10-21T14:35:00Z,37.72,66.25
2025-10-21T14:36:00Z,32.04,69.48
2025-10-21T14:37:00Z,30.00,70.55
2025-10-21T14:38:00Z,31.92,74.64
2025-10-21T14:39:00Z,27.29,72.91
2025-10-21T14:40:00Z,27.29,72.28
2025-10-21T14:41:00Z,26.76,76.54
2025-10-21T14:42:00Z,27.00,74.93
2025-10-21T14:43:00Z,29.20,73.79
2025-10-21T14:44:00Z,25.87,73.84
2025-10-21T14:45:00Z,25.87,75.84
2025-10-21T14:46:00Z,29.48,72.07
2025-10-21T14:47:00Z,28.00,73.39
2025-10-21T14:48:00Z,29.00,71.94
2025-10-21T14:49:00Z,29.08,71.11
2025-10-21T14:50:00Z,27.02,72.46
2025-10-21T14:51:00Z,26.82,76.07
2025-10-21T14:52:00Z,25.88,77.20
2025-10-21T14:53:00Z,24.86,79.88
2025-10-21T14:54:00Z,23.91,77.17
2025-10-21T14:55:00Z,26.67,74.78
2025-10-21T14:56:00Z,27.71,75.33
2025-10-21T14:57:00Z,29.07,73.61
2025-10-21T14:58:00Z,26.48,76.96
2025-10-21T14:59:00Z,34.82,70.51
2025-10-21T15:00:00Z,26.19,72.40
2025-10-21T15:01:00Z,23.00,81.32
2025-10-21T15:02:00Z,21.00,82.01
2025-10-21T15:03:00Z,18.94,86.77
2025-10-21T15:04:00Z,14.40,85.57
2025-10-21T15:05:00Z,11.33,87.70
2025-10-21T15:06:00Z,23.71,78.15
2025-10-21T15:07:00Z,28.50,73.03
2025-10-21T15:08:00Z,33.06,72.86
2025-10-21T15:09:00Z,38.45,59.88
2025-10-21T15:10:00Z,46.63,59.18
2025-10-21T15:11:00Z,36.13,69.83
2025-10-21T15:12:00Z,30.43,72.22
2025-10-21T15:13:00Z,27.31,73.00
2025-10-21T15:14:00Z,24.62,72.24
2025-10-21T15:15:00Z,4.88,95.42
2025-10-21T15:16:00Z,4.88,99.00
