# event_ticker=KXATPCHALLENGERMATCH-26APR11JARROD
# final_score=6-7(6) 7-6(4) 7-6(4)
# score_resolution=6-7 7-6 7-6
# match_winner=Jurij Rodionov
# fav_player=Jurij Rodionov
# dog_player=Nicolas Jarry
# kalshi_date=2026-04-11
timestamp,Jurij Rodionov,Nicolas Jarry
2026-04-11T16:49:00Z,20.86,82.13
2026-04-11T16:50:00Z,18.16,84.62
2026-04-11T16:51:00Z,12.87,88.30
2026-04-11T16:52:00Z,16.78,81.37
2026-04-11T16:53:00Z,19.67,80.75
2026-04-11T16:54:00Z,19.55,81.86
2026-04-11T16:55:00Z,16.39,84.00
2026-04-11T16:56:00Z,15.31,85.00
2026-04-11T16:57:00Z,15.03,85.77
2026-04-11T16:58:00Z,16.86,83.00
2026-04-11T16:59:00Z,16.17,85.59
2026-04-11T17:00:00Z,11.21,88.61
2026-04-11T17:01:00Z,17.97,84.87
2026-04-11T17:02:00Z,18.78,82.00
2026-04-11T17:03:00Z,18.74,82.09
2026-04-11T17:04:00Z,21.95,79.50
2026-04-11T17:05:00Z,19.00,81.78
2026-04-11T17:06:00Z,19.66,83.86
2026-04-11T17:07:00Z,20.91,81.98
2026-04-11T17:08:00Z,19.07,79.75
2026-04-11T17:09:00Z,17.05,81.55
2026-04-11T17:10:00Z,18.78,80.29
2026-04-11T17:11:00Z,21.96,77.85
2026-04-11T17:12:00Z,23.30,79.32
2026-04-11T17:13:00Z,24.28,77.77
2026-04-11T17:14:00Z,26.82,74.62
2026-04-11T17:15:00Z,25.35,76.85
2026-04-11T17:16:00Z,19.67,84.56
2026-04-11T17:17:00Z,18.75,81.16
2026-04-11T17:18:00Z,23.34,79.55
2026-04-11T17:19:00Z,30.78,72.75
2026-04-11T17:20:00Z,25.12,78.00
2026-04-11T17:21:00Z,31.95,77.49
2026-04-11T17:22:00Z,33.16,67.60
2026-04-11T17:23:00Z,32.03,65.68
2026-04-11T17:24:00Z,35.81,61.38
2026-04-11T17:25:00Z,38.45,61.93
2026-04-11T17:26:00Z,40.00,60.51
2026-04-11T17:27:00Z,41.07,58.82
2026-04-11T17:28:00Z,40.83,59.00
2026-04-11T17:29:00Z,41.57,59.00
2026-04-11T17:30:00Z,47.91,57.87
2026-04-11T17:31:00Z,45.26,55.77
2026-04-11T17:32:00Z,45.07,57.65
2026-04-11T17:33:00Z,39.53,59.69
2026-04-11T17:34:00Z,37.28,61.80
2026-04-11T17:35:00Z,39.74,60.96
2026-04-11T17:36:00Z,37.34,62.61
2026-04-11T17:37:00Z,43.00,58.54
2026-04-11T17:38:00Z,46.06,55.51
2026-04-11T17:39:00Z,58.96,42.43
2026-04-11T17:40:00Z,62.52,43.72
2026-04-11T17:41:00Z,49.89,51.43
2026-04-11T17:42:00Z,44.39,57.08
2026-04-11T17:43:00Z,43.61,55.62
2026-04-11T17:44:00Z,39.25,60.56
2026-04-11T17:45:00Z,40.64,59.79
2026-04-11T17:46:00Z,44.25,56.41
2026-04-11T17:47:00Z,36.50,64.94
2026-04-11T17:48:00Z,30.82,69.86
2026-04-11T17:49:00Z,43.50,57.90
2026-04-11T17:50:00Z,41.52,58.77
2026-04-11T17:51:00Z,40.47,61.24
2026-04-11T17:52:00Z,38.03,63.00
2026-04-11T17:53:00Z,38.44,63.00
2026-04-11T17:54:00Z,34.23,67.93
2026-04-11T17:55:00Z,38.20,63.02
2026-04-11T17:56:00Z,43.35,58.00
2026-04-11T17:57:00Z,40.52,61.02
2026-04-11T17:58:00Z,36.30,64.37
2026-04-11T17:59:00Z,34.89,65.49
2026-04-11T18:00:00Z,36.29,63.81
2026-04-11T18:01:00Z,40.89,60.98
2026-04-11T18:02:00Z,40.08,60.72
2026-04-11T18:03:00Z,42.53,58.61
2026-04-11T18:04:00Z,41.15,61.76
2026-04-11T18:05:00Z,42.72,60.06
2026-04-11T18:06:00Z,35.80,65.74
2026-04-11T18:07:00Z,33.60,66.53
2026-04-11T18:08:00Z,29.39,68.49
2026-04-11T18:09:00Z,33.34,69.51
2026-04-11T18:10:00Z,39.16,61.40
2026-04-11T18:11:00Z,40.24,60.73
2026-04-11T18:12:00Z,36.53,64.53
2026-04-11T18:13:00Z,31.92,68.34
2026-04-11T18:14:00Z,32.29,67.76
2026-04-11T18:15:00Z,31.38,68.97
2026-04-11T18:16:00Z,26.12,75.45
2026-04-11T18:17:00Z,15.80,84.97
2026-04-11T18:18:00Z,21.95,76.72
2026-04-11T18:19:00Z,31.79,71.02
2026-04-11T18:20:00Z,18.13,83.10
2026-04-11T18:21:00Z,29.71,73.25
2026-04-11T18:22:00Z,22.01,79.72
2026-04-11T18:23:00Z,35.15,63.43
2026-04-11T18:24:00Z,43.47,58.18
2026-04-11T18:25:00Z,58.82,41.20
2026-04-11T18:26:00Z,58.92,42.85
2026-04-11T18:27:00Z,63.18,36.95
2026-04-11T18:28:00Z,71.92,28.62
2026-04-11T18:29:00Z,80.65,16.74
2026-04-11T18:30:00Z,74.34,25.08
2026-04-11T18:31:00Z,91.74,9.04
2026-04-11T18:32:00Z,99.00,1.00
2026-04-11T18:33:00Z,99.00,1.00
