# event_ticker=KXATPCHALLENGERMATCH-26MAY19STEBAL
# final_score=6-4 6-7(2) 6-4
# score_resolution=6-4 6-7 6-4
# match_winner=Hamish Stewart
# fav_player=Hamish Stewart
# dog_player=Aditya Vishal Balsekar
# kalshi_date=2026-05-19
timestamp,Hamish Stewart,Aditya Vishal Balsekar
2026-05-19T09:23:00Z,90.46,9.95
2026-05-19T09:24:00Z,90.46,9.78
2026-05-19T09:25:00Z,90.46,11.00
2026-05-19T09:26:00Z,92.35,7.10
2026-05-19T09:27:00Z,93.00,8.00
2026-05-19T09:28:00Z,91.91,10.00
2026-05-19T09:29:00Z,94.96,5.18
2026-05-19T09:30:00Z,96.00,4.88
2026-05-19T09:31:00Z,94.00,5.22
2026-05-19T09:32:00Z,94.88,5.49
2026-05-19T09:33:00Z,95.00,5.26
2026-05-19T09:34:00Z,96.00,4.95
2026-05-19T09:36:00Z,96.00,4.42
2026-05-19T09:37:00Z,97.00,4.28
2026-05-19T09:38:00Z,97.00,5.00
2026-05-19T09:39:00Z,97.00,4.97
2026-05-19T09:40:00Z,96.00,4.84
2026-05-19T09:41:00Z,96.00,3.98
2026-05-19T09:42:00Z,96.00,4.00
2026-05-19T09:43:00Z,96.67,3.04
2026-05-19T09:44:00Z,98.00,2.63
2026-05-19T09:45:00Z,97.00,3.19
2026-05-19T09:46:00Z,98.00,3.48
2026-05-19T09:47:00Z,96.81,4.84
2026-05-19T09:48:00Z,96.00,5.96
2026-05-19T09:49:00Z,95.00,5.00
2026-05-19T09:50:00Z,95.00,4.00
2026-05-19T09:51:00Z,96.00,4.94
2026-05-19T09:52:00Z,96.00,5.00
2026-05-19T09:53:00Z,95.00,5.70
2026-05-19T09:54:00Z,95.00,6.00
2026-05-19T09:55:00Z,94.00,6.28
2026-05-19T09:56:00Z,93.25,7.00
2026-05-19T09:57:00Z,93.25,6.99
2026-05-19T09:59:00Z,94.00,6.01
2026-05-19T10:00:00Z,94.00,5.65
2026-05-19T10:01:00Z,95.07,6.00
2026-05-19T10:02:00Z,94.00,6.08
2026-05-19T10:03:00Z,94.00,7.00
2026-05-19T10:04:00Z,94.00,7.00
2026-05-19T10:05:00Z,95.00,5.34
2026-05-19T10:06:00Z,95.00,6.00
2026-05-19T10:07:00Z,95.00,5.98
2026-05-19T10:08:00Z,94.66,6.57
2026-05-19T10:09:00Z,94.66,7.83
2026-05-19T10:10:00Z,96.00,5.41
2026-05-19T10:11:00Z,96.82,4.99
2026-05-19T10:12:00Z,95.45,6.30
2026-05-19T10:13:00Z,95.45,6.00
2026-05-19T10:14:00Z,95.45,6.00
2026-05-19T10:15:00Z,94.59,5.90
2026-05-19T10:16:00Z,94.59,7.00
2026-05-19T10:17:00Z,94.59,6.49
2026-05-19T10:18:00Z,94.59,6.36
2026-05-19T10:19:00Z,92.00,7.00
2026-05-19T10:20:00Z,89.15,10.77
2026-05-19T10:21:00Z,91.38,8.00
2026-05-19T10:22:00Z,91.38,10.46
2026-05-19T10:23:00Z,94.00,6.13
2026-05-19T10:24:00Z,97.05,4.82
2026-05-19T10:25:00Z,96.00,3.63
2026-05-19T10:26:00Z,96.00,5.12
2026-05-19T10:27:00Z,96.00,4.81
2026-05-19T10:28:00Z,94.00,6.01
2026-05-19T10:29:00Z,96.00,6.70
2026-05-19T10:30:00Z,94.00,6.06
2026-05-19T10:31:00Z,94.00,6.04
2026-05-19T10:32:00Z,93.02,6.84
2026-05-19T10:33:00Z,93.02,6.67
2026-05-19T10:34:00Z,93.00,7.28
2026-05-19T10:35:00Z,91.00,9.30
2026-05-19T10:36:00Z,91.83,9.64
2026-05-19T10:37:00Z,91.83,9.09
2026-05-19T10:38:00Z,93.00,6.79
2026-05-19T10:39:00Z,93.00,8.00
2026-05-19T10:40:00Z,92.00,8.43
2026-05-19T10:41:00Z,91.00,9.96
2026-05-19T10:42:00Z,89.92,13.18
2026-05-19T10:43:00Z,91.00,8.80
2026-05-19T10:44:00Z,92.97,9.03
2026-05-19T10:45:00Z,92.19,8.42
2026-05-19T10:46:00Z,92.19,9.79
2026-05-19T10:47:00Z,87.86,10.78
2026-05-19T10:48:00Z,92.45,11.56
2026-05-19T10:49:00Z,83.97,14.12
2026-05-19T10:50:00Z,84.51,21.45
2026-05-19T10:51:00Z,77.27,25.16
2026-05-19T10:52:00Z,76.33,22.07
2026-05-19T10:53:00Z,77.49,23.86
2026-05-19T10:54:00Z,77.00,22.73
2026-05-19T10:55:00Z,77.00,24.00
2026-05-19T10:56:00Z,77.00,23.71
2026-05-19T10:57:00Z,77.00,22.89
2026-05-19T10:58:00Z,78.00,24.07
2026-05-19T10:59:00Z,78.46,18.35
2026-05-19T11:00:00Z,78.92,21.00
2026-05-19T11:01:00Z,81.93,18.47
2026-05-19T11:02:00Z,80.27,17.93
2026-05-19T11:03:00Z,78.92,23.07
2026-05-19T11:04:00Z,76.00,23.82
2026-05-19T11:05:00Z,73.00,26.09
2026-05-19T11:06:00Z,65.92,41.00
2026-05-19T11:07:00Z,47.51,54.76
2026-05-19T11:08:00Z,45.94,53.56
2026-05-19T11:09:00Z,50.14,53.86
2026-05-19T11:10:00Z,51.32,50.05
2026-05-19T11:11:00Z,51.23,49.42
2026-05-19T11:12:00Z,44.80,55.78
2026-05-19T11:13:00Z,39.95,60.07
2026-05-19T11:14:00Z,39.50,61.22
2026-05-19T11:15:00Z,43.37,56.54
2026-05-19T11:16:00Z,43.00,57.24
2026-05-19T11:17:00Z,44.00,56.75
2026-05-19T11:18:00Z,44.59,56.58
2026-05-19T11:19:00Z,45.15,55.73
2026-05-19T11:20:00Z,47.03,48.29
2026-05-19T11:21:00Z,63.34,33.44
2026-05-19T11:22:00Z,76.30,23.46
2026-05-19T11:23:00Z,81.63,20.94
2026-05-19T11:24:00Z,82.96,16.71
2026-05-19T11:25:00Z,81.75,18.93
2026-05-19T11:26:00Z,78.67,24.50
2026-05-19T11:27:00Z,76.32,25.66
2026-05-19T11:28:00Z,74.80,27.30
2026-05-19T11:29:00Z,81.04,22.64
2026-05-19T11:30:00Z,75.10,27.10
2026-05-19T11:31:00Z,72.64,25.22
2026-05-19T11:32:00Z,78.90,22.71
2026-05-19T11:33:00Z,76.71,21.21
2026-05-19T11:34:00Z,80.20,20.08
2026-05-19T11:35:00Z,90.99,12.80
2026-05-19T11:36:00Z,89.68,11.92
2026-05-19T11:37:00Z,82.18,17.45
2026-05-19T11:38:00Z,84.19,15.16
2026-05-19T11:39:00Z,96.67,2.89
2026-05-19T11:40:00Z,99.00,1.00
2026-05-19T11:41:00Z,99.00,1.00
2026-05-19T11:42:00Z,99.00,1.00
2026-05-19T11:43:00Z,99.00,1.00
2026-05-19T11:44:00Z,99.00,1.00
