# event_ticker=KXATPCHALLENGERMATCH-26APR13TRODEL
# final_score=7-6(1) 3-6 6-1
# score_resolution=7-6 3-6 6-1
# match_winner=James Trotter
# fav_player=James Kent Trotter
# dog_player=Jake Delaney
# kalshi_date=2026-04-13
timestamp,James Kent Trotter,Jake Delaney
2026-04-14T02:27:00Z,79.00,22.11
2026-04-14T02:28:00Z,77.00,23.02
2026-04-14T02:29:00Z,77.00,24.09
2026-04-14T02:30:00Z,80.00,21.84
2026-04-14T02:31:00Z,80.00,21.00
2026-04-14T02:32:00Z,79.00,22.16
2026-04-14T02:33:00Z,77.00,25.60
2026-04-14T02:34:00Z,78.00,24.02
2026-04-14T02:35:00Z,73.17,24.59
2026-04-14T02:36:00Z,74.44,28.28
2026-04-14T02:37:00Z,73.38,27.38
2026-04-14T02:38:00Z,73.00,28.64
2026-04-14T02:39:00Z,76.12,26.32
2026-04-14T02:40:00Z,75.00,25.00
2026-04-14T02:41:00Z,71.46,27.26
2026-04-14T02:42:00Z,72.00,29.72
2026-04-14T02:43:00Z,70.41,30.22
2026-04-14T02:44:00Z,67.27,31.00
2026-04-14T02:45:00Z,66.84,35.28
2026-04-14T02:46:00Z,60.28,38.00
2026-04-14T02:47:00Z,68.17,35.98
2026-04-14T02:48:00Z,62.51,35.85
2026-04-14T02:49:00Z,58.24,42.79
2026-04-14T02:50:00Z,62.37,38.94
2026-04-14T02:51:00Z,71.60,29.65
2026-04-14T02:52:00Z,61.01,37.96
2026-04-14T02:53:00Z,71.22,33.71
2026-04-14T02:54:00Z,72.71,31.44
2026-04-14T02:55:00Z,67.93,33.42
2026-04-14T02:56:00Z,69.91,30.79
2026-04-14T02:57:00Z,72.95,27.14
2026-04-14T02:58:00Z,73.00,28.34
2026-04-14T02:59:00Z,73.00,25.13
2026-04-14T03:00:00Z,71.79,26.53
2026-04-14T03:01:00Z,74.00,28.46
2026-04-14T03:02:00Z,75.00,29.00
2026-04-14T03:03:00Z,69.00,28.67
2026-04-14T03:04:00Z,72.25,29.67
2026-04-14T03:05:00Z,72.25,32.00
2026-04-14T03:06:00Z,68.13,34.00
2026-04-14T03:07:00Z,68.00,33.70
2026-04-14T03:08:00Z,69.59,30.95
2026-04-14T03:09:00Z,71.31,30.13
2026-04-14T03:10:00Z,71.94,29.97
2026-04-14T03:11:00Z,72.00,29.97
2026-04-14T03:12:00Z,69.58,33.05
2026-04-14T03:13:00Z,66.00,36.02
2026-04-14T03:14:00Z,67.00,36.21
2026-04-14T03:15:00Z,69.58,32.15
2026-04-14T03:16:00Z,76.40,25.51
2026-04-14T03:17:00Z,75.46,25.01
2026-04-14T03:18:00Z,80.80,22.41
2026-04-14T03:19:00Z,84.06,15.19
2026-04-14T03:20:00Z,88.38,12.91
2026-04-14T03:21:00Z,87.06,12.99
2026-04-14T03:22:00Z,87.38,12.59
2026-04-14T03:23:00Z,88.84,12.14
2026-04-14T03:24:00Z,90.49,11.22
2026-04-14T03:25:00Z,87.53,12.78
2026-04-14T03:26:00Z,90.75,9.49
2026-04-14T03:27:00Z,88.97,12.04
2026-04-14T03:28:00Z,87.00,12.64
2026-04-14T03:29:00Z,87.00,13.46
2026-04-14T03:30:00Z,86.28,14.55
2026-04-14T03:31:00Z,84.86,16.28
2026-04-14T03:32:00Z,86.00,15.02
2026-04-14T03:33:00Z,88.07,12.78
2026-04-14T03:34:00Z,90.43,12.94
2026-04-14T03:35:00Z,91.22,8.68
2026-04-14T03:36:00Z,90.96,10.99
2026-04-14T03:37:00Z,90.00,12.97
2026-04-14T03:38:00Z,85.79,15.92
2026-04-14T03:39:00Z,86.00,15.98
2026-04-14T03:40:00Z,86.00,15.07
2026-04-14T03:41:00Z,86.18,15.07
2026-04-14T03:42:00Z,86.01,15.08
2026-04-14T03:43:00Z,87.69,12.62
2026-04-14T03:44:00Z,86.09,12.66
2026-04-14T03:45:00Z,84.29,16.68
2026-04-14T03:46:00Z,84.00,16.98
2026-04-14T03:47:00Z,81.04,18.46
2026-04-14T03:48:00Z,85.00,16.71
2026-04-14T03:49:00Z,80.05,20.75
2026-04-14T03:50:00Z,72.02,31.00
2026-04-14T03:51:00Z,64.90,35.74
2026-04-14T03:52:00Z,62.68,37.74
2026-04-14T03:53:00Z,61.05,40.49
2026-04-14T03:54:00Z,58.71,40.00
2026-04-14T03:55:00Z,61.92,39.19
2026-04-14T03:56:00Z,63.15,36.88
2026-04-14T03:57:00Z,62.19,37.88
2026-04-14T03:58:00Z,64.52,37.66
2026-04-14T03:59:00Z,69.22,29.98
2026-04-14T04:00:00Z,76.54,23.35
2026-04-14T04:01:00Z,76.79,24.51
2026-04-14T04:02:00Z,66.92,31.99
2026-04-14T04:03:00Z,67.00,35.34
2026-04-14T04:04:00Z,66.33,35.32
2026-04-14T04:05:00Z,66.29,34.95
2026-04-14T04:06:00Z,63.94,37.18
2026-04-14T04:07:00Z,65.00,35.42
2026-04-14T04:08:00Z,65.01,36.44
2026-04-14T04:09:00Z,66.46,35.32
2026-04-14T04:10:00Z,64.35,34.11
2026-04-14T04:11:00Z,58.73,42.75
2026-04-14T04:12:00Z,61.03,44.07
2026-04-14T04:13:00Z,67.41,32.32
2026-04-14T04:14:00Z,69.22,33.03
2026-04-14T04:15:00Z,68.76,33.97
2026-04-14T04:16:00Z,64.56,35.77
2026-04-14T04:17:00Z,64.66,39.16
2026-04-14T04:18:00Z,65.58,35.76
2026-04-14T04:19:00Z,66.92,36.02
2026-04-14T04:20:00Z,65.19,35.71
2026-04-14T04:21:00Z,69.97,35.54
2026-04-14T04:22:00Z,68.67,34.57
2026-04-14T04:23:00Z,76.46,25.76
2026-04-14T04:24:00Z,74.18,27.03
2026-04-14T04:25:00Z,75.06,24.69
2026-04-14T04:26:00Z,89.88,11.77
2026-04-14T04:27:00Z,82.40,17.54
2026-04-14T04:28:00Z,70.85,29.97
2026-04-14T04:29:00Z,75.84,26.20
2026-04-14T04:30:00Z,85.13,17.84
2026-04-14T04:31:00Z,83.93,18.09
2026-04-14T04:32:00Z,89.72,10.67
2026-04-14T04:33:00Z,91.77,10.03
2026-04-14T04:34:00Z,92.36,7.63
2026-04-14T04:35:00Z,92.58,7.79
2026-04-14T04:36:00Z,95.95,3.41
2026-04-14T04:37:00Z,98.11,2.09
2026-04-14T04:38:00Z,98.31,1.68
2026-04-14T04:39:00Z,98.27,1.45
2026-04-14T04:40:00Z,98.89,1.37
2026-04-14T04:41:00Z,99.00,1.03
2026-04-14T04:42:00Z,98.69,1.25
2026-04-14T04:43:00Z,99.00,1.00
2026-04-14T04:44:00Z,99.00,1.00
2026-04-14T04:45:00Z,99.00,1.00
2026-04-14T04:46:00Z,99.00,1.00
2026-04-14T04:47:00Z,99.00,1.00
2026-04-14T04:48:00Z,99.00,1.00
2026-04-14T04:49:00Z,99.00,1.00
2026-04-14T04:50:00Z,99.00,1.00
2026-04-14T04:51:00Z,99.00,1.56
2026-04-14T04:52:00Z,99.00,1.18
2026-04-14T04:53:00Z,99.00,1.22
2026-04-14T04:54:00Z,99.00,1.68
2026-04-14T04:55:00Z,99.00,1.00
2026-04-14T04:56:00Z,99.00,1.00
2026-04-14T04:57:00Z,99.00,1.00
2026-04-14T04:58:00Z,99.00,1.00
2026-04-14T05:00:00Z,99.00,1.00
2026-04-14T05:01:00Z,99.00,1.00
