# event_ticker=KXATPMATCH-26MAR17TABCOM
# final_score=6-4 6-2
# match_winner=Alejandro Tabilo
# fav_player=Alejandro Tabilo
# dog_player=Francisco Comesana
# kalshi_date=2026-03-17
timestamp,Alejandro Tabilo,Francisco Comesana
2026-03-19T22:39:00Z,80.00,20.99
2026-03-19T22:40:00Z,80.96,19.78
2026-03-19T22:41:00Z,76.10,24.79
2026-03-19T22:42:00Z,81.95,19.60
2026-03-19T22:43:00Z,80.20,19.86
2026-03-19T22:44:00Z,82.60,19.99
2026-03-19T22:45:00Z,80.94,20.57
2026-03-19T22:46:00Z,80.00,21.00
2026-03-19T22:47:00Z,80.06,20.43
2026-03-19T22:48:00Z,82.82,18.00
2026-03-19T22:49:00Z,84.98,15.99
2026-03-19T22:50:00Z,84.26,18.40
2026-03-19T22:51:00Z,81.00,19.04
2026-03-19T22:52:00Z,81.00,20.00
2026-03-19T22:53:00Z,81.56,19.06
2026-03-19T22:54:00Z,83.07,17.14
2026-03-19T22:55:00Z,86.00,15.00
2026-03-19T22:56:00Z,86.00,15.58
2026-03-19T22:57:00Z,85.00,15.95
2026-03-19T22:58:00Z,84.00,15.84
2026-03-19T22:59:00Z,84.00,17.00
2026-03-19T23:00:00Z,84.00,18.82
2026-03-19T23:01:00Z,83.00,17.18
2026-03-19T23:02:00Z,86.63,15.14
2026-03-19T23:03:00Z,86.38,15.00
2026-03-19T23:04:00Z,86.05,13.68
2026-03-19T23:05:00Z,87.00,12.50
2026-03-19T23:06:00Z,89.13,13.54
2026-03-19T23:07:00Z,91.77,9.52
2026-03-19T23:08:00Z,91.00,9.61
2026-03-19T23:09:00Z,94.00,5.28
2026-03-19T23:10:00Z,94.00,5.55
2026-03-19T23:11:00Z,94.57,4.98
2026-03-19T23:12:00Z,96.00,4.19
2026-03-19T23:13:00Z,96.03,4.58
2026-03-19T23:14:00Z,97.00,3.92
2026-03-19T23:15:00Z,98.40,1.91
2026-03-19T23:16:00Z,98.42,1.57
2026-03-19T23:17:00Z,99.00,1.78
2026-03-19T23:18:00Z,99.00,2.00
2026-03-19T23:19:00Z,99.00,2.00
2026-03-19T23:20:00Z,99.00,1.00
2026-03-19T23:21:00Z,99.00,1.00
2026-03-19T23:23:00Z,99.00,1.00
2026-03-19T23:24:00Z,99.00,1.90
2026-03-19T23:26:00Z,99.00,2.00
2026-03-19T23:28:00Z,99.00,2.00
2026-03-19T23:29:00Z,99.00,2.00
2026-03-19T23:30:00Z,99.00,2.00
2026-03-19T23:31:00Z,99.00,1.49
2026-03-19T23:32:00Z,99.00,1.85
2026-03-19T23:33:00Z,99.00,1.85
2026-03-19T23:34:00Z,99.00,1.00
2026-03-19T23:35:00Z,99.00,1.00
2026-03-19T23:36:00Z,99.00,1.00
2026-03-19T23:37:00Z,99.00,1.00
2026-03-19T23:39:00Z,99.00,1.00
2026-03-19T23:40:00Z,99.00,1.00
2026-03-19T23:41:00Z,99.00,1.00
2026-03-19T23:44:00Z,99.00,1.00
