# event_ticker=KXATPCHALLENGERMATCH-26MAR10MAKHEN
# final_score=6-3 6-4
# match_winner=Philip Henning
# fav_player=Philip Henning
# dog_player=Peter Makk
# kalshi_date=2026-03-10
timestamp,Philip Henning,Peter Makk
2026-03-10T09:12:00Z,78.00,21.58
2026-03-10T09:13:00Z,83.04,21.58
2026-03-10T09:14:00Z,75.06,28.62
2026-03-10T09:15:00Z,71.00,30.70
2026-03-10T09:17:00Z,64.29,32.31
2026-03-10T09:18:00Z,64.29,33.71
2026-03-10T09:19:00Z,71.03,30.99
2026-03-10T09:20:00Z,73.00,24.00
2026-03-10T09:23:00Z,62.75,36.00
2026-03-10T09:24:00Z,64.00,36.00
2026-03-10T09:25:00Z,66.05,35.50
2026-03-10T09:27:00Z,67.90,34.53
2026-03-10T09:28:00Z,66.32,36.72
2026-03-10T09:29:00Z,69.00,36.72
2026-03-10T09:30:00Z,69.00,36.72
2026-03-10T09:31:00Z,75.00,27.64
2026-03-10T09:32:00Z,81.67,16.70
2026-03-10T09:33:00Z,86.48,12.38
2026-03-10T09:34:00Z,86.81,15.78
2026-03-10T09:35:00Z,80.00,20.69
2026-03-10T09:36:00Z,81.44,20.69
2026-03-10T09:37:00Z,75.24,25.64
2026-03-10T09:38:00Z,81.00,19.98
2026-03-10T09:39:00Z,81.00,16.70
2026-03-10T09:40:00Z,81.81,19.00
2026-03-10T09:41:00Z,84.91,19.00
2026-03-10T09:42:00Z,86.11,14.01
2026-03-10T09:43:00Z,86.11,15.00
2026-03-10T09:44:00Z,85.80,14.00
2026-03-10T09:45:00Z,91.00,14.00
2026-03-10T09:46:00Z,97.94,2.07
2026-03-10T09:47:00Z,99.00,1.00
2026-03-10T09:48:00Z,99.00,1.00
2026-03-10T09:49:00Z,99.00,1.00
2026-03-10T09:50:00Z,99.00,1.00
2026-03-10T09:52:00Z,99.00,1.00
