# event_ticker=KXATPCHALLENGERMATCH-26MAY10ROCSAF
# final_score=5-7 7-6(5) 6-2
# score_resolution=7-5 6-7 2-6
# match_winner=Roman Safiullin
# fav_player=Henrique Rocha
# dog_player=Roman Safiullin
# kalshi_date=2026-05-10
timestamp,Henrique Rocha,Roman Safiullin
2026-05-11T16:35:00Z,69.57,31.02
2026-05-11T16:36:00Z,61.29,43.57
2026-05-11T16:37:00Z,64.17,37.30
2026-05-11T16:38:00Z,70.01,31.45
2026-05-11T16:39:00Z,76.67,23.90
2026-05-11T16:40:00Z,77.29,22.95
2026-05-11T16:41:00Z,74.02,25.95
2026-05-11T16:42:00Z,72.10,28.45
2026-05-11T16:43:00Z,72.71,28.41
2026-05-11T16:44:00Z,69.01,31.60
2026-05-11T16:45:00Z,70.21,30.40
2026-05-11T16:46:00Z,75.35,26.63
2026-05-11T16:47:00Z,77.85,22.24
2026-05-11T16:48:00Z,78.87,21.95
2026-05-11T16:49:00Z,82.54,18.73
2026-05-11T16:50:00Z,78.50,22.92
2026-05-11T16:51:00Z,76.37,22.24
2026-05-11T16:52:00Z,79.35,22.50
2026-05-11T16:53:00Z,79.34,20.48
2026-05-11T16:54:00Z,73.71,26.57
2026-05-11T16:55:00Z,67.65,32.54
2026-05-11T16:56:00Z,77.80,25.68
2026-05-11T16:57:00Z,86.82,13.60
2026-05-11T16:58:00Z,92.35,8.59
2026-05-11T16:59:00Z,88.92,14.16
2026-05-11T17:00:00Z,83.79,23.46
2026-05-11T17:01:00Z,73.81,27.87
2026-05-11T17:02:00Z,62.84,36.43
2026-05-11T17:03:00Z,48.91,52.58
2026-05-11T17:04:00Z,46.52,52.68
2026-05-11T17:05:00Z,48.05,52.40
2026-05-11T17:06:00Z,48.85,53.06
2026-05-11T17:07:00Z,46.94,53.60
2026-05-11T17:08:00Z,47.73,53.54
2026-05-11T17:09:00Z,47.84,53.83
2026-05-11T17:10:00Z,46.98,53.51
2026-05-11T17:11:00Z,45.28,56.41
2026-05-11T17:12:00Z,39.03,62.05
2026-05-11T17:13:00Z,37.98,61.53
2026-05-11T17:14:00Z,33.19,70.44
2026-05-11T17:15:00Z,16.44,82.56
2026-05-11T17:16:00Z,15.94,86.24
2026-05-11T17:17:00Z,15.13,85.85
2026-05-11T17:18:00Z,11.99,88.38
2026-05-11T17:19:00Z,11.94,87.46
2026-05-11T17:20:00Z,10.87,88.57
2026-05-11T17:21:00Z,8.51,90.16
2026-05-11T17:22:00Z,6.06,93.51
2026-05-11T17:23:00Z,6.40,92.09
2026-05-11T17:24:00Z,3.78,96.56
2026-05-11T17:25:00Z,2.06,97.49
2026-05-11T17:26:00Z,2.00,98.97
2026-05-11T17:27:00Z,1.81,98.99
2026-05-11T17:28:00Z,3.27,96.24
2026-05-11T17:29:00Z,7.51,93.36
2026-05-11T17:30:00Z,8.79,91.03
2026-05-11T17:31:00Z,9.36,90.94
2026-05-11T17:32:00Z,9.69,90.70
2026-05-11T17:33:00Z,11.01,87.88
2026-05-11T17:34:00Z,11.48,89.00
2026-05-11T17:35:00Z,9.57,92.40
2026-05-11T17:36:00Z,7.62,94.00
2026-05-11T17:37:00Z,8.13,93.46
2026-05-11T17:38:00Z,5.78,94.66
2026-05-11T17:39:00Z,5.56,95.87
2026-05-11T17:40:00Z,4.80,95.68
2026-05-11T17:41:00Z,1.49,97.66
2026-05-11T17:42:00Z,1.00,99.00
