# event_ticker=KXATPCHALLENGERMATCH-26MAR17KRUSPE
# final_score=7-5 6-4
# score_resolution=5-7 4-6
# match_winner=Martin Krumich
# fav_player=John Sperle
# dog_player=Martin Krumich
# kalshi_date=2026-03-17
timestamp,John Sperle,Martin Krumich
2026-03-17T10:01:00Z,7.75,95.34
2026-03-17T10:02:00Z,9.16,92.09
2026-03-17T10:03:00Z,11.20,89.76
2026-03-17T10:04:00Z,11.89,90.54
2026-03-17T10:05:00Z,10.15,90.20
2026-03-17T10:06:00Z,7.39,92.83
2026-03-17T10:07:00Z,6.02,93.98
2026-03-17T10:08:00Z,6.80,92.97
2026-03-17T10:09:00Z,6.02,95.71
2026-03-17T10:10:00Z,5.17,94.01
2026-03-17T10:11:00Z,4.87,95.69
2026-03-17T10:12:00Z,4.26,96.00
2026-03-17T10:13:00Z,4.14,95.05
2026-03-17T10:14:00Z,6.83,94.00
2026-03-17T10:15:00Z,8.09,94.00
2026-03-17T10:16:00Z,6.43,94.92
2026-03-17T10:17:00Z,7.00,94.00
2026-03-17T10:18:00Z,9.24,91.86
2026-03-17T10:19:00Z,10.03,91.24
2026-03-17T10:20:00Z,12.15,88.67
2026-03-17T10:21:00Z,15.84,88.23
2026-03-17T10:22:00Z,15.31,85.83
2026-03-17T10:23:00Z,11.26,88.13
2026-03-17T10:24:00Z,12.61,92.81
2026-03-17T10:25:00Z,13.78,88.92
2026-03-17T10:26:00Z,7.98,92.04
2026-03-17T10:27:00Z,6.99,93.86
2026-03-17T10:28:00Z,6.51,96.13
2026-03-17T10:29:00Z,8.99,91.57
2026-03-17T10:30:00Z,9.58,90.17
2026-03-17T10:31:00Z,9.21,92.96
2026-03-17T10:32:00Z,6.99,95.62
2026-03-17T10:33:00Z,6.40,93.00
2026-03-17T10:34:00Z,3.71,97.46
2026-03-17T10:35:00Z,4.79,96.79
2026-03-17T10:36:00Z,4.51,96.46
2026-03-17T10:37:00Z,5.79,95.42
2026-03-17T10:38:00Z,5.83,95.51
2026-03-17T10:39:00Z,4.00,96.18
2026-03-17T10:40:00Z,6.67,95.64
2026-03-17T10:41:00Z,5.95,94.44
2026-03-17T10:42:00Z,2.67,97.72
2026-03-17T10:43:00Z,2.94,97.95
2026-03-17T10:44:00Z,2.87,95.17
2026-03-17T10:45:00Z,2.88,98.30
2026-03-17T10:46:00Z,1.00,99.00
2026-03-17T10:47:00Z,1.00,99.00
