# event_ticker=KXATPCHALLENGERMATCH-26APR10MORPIR
# final_score=4-6 6-3 6-4
# score_resolution=6-4 3-6 4-6
# match_winner=Zsombor Piros
# fav_player=Alejandro Moro Canas
# dog_player=Zsombor Piros
# kalshi_date=2026-04-10
timestamp,Alejandro Moro Canas,Zsombor Piros
2026-04-10T08:25:00Z,42.00,59.00
2026-04-10T08:26:00Z,42.00,59.00
2026-04-10T08:31:00Z,42.00,59.00
2026-04-10T08:34:00Z,42.00,59.00
2026-04-10T08:55:00Z,42.00,59.38
2026-04-10T09:05:00Z,42.00,61.10
2026-04-10T09:26:00Z,41.00,61.10
2026-04-10T09:27:00Z,41.00,61.00
2026-04-10T09:49:00Z,41.00,61.00
2026-04-10T09:50:00Z,41.00,61.00
2026-04-10T09:54:00Z,42.00,61.00
2026-04-10T09:55:00Z,42.00,61.00
2026-04-10T09:56:00Z,42.00,61.00
2026-04-10T10:02:00Z,42.00,61.00
2026-04-10T10:05:00Z,42.00,61.00
2026-04-10T10:06:00Z,42.00,61.00
2026-04-10T10:09:00Z,42.00,61.00
2026-04-10T10:10:00Z,42.00,61.00
2026-04-10T10:16:00Z,42.00,61.00
2026-04-10T10:18:00Z,42.80,60.00
2026-04-10T10:21:00Z,43.00,60.00
2026-04-10T10:22:00Z,43.00,60.54
2026-04-10T10:24:00Z,39.20,62.40
2026-04-10T10:25:00Z,39.00,62.40
2026-04-10T10:26:00Z,41.00,62.40
2026-04-10T10:27:00Z,41.00,61.00
2026-04-10T10:30:00Z,40.00,61.00
2026-04-10T10:31:00Z,40.00,61.00
2026-04-10T10:32:00Z,40.00,60.00
2026-04-10T10:35:00Z,40.00,61.00
2026-04-10T10:37:00Z,40.00,62.00
2026-04-10T10:38:00Z,40.00,62.00
2026-04-10T10:39:00Z,40.00,62.00
2026-04-10T10:40:00Z,40.00,61.97
2026-04-10T10:44:00Z,40.00,62.00
2026-04-10T10:45:00Z,40.00,62.00
2026-04-10T10:50:00Z,40.00,62.00
2026-04-10T10:51:00Z,40.00,62.12
2026-04-10T10:52:00Z,40.00,62.00
2026-04-10T10:53:00Z,40.00,62.00
2026-04-10T10:54:00Z,40.35,61.79
2026-04-10T10:55:00Z,45.66,53.13
2026-04-10T10:56:00Z,44.46,54.31
2026-04-10T10:57:00Z,43.48,58.90
2026-04-10T10:58:00Z,49.57,54.82
2026-04-10T10:59:00Z,44.20,54.82
2026-04-10T11:00:00Z,42.36,58.13
2026-04-10T11:01:00Z,44.17,53.25
2026-04-10T11:02:00Z,40.00,59.00
2026-04-10T11:03:00Z,40.95,59.73
2026-04-10T11:04:00Z,45.39,59.00
2026-04-10T11:05:00Z,48.00,54.53
2026-04-10T11:06:00Z,46.49,56.20
2026-04-10T11:07:00Z,46.64,54.31
2026-04-10T11:08:00Z,52.00,50.49
2026-04-10T11:09:00Z,53.56,48.52
2026-04-10T11:10:00Z,53.33,50.48
2026-04-10T11:11:00Z,55.98,46.50
2026-04-10T11:12:00Z,52.63,53.05
2026-04-10T11:13:00Z,45.77,56.55
2026-04-10T11:14:00Z,45.55,56.00
2026-04-10T11:15:00Z,45.96,53.64
2026-04-10T11:16:00Z,47.00,50.00
2026-04-10T11:18:00Z,50.00,51.17
2026-04-10T11:19:00Z,50.00,48.02
2026-04-10T11:20:00Z,55.23,50.56
2026-04-10T11:21:00Z,47.86,54.00
2026-04-10T11:22:00Z,48.26,54.00
2026-04-10T11:23:00Z,47.56,49.23
2026-04-10T11:24:00Z,52.40,48.50
2026-04-10T11:25:00Z,53.70,48.18
2026-04-10T11:26:00Z,57.69,47.77
2026-04-10T11:27:00Z,64.68,42.73
2026-04-10T11:28:00Z,70.08,31.00
2026-04-10T11:29:00Z,70.08,31.09
2026-04-10T11:30:00Z,64.69,33.28
2026-04-10T11:31:00Z,73.56,26.37
2026-04-10T11:32:00Z,71.66,25.91
2026-04-10T11:33:00Z,76.00,24.30
2026-04-10T11:34:00Z,75.91,26.52
2026-04-10T11:35:00Z,71.49,26.35
2026-04-10T11:36:00Z,74.00,27.00
2026-04-10T11:37:00Z,71.17,30.74
2026-04-10T11:38:00Z,75.96,25.05
2026-04-10T11:39:00Z,75.79,23.83
2026-04-10T11:40:00Z,77.30,23.00
2026-04-10T11:41:00Z,77.01,23.00
2026-04-10T11:42:00Z,78.00,23.13
2026-04-10T11:43:00Z,76.80,24.78
2026-04-10T11:44:00Z,75.11,24.16
2026-04-10T11:45:00Z,76.66,23.91
2026-04-10T11:46:00Z,75.05,25.94
2026-04-10T11:47:00Z,76.17,25.00
2026-04-10T11:48:00Z,76.01,24.82
2026-04-10T11:49:00Z,76.83,25.51
2026-04-10T11:50:00Z,74.73,27.15
2026-04-10T11:51:00Z,74.31,27.47
2026-04-10T11:52:00Z,73.88,26.33
2026-04-10T11:53:00Z,76.94,28.54
2026-04-10T11:54:00Z,74.00,28.93
2026-04-10T11:55:00Z,70.08,31.44
2026-04-10T11:56:00Z,71.70,33.65
2026-04-10T11:57:00Z,70.00,32.34
2026-04-10T11:58:00Z,70.66,29.73
2026-04-10T11:59:00Z,71.37,31.61
2026-04-10T12:00:00Z,73.00,27.62
2026-04-10T12:01:00Z,74.61,28.25
2026-04-10T12:02:00Z,69.44,31.22
2026-04-10T12:03:00Z,68.42,32.31
2026-04-10T12:04:00Z,69.72,30.65
2026-04-10T12:05:00Z,71.88,27.20
2026-04-10T12:06:00Z,73.37,27.51
2026-04-10T12:07:00Z,73.83,26.93
2026-04-10T12:08:00Z,77.13,24.08
2026-04-10T12:09:00Z,76.78,25.63
2026-04-10T12:10:00Z,77.21,24.16
2026-04-10T12:11:00Z,71.18,30.28
2026-04-10T12:12:00Z,71.00,30.98
2026-04-10T12:13:00Z,71.54,29.42
2026-04-10T12:14:00Z,69.76,32.03
2026-04-10T12:15:00Z,72.16,33.42
2026-04-10T12:16:00Z,72.84,27.21
2026-04-10T12:17:00Z,71.22,31.49
2026-04-10T12:18:00Z,63.15,38.71
2026-04-10T12:19:00Z,60.99,37.50
2026-04-10T12:20:00Z,51.64,48.45
2026-04-10T12:21:00Z,44.32,53.96
2026-04-10T12:22:00Z,44.74,54.45
2026-04-10T12:23:00Z,46.77,53.58
2026-04-10T12:24:00Z,46.51,54.29
2026-04-10T12:25:00Z,46.60,54.05
2026-04-10T12:26:00Z,47.98,53.43
2026-04-10T12:27:00Z,47.88,54.58
2026-04-10T12:28:00Z,48.94,53.91
2026-04-10T12:29:00Z,52.26,47.26
2026-04-10T12:30:00Z,56.54,44.91
2026-04-10T12:31:00Z,60.62,42.44
2026-04-10T12:32:00Z,58.50,42.67
2026-04-10T12:33:00Z,60.63,42.24
2026-04-10T12:34:00Z,62.16,41.11
2026-04-10T12:35:00Z,58.92,43.56
2026-04-10T12:36:00Z,56.67,43.68
2026-04-10T12:37:00Z,52.14,48.58
2026-04-10T12:38:00Z,53.83,51.38
2026-04-10T12:39:00Z,45.22,53.23
2026-04-10T12:40:00Z,52.04,47.26
2026-04-10T12:41:00Z,57.78,42.97
2026-04-10T12:42:00Z,58.00,42.75
2026-04-10T12:43:00Z,51.42,49.34
2026-04-10T12:44:00Z,54.09,44.52
2026-04-10T12:45:00Z,57.08,42.36
2026-04-10T12:46:00Z,58.66,44.42
2026-04-10T12:47:00Z,56.65,49.40
2026-04-10T12:48:00Z,51.45,48.44
2026-04-10T12:49:00Z,56.78,43.89
2026-04-10T12:50:00Z,58.21,43.28
2026-04-10T12:51:00Z,57.87,42.50
2026-04-10T12:52:00Z,58.22,42.52
2026-04-10T12:53:00Z,56.02,44.27
2026-04-10T12:54:00Z,54.63,43.37
2026-04-10T12:55:00Z,58.92,42.08
2026-04-10T12:56:00Z,54.25,50.50
2026-04-10T12:57:00Z,53.56,44.99
2026-04-10T12:58:00Z,62.41,37.61
2026-04-10T12:59:00Z,62.70,38.03
2026-04-10T13:00:00Z,61.97,37.22
2026-04-10T13:01:00Z,52.81,47.03
2026-04-10T13:02:00Z,49.63,49.65
2026-04-10T13:03:00Z,49.75,57.24
2026-04-10T13:04:00Z,36.22,64.04
2026-04-10T13:05:00Z,12.08,85.12
2026-04-10T13:06:00Z,10.83,90.01
2026-04-10T13:07:00Z,10.52,89.92
2026-04-10T13:08:00Z,12.94,87.24
2026-04-10T13:09:00Z,7.29,92.09
2026-04-10T13:10:00Z,9.90,89.20
2026-04-10T13:11:00Z,1.77,98.56
2026-04-10T13:12:00Z,1.77,99.00
