# event_ticker=KXATPCHALLENGERMATCH-26JUN02BAUBAR
# final_score=6-4 6-7(5) 7-5
# score_resolution=6-4 6-7 7-5
# match_winner=Hynek Barton
# fav_player=Hynek Barton
# dog_player=Roberto Bautista Agut
# kalshi_date=2026-06-02
timestamp,Roberto Bautista Agut,Hynek Barton
2026-06-02T15:01:00Z,24.00,77.00
2026-06-02T15:02:00Z,24.44,77.72
2026-06-02T15:03:00Z,20.41,79.91
2026-06-02T15:04:00Z,19.89,80.40
2026-06-02T15:05:00Z,19.03,81.07
2026-06-02T15:06:00Z,19.00,82.00
2026-06-02T15:07:00Z,18.43,83.12
2026-06-02T15:08:00Z,12.84,86.28
2026-06-02T15:09:00Z,13.11,87.91
2026-06-02T15:10:00Z,10.05,89.91
2026-06-02T15:11:00Z,9.11,92.98
2026-06-02T15:12:00Z,6.93,92.61
2026-06-02T15:13:00Z,8.00,93.30
2026-06-02T15:14:00Z,7.02,93.22
2026-06-02T15:15:00Z,8.82,92.07
2026-06-02T15:16:00Z,9.00,91.83
2026-06-02T15:17:00Z,7.70,92.98
2026-06-02T15:18:00Z,7.13,93.83
2026-06-02T15:19:00Z,7.48,92.76
2026-06-02T15:20:00Z,7.14,94.00
2026-06-02T15:21:00Z,8.89,92.01
2026-06-02T15:22:00Z,9.29,91.98
2026-06-02T15:23:00Z,9.00,91.99
2026-06-02T15:24:00Z,8.77,91.40
2026-06-02T15:25:00Z,10.35,89.76
2026-06-02T15:26:00Z,13.22,88.18
2026-06-02T15:27:00Z,9.41,90.06
2026-06-02T15:28:00Z,6.94,93.61
2026-06-02T15:29:00Z,6.99,94.05
2026-06-02T15:30:00Z,7.00,93.76
2026-06-02T15:31:00Z,8.00,92.88
2026-06-02T15:32:00Z,8.00,92.99
2026-06-02T15:33:00Z,8.34,93.28
2026-06-02T15:34:00Z,6.00,95.34
2026-06-02T15:35:00Z,6.38,94.41
2026-06-02T15:36:00Z,4.21,96.02
2026-06-02T15:37:00Z,4.10,96.33
2026-06-02T15:38:00Z,4.95,96.00
2026-06-02T15:39:00Z,5.08,96.18
2026-06-02T15:40:00Z,4.35,95.69
2026-06-02T15:41:00Z,5.93,94.94
2026-06-02T15:42:00Z,8.36,92.09
2026-06-02T15:43:00Z,10.42,90.02
2026-06-02T15:44:00Z,11.17,88.28
2026-06-02T15:45:00Z,24.19,77.33
2026-06-02T15:46:00Z,29.11,70.38
2026-06-02T15:47:00Z,27.20,72.99
2026-06-02T15:48:00Z,30.03,70.71
2026-06-02T15:49:00Z,28.32,69.25
2026-06-02T15:50:00Z,30.55,70.61
2026-06-02T15:51:00Z,26.40,74.76
2026-06-02T15:52:00Z,24.48,76.44
2026-06-02T15:53:00Z,27.18,75.70
2026-06-02T15:54:00Z,17.00,84.98
2026-06-02T15:55:00Z,10.00,90.28
2026-06-02T15:56:00Z,11.47,92.75
2026-06-02T15:57:00Z,21.21,78.20
2026-06-02T15:58:00Z,27.18,78.27
2026-06-02T15:59:00Z,30.84,67.18
2026-06-02T16:00:00Z,39.92,62.28
2026-06-02T16:01:00Z,41.26,59.13
2026-06-02T16:02:00Z,42.18,61.62
2026-06-02T16:03:00Z,41.81,57.54
2026-06-02T16:04:00Z,41.46,57.97
2026-06-02T16:05:00Z,41.81,58.00
2026-06-02T16:06:00Z,41.71,58.00
2026-06-02T16:07:00Z,41.59,58.00
2026-06-02T16:08:00Z,42.49,58.00
2026-06-02T16:09:00Z,47.20,52.95
2026-06-02T16:10:00Z,41.90,58.31
2026-06-02T16:11:00Z,36.78,62.95
2026-06-02T16:12:00Z,41.21,59.38
2026-06-02T16:13:00Z,44.22,56.43
2026-06-02T16:14:00Z,45.30,55.05
2026-06-02T16:15:00Z,44.02,59.09
2026-06-02T16:16:00Z,51.89,57.37
2026-06-02T16:17:00Z,52.85,44.44
2026-06-02T16:18:00Z,46.04,54.09
2026-06-02T16:19:00Z,40.93,62.66
2026-06-02T16:20:00Z,48.68,59.09
2026-06-02T16:21:00Z,53.38,53.96
2026-06-02T16:22:00Z,49.58,54.56
2026-06-02T16:23:00Z,51.01,51.43
2026-06-02T16:24:00Z,51.20,52.67
2026-06-02T16:25:00Z,54.40,34.62
2026-06-02T16:26:00Z,43.29,54.46
2026-06-02T16:27:00Z,27.98,70.82
2026-06-02T16:28:00Z,15.73,83.73
2026-06-02T16:29:00Z,14.86,82.90
2026-06-02T16:30:00Z,14.32,85.58
2026-06-02T16:31:00Z,9.98,90.12
2026-06-02T16:32:00Z,10.36,89.58
2026-06-02T16:33:00Z,10.41,90.71
2026-06-02T16:34:00Z,6.63,93.17
2026-06-02T16:35:00Z,6.89,91.83
2026-06-02T16:36:00Z,11.11,89.02
2026-06-02T16:37:00Z,14.24,87.88
2026-06-02T16:38:00Z,13.39,87.35
2026-06-02T16:39:00Z,13.87,88.28
2026-06-02T16:40:00Z,19.64,83.79
2026-06-02T16:41:00Z,15.15,85.10
2026-06-02T16:42:00Z,18.47,86.13
2026-06-02T16:43:00Z,31.35,60.94
2026-06-02T16:44:00Z,43.94,57.15
2026-06-02T16:45:00Z,44.56,53.77
2026-06-02T16:46:00Z,47.40,56.20
2026-06-02T16:47:00Z,50.02,50.42
2026-06-02T16:48:00Z,51.56,49.62
2026-06-02T16:49:00Z,61.64,40.18
2026-06-02T16:50:00Z,65.73,33.93
2026-06-02T16:51:00Z,64.19,39.94
2026-06-02T16:52:00Z,51.97,49.40
2026-06-02T16:53:00Z,42.24,58.34
2026-06-02T16:54:00Z,41.40,58.74
2026-06-02T16:55:00Z,45.09,56.11
2026-06-02T16:56:00Z,52.42,48.53
2026-06-02T16:57:00Z,52.85,49.57
2026-06-02T16:58:00Z,43.80,56.42
2026-06-02T16:59:00Z,42.53,58.17
2026-06-02T17:00:00Z,38.90,61.56
2026-06-02T17:01:00Z,30.55,70.90
2026-06-02T17:02:00Z,15.63,83.45
2026-06-02T17:03:00Z,24.68,73.50
2026-06-02T17:04:00Z,29.86,74.31
2026-06-02T17:05:00Z,33.48,66.61
2026-06-02T17:06:00Z,17.43,96.09
2026-06-02T17:07:00Z,1.00,99.00
