# event_ticker=KXATPMATCH-26MAY17MAJUGO
# final_score=1-6 6-2 6-3
# match_winner=Camilo Ugo Carabelli
# fav_player=Camilo Ugo Carabelli
# dog_player=Kamil Majchrzak
# kalshi_date=2026-05-17
timestamp,Kamil Majchrzak,Camilo Ugo Carabelli
2026-05-18T10:07:00Z,35.00,66.00
2026-05-18T10:08:00Z,35.00,66.00
2026-05-18T10:09:00Z,35.00,66.00
2026-05-18T10:10:00Z,35.00,66.00
2026-05-18T10:11:00Z,37.00,65.00
2026-05-18T10:12:00Z,37.00,61.18
2026-05-18T10:13:00Z,43.00,57.00
2026-05-18T10:14:00Z,46.00,55.21
2026-05-18T10:15:00Z,52.52,45.00
2026-05-18T10:16:00Z,57.00,47.99
2026-05-18T10:17:00Z,51.11,50.32
2026-05-18T10:18:00Z,51.00,52.55
2026-05-18T10:19:00Z,51.00,47.26
2026-05-18T10:20:00Z,51.00,48.87
2026-05-18T10:21:00Z,52.79,52.77
2026-05-18T10:22:00Z,53.00,48.00
2026-05-18T10:24:00Z,55.00,46.00
2026-05-18T10:25:00Z,55.00,46.00
2026-05-18T10:26:00Z,55.00,44.00
2026-05-18T10:27:00Z,55.00,44.00
2026-05-18T10:28:00Z,53.00,49.00
2026-05-18T10:29:00Z,54.00,47.03
2026-05-18T10:30:00Z,55.88,47.03
2026-05-18T10:31:00Z,57.00,47.03
2026-05-18T10:32:00Z,57.00,45.00
2026-05-18T10:33:00Z,56.00,44.01
2026-05-18T10:34:00Z,56.00,45.00
2026-05-18T10:35:00Z,60.34,41.86
2026-05-18T10:36:00Z,65.26,41.86
2026-05-18T10:37:00Z,65.26,36.00
2026-05-18T10:38:00Z,67.19,36.00
2026-05-18T10:39:00Z,69.00,32.00
2026-05-18T10:40:00Z,68.29,32.00
2026-05-18T10:41:00Z,71.95,31.10
2026-05-18T10:42:00Z,76.76,24.86
2026-05-18T10:43:00Z,78.71,23.33
2026-05-18T10:44:00Z,71.04,27.84
2026-05-18T10:45:00Z,71.16,28.67
2026-05-18T10:46:00Z,65.43,35.36
2026-05-18T10:47:00Z,63.00,36.69
2026-05-18T10:48:00Z,56.11,45.49
2026-05-18T10:49:00Z,59.84,47.39
2026-05-18T10:50:00Z,50.11,44.12
2026-05-18T10:51:00Z,50.30,50.95
2026-05-18T10:52:00Z,53.00,48.00
2026-05-18T10:53:00Z,46.12,53.24
2026-05-18T10:54:00Z,44.00,56.28
2026-05-18T10:55:00Z,44.00,55.50
2026-05-18T10:56:00Z,42.16,59.17
2026-05-18T10:57:00Z,39.08,61.99
2026-05-18T10:58:00Z,35.90,65.40
2026-05-18T10:59:00Z,33.35,67.00
2026-05-18T11:00:00Z,33.00,67.87
2026-05-18T11:01:00Z,34.65,65.03
2026-05-18T11:02:00Z,37.23,59.69
2026-05-18T11:03:00Z,40.40,60.00
2026-05-18T11:04:00Z,41.00,59.87
2026-05-18T11:05:00Z,43.98,58.15
2026-05-18T11:06:00Z,41.98,59.08
2026-05-18T11:07:00Z,40.35,60.15
2026-05-18T11:08:00Z,37.00,62.01
2026-05-18T11:09:00Z,40.92,60.69
2026-05-18T11:10:00Z,39.00,62.74
2026-05-18T11:11:00Z,39.00,62.74
2026-05-18T11:12:00Z,37.49,63.07
2026-05-18T11:13:00Z,40.59,60.76
2026-05-18T11:14:00Z,40.04,58.59
2026-05-18T11:15:00Z,38.56,63.00
2026-05-18T11:16:00Z,38.89,61.16
2026-05-18T11:17:00Z,41.07,57.58
2026-05-18T11:18:00Z,42.78,57.63
2026-05-18T11:19:00Z,39.90,61.00
2026-05-18T11:20:00Z,38.22,62.43
2026-05-18T11:21:00Z,35.54,66.39
2026-05-18T11:22:00Z,32.55,67.82
2026-05-18T11:23:00Z,33.00,67.70
2026-05-18T11:24:00Z,33.00,67.10
2026-05-18T11:25:00Z,30.68,69.84
2026-05-18T11:26:00Z,31.11,68.67
2026-05-18T11:27:00Z,28.97,72.36
2026-05-18T11:28:00Z,28.18,73.88
2026-05-18T11:29:00Z,27.75,72.10
2026-05-18T11:30:00Z,27.40,72.11
2026-05-18T11:31:00Z,26.00,77.34
2026-05-18T11:32:00Z,30.55,70.45
2026-05-18T11:33:00Z,33.32,67.91
2026-05-18T11:34:00Z,29.82,72.91
2026-05-18T11:35:00Z,27.02,74.48
2026-05-18T11:36:00Z,27.00,74.03
2026-05-18T11:37:00Z,27.00,75.53
2026-05-18T11:38:00Z,30.72,71.89
2026-05-18T11:39:00Z,32.33,67.73
2026-05-18T11:40:00Z,30.63,75.08
2026-05-18T11:41:00Z,12.32,88.44
2026-05-18T11:42:00Z,12.17,87.72
2026-05-18T11:43:00Z,18.28,78.48
2026-05-18T11:44:00Z,15.41,81.32
2026-05-18T11:45:00Z,14.02,86.02
2026-05-18T11:46:00Z,13.72,90.62
2026-05-18T11:47:00Z,13.20,88.60
2026-05-18T11:48:00Z,8.12,93.92
2026-05-18T11:49:00Z,6.76,93.60
2026-05-18T11:50:00Z,5.86,94.90
2026-05-18T11:51:00Z,5.86,93.97
2026-05-18T11:52:00Z,9.56,91.00
2026-05-18T11:53:00Z,8.74,91.83
2026-05-18T11:54:00Z,6.95,94.04
2026-05-18T11:55:00Z,4.65,94.02
2026-05-18T11:56:00Z,8.00,93.48
2026-05-18T11:57:00Z,6.96,93.00
2026-05-18T11:58:00Z,4.44,95.02
2026-05-18T11:59:00Z,7.09,93.86
2026-05-18T12:00:00Z,9.03,90.95
2026-05-18T12:01:00Z,13.43,89.43
2026-05-18T12:02:00Z,15.37,90.56
2026-05-18T12:03:00Z,10.58,89.49
2026-05-18T12:04:00Z,5.18,96.31
2026-05-18T12:05:00Z,3.74,96.81
2026-05-18T12:06:00Z,5.81,94.40
2026-05-18T12:07:00Z,6.62,95.47
2026-05-18T12:08:00Z,1.85,97.79
2026-05-18T12:09:00Z,6.33,96.11
2026-05-18T12:10:00Z,3.54,97.64
2026-05-18T12:11:00Z,1.00,99.00
2026-05-18T12:12:00Z,1.00,99.00
2026-05-18T12:13:00Z,1.00,99.00
2026-05-18T12:14:00Z,1.00,99.00
2026-05-18T12:15:00Z,1.00,99.00
2026-05-18T12:17:00Z,1.00,99.00
