# event_ticker=KXATPMATCH-26JAN15MENMAR
# final_score=7-6(9) 4-6 6-1
# score_resolution=6-7 6-4 1-6
# match_winner=Jakub Mensik
# fav_player=Fabian Marozsan
# dog_player=Jakub Mensik
# kalshi_date=2026-01-15
timestamp,Fabian Marozsan,Jakub Mensik
2026-01-16T01:55:00Z,32.86,68.04
2026-01-16T01:56:00Z,30.00,70.62
2026-01-16T01:57:00Z,32.00,67.22
2026-01-16T01:58:00Z,36.00,64.00
2026-01-16T01:59:00Z,36.00,61.01
2026-01-16T02:00:00Z,38.48,63.52
2026-01-16T02:01:00Z,32.00,68.47
2026-01-16T02:02:00Z,33.58,66.69
2026-01-16T02:03:00Z,28.59,70.11
2026-01-16T02:04:00Z,35.57,67.92
2026-01-16T02:05:00Z,36.44,64.00
2026-01-16T02:06:00Z,35.00,66.09
2026-01-16T02:07:00Z,33.00,68.60
2026-01-16T02:08:00Z,34.98,69.16
2026-01-16T02:09:00Z,29.92,67.18
2026-01-16T02:10:00Z,37.92,57.92
2026-01-16T02:11:00Z,49.75,56.50
2026-01-16T02:12:00Z,48.00,52.03
2026-01-16T02:13:00Z,56.21,45.16
2026-01-16T02:14:00Z,50.47,48.31
2026-01-16T02:15:00Z,54.01,62.06
2026-01-16T02:16:00Z,38.61,60.52
2026-01-16T02:17:00Z,34.10,72.12
2026-01-16T02:18:00Z,40.64,63.67
2026-01-16T02:19:00Z,28.29,66.64
2026-01-16T02:20:00Z,14.06,84.14
2026-01-16T02:21:00Z,14.73,86.16
2026-01-16T02:22:00Z,14.84,85.09
2026-01-16T02:23:00Z,14.80,86.00
2026-01-16T02:24:00Z,13.44,88.00
2026-01-16T02:25:00Z,14.46,87.42
2026-01-16T02:26:00Z,14.74,86.15
2026-01-16T02:27:00Z,14.12,86.00
2026-01-16T02:28:00Z,13.56,86.12
2026-01-16T02:29:00Z,14.00,86.00
2026-01-16T02:30:00Z,13.09,87.00
2026-01-16T02:31:00Z,13.89,87.00
2026-01-16T02:32:00Z,11.00,89.00
2026-01-16T02:33:00Z,6.26,93.44
2026-01-16T02:34:00Z,3.81,96.05
2026-01-16T02:35:00Z,2.92,96.80
2026-01-16T02:36:00Z,3.30,96.71
2026-01-16T02:37:00Z,6.25,95.00
2026-01-16T02:38:00Z,11.58,89.63
2026-01-16T02:39:00Z,15.49,84.69
2026-01-16T02:40:00Z,15.62,84.00
2026-01-16T02:41:00Z,17.00,83.84
2026-01-16T02:42:00Z,18.04,83.16
2026-01-16T02:43:00Z,14.29,86.85
2026-01-16T02:44:00Z,14.65,86.02
2026-01-16T02:45:00Z,16.00,84.49
2026-01-16T02:46:00Z,15.56,86.00
2026-01-16T02:47:00Z,12.78,87.56
2026-01-16T02:48:00Z,14.42,86.15
2026-01-16T02:49:00Z,16.11,82.99
2026-01-16T02:50:00Z,17.60,82.21
2026-01-16T02:51:00Z,27.17,78.80
2026-01-16T02:52:00Z,32.59,67.48
2026-01-16T02:53:00Z,39.67,60.20
2026-01-16T02:54:00Z,41.57,59.61
2026-01-16T02:55:00Z,44.07,57.95
2026-01-16T02:56:00Z,44.36,55.99
2026-01-16T02:57:00Z,43.81,57.00
2026-01-16T02:58:00Z,43.38,57.00
2026-01-16T02:59:00Z,44.25,56.86
2026-01-16T03:00:00Z,44.00,57.23
2026-01-16T03:01:00Z,42.44,58.00
2026-01-16T03:02:00Z,43.77,57.20
2026-01-16T03:03:00Z,50.81,52.19
2026-01-16T03:04:00Z,41.50,59.96
2026-01-16T03:05:00Z,40.59,60.36
2026-01-16T03:06:00Z,37.36,69.87
2026-01-16T03:07:00Z,38.86,63.57
2026-01-16T03:08:00Z,41.43,58.89
2026-01-16T03:09:00Z,30.80,69.35
2026-01-16T03:10:00Z,36.54,62.24
2026-01-16T03:11:00Z,36.23,60.26
2026-01-16T03:12:00Z,29.52,71.23
2026-01-16T03:13:00Z,13.38,84.89
2026-01-16T03:14:00Z,25.55,80.29
2026-01-16T03:15:00Z,34.74,67.55
2026-01-16T03:16:00Z,40.05,62.37
2026-01-16T03:17:00Z,38.52,62.55
2026-01-16T03:18:00Z,38.62,62.07
2026-01-16T03:19:00Z,25.06,75.97
2026-01-16T03:20:00Z,14.32,84.55
2026-01-16T03:21:00Z,17.09,86.58
2026-01-16T03:22:00Z,10.28,90.45
2026-01-16T03:23:00Z,9.61,90.70
2026-01-16T03:24:00Z,7.03,92.72
2026-01-16T03:25:00Z,8.03,92.64
2026-01-16T03:26:00Z,5.10,94.44
2026-01-16T03:27:00Z,1.23,98.77
2026-01-16T03:28:00Z,1.01,98.99
2026-01-16T03:29:00Z,1.00,99.00
2026-01-16T03:30:00Z,1.12,98.87
2026-01-16T03:31:00Z,1.04,99.00
2026-01-16T03:32:00Z,1.04,99.00
2026-01-16T03:33:00Z,1.04,99.00
2026-01-16T03:36:00Z,1.04,99.00
