# event_ticker=KXATPCHALLENGERMATCH-26FEB11SATMOR
# final_score=6-7(6) 6-0 6-4
# score_resolution=6-7 6-0 6-4
# match_winner=Hiroki Moriya
# fav_player=Hiroki Moriya
# dog_player=Tai Leonard Sach
# kalshi_date=2026-02-11
timestamp,Hiroki Moriya,Tai Leonard Sach
2026-02-12T01:05:00Z,45.43,56.45
2026-02-12T01:06:00Z,40.60,65.63
2026-02-12T01:07:00Z,30.93,66.86
2026-02-12T01:08:00Z,39.10,63.93
2026-02-12T01:09:00Z,43.66,63.60
2026-02-12T01:10:00Z,33.67,66.71
2026-02-12T01:11:00Z,32.76,67.97
2026-02-12T01:12:00Z,38.55,65.42
2026-02-12T01:13:00Z,56.36,47.68
2026-02-12T01:14:00Z,45.59,56.47
2026-02-12T01:15:00Z,58.64,45.31
2026-02-12T01:16:00Z,44.02,61.10
2026-02-12T01:17:00Z,34.05,67.81
2026-02-12T01:18:00Z,28.61,70.75
2026-02-12T01:19:00Z,28.23,70.74
2026-02-12T01:20:00Z,27.45,72.73
2026-02-12T01:21:00Z,28.82,74.93
2026-02-12T01:22:00Z,31.23,72.03
2026-02-12T01:23:00Z,36.39,67.32
2026-02-12T01:24:00Z,42.32,52.92
2026-02-12T01:25:00Z,45.24,55.23
2026-02-12T01:26:00Z,51.37,50.23
2026-02-12T01:27:00Z,57.73,47.53
2026-02-12T01:28:00Z,56.30,45.42
2026-02-12T01:29:00Z,58.14,43.25
2026-02-12T01:30:00Z,53.00,49.25
2026-02-12T01:31:00Z,57.69,42.89
2026-02-12T01:32:00Z,61.40,41.04
2026-02-12T01:33:00Z,64.56,36.38
2026-02-12T01:34:00Z,69.49,34.74
2026-02-12T01:35:00Z,63.02,37.30
2026-02-12T01:36:00Z,62.13,34.04
2026-02-12T01:37:00Z,66.74,33.02
2026-02-12T01:38:00Z,62.91,38.16
2026-02-12T01:39:00Z,65.91,35.98
2026-02-12T01:40:00Z,67.90,33.16
2026-02-12T01:41:00Z,68.58,33.32
2026-02-12T01:42:00Z,69.38,33.63
2026-02-12T01:43:00Z,70.45,26.93
2026-02-12T01:44:00Z,69.25,30.24
2026-02-12T01:45:00Z,69.07,32.35
2026-02-12T01:46:00Z,65.09,34.00
2026-02-12T01:47:00Z,66.37,35.99
2026-02-12T01:48:00Z,65.89,35.37
2026-02-12T01:49:00Z,68.21,35.62
2026-02-12T01:50:00Z,71.82,30.56
2026-02-12T01:51:00Z,69.21,32.48
2026-02-12T01:52:00Z,70.71,33.00
2026-02-12T01:53:00Z,66.68,32.93
2026-02-12T01:54:00Z,69.73,33.02
2026-02-12T01:55:00Z,66.58,32.80
2026-02-12T01:56:00Z,70.22,29.77
2026-02-12T01:57:00Z,67.15,32.10
2026-02-12T01:58:00Z,69.33,36.17
2026-02-12T01:59:00Z,72.84,29.56
2026-02-12T02:00:00Z,68.47,31.68
2026-02-12T02:01:00Z,70.47,29.82
2026-02-12T02:02:00Z,71.07,29.49
2026-02-12T02:03:00Z,66.19,36.21
2026-02-12T02:04:00Z,62.73,40.51
2026-02-12T02:05:00Z,61.57,39.49
2026-02-12T02:06:00Z,61.30,40.73
2026-02-12T02:07:00Z,64.94,33.03
2026-02-12T02:08:00Z,62.60,37.93
2026-02-12T02:09:00Z,53.39,49.24
2026-02-12T02:10:00Z,53.04,49.46
2026-02-12T02:11:00Z,57.22,44.46
2026-02-12T02:12:00Z,59.97,43.31
2026-02-12T02:13:00Z,67.91,33.62
2026-02-12T02:14:00Z,77.78,21.09
2026-02-12T02:15:00Z,82.34,19.52
2026-02-12T02:16:00Z,84.05,16.81
2026-02-12T02:17:00Z,80.38,20.52
2026-02-12T02:18:00Z,72.05,28.29
2026-02-12T02:19:00Z,82.37,23.20
2026-02-12T02:20:00Z,76.01,23.25
2026-02-12T02:21:00Z,86.51,13.01
2026-02-12T02:22:00Z,81.50,14.98
2026-02-12T02:23:00Z,88.19,11.74
2026-02-12T02:24:00Z,88.36,12.34
2026-02-12T02:25:00Z,88.75,10.55
2026-02-12T02:26:00Z,90.77,12.71
2026-02-12T02:27:00Z,91.75,7.94
2026-02-12T02:28:00Z,92.39,6.99
2026-02-12T02:29:00Z,87.37,11.32
2026-02-12T02:30:00Z,86.15,15.76
2026-02-12T02:31:00Z,88.99,11.85
2026-02-12T02:32:00Z,93.78,7.05
2026-02-12T02:33:00Z,87.22,10.60
2026-02-12T02:34:00Z,91.23,7.67
2026-02-12T02:35:00Z,93.40,7.21
2026-02-12T02:36:00Z,93.04,7.13
2026-02-12T02:37:00Z,93.71,5.67
2026-02-12T02:38:00Z,92.20,8.79
2026-02-12T02:39:00Z,90.97,10.00
2026-02-12T02:40:00Z,95.12,8.80
2026-02-12T02:41:00Z,90.57,11.21
2026-02-12T02:42:00Z,81.64,19.22
2026-02-12T02:43:00Z,72.26,27.53
2026-02-12T02:44:00Z,90.99,8.82
2026-02-12T02:45:00Z,97.95,2.68
2026-02-12T02:46:00Z,99.00,1.00
2026-02-12T02:47:00Z,99.00,1.00
2026-02-12T02:48:00Z,99.00,1.00
2026-02-12T02:49:00Z,99.00,1.00
2026-02-12T02:50:00Z,99.00,1.00
2026-02-12T02:51:00Z,99.00,1.00
2026-02-12T02:52:00Z,99.00,1.00
