# event_ticker=KXATPCHALLENGERMATCH-26MAR25HONBRO
# final_score=6-1 6-1
# match_winner=Liam Broady
# fav_player=Liam Broady
# dog_player=Naoya Honda
# kalshi_date=2026-03-25
timestamp,Liam Broady,Naoya Honda
2026-03-26T01:56:00Z,84.00,18.94
2026-03-26T01:58:00Z,84.00,19.00
2026-03-26T02:01:00Z,84.00,18.86
2026-03-26T02:04:00Z,84.00,18.00
2026-03-26T02:06:00Z,84.00,18.00
2026-03-26T02:07:00Z,84.00,18.00
2026-03-26T02:08:00Z,84.00,18.00
2026-03-26T02:09:00Z,83.20,20.95
2026-03-26T02:10:00Z,83.20,20.11
2026-03-26T02:11:00Z,79.22,19.92
2026-03-26T02:12:00Z,83.00,15.28
2026-03-26T02:13:00Z,83.46,17.15
2026-03-26T02:14:00Z,83.46,16.00
2026-03-26T02:15:00Z,81.00,18.81
2026-03-26T02:16:00Z,82.62,14.69
2026-03-26T02:17:00Z,88.02,9.97
2026-03-26T02:18:00Z,90.00,9.23
2026-03-26T02:19:00Z,88.00,12.91
2026-03-26T02:20:00Z,91.00,10.89
2026-03-26T02:21:00Z,93.00,8.00
2026-03-26T02:22:00Z,92.00,8.00
2026-03-26T02:23:00Z,91.00,9.00
2026-03-26T02:24:00Z,91.00,9.07
2026-03-26T02:25:00Z,91.97,8.68
2026-03-26T02:26:00Z,92.01,8.45
2026-03-26T02:27:00Z,90.00,10.00
2026-03-26T02:28:00Z,91.00,9.00
2026-03-26T02:29:00Z,92.00,8.09
2026-03-26T02:30:00Z,93.00,8.00
2026-03-26T02:31:00Z,92.95,7.11
2026-03-26T02:32:00Z,94.34,6.00
2026-03-26T02:33:00Z,94.00,6.06
2026-03-26T02:34:00Z,91.00,6.00
2026-03-26T02:35:00Z,95.00,5.81
2026-03-26T02:36:00Z,95.00,5.13
2026-03-26T02:37:00Z,95.00,5.42
2026-03-26T02:38:00Z,95.00,5.00
2026-03-26T02:39:00Z,95.00,6.05
2026-03-26T02:40:00Z,94.95,5.62
2026-03-26T02:41:00Z,94.95,6.00
2026-03-26T02:42:00Z,94.90,6.00
2026-03-26T02:43:00Z,94.02,6.00
2026-03-26T02:44:00Z,95.76,6.00
2026-03-26T02:45:00Z,93.00,7.00
2026-03-26T02:46:00Z,92.00,8.00
2026-03-26T02:47:00Z,90.10,8.54
2026-03-26T02:48:00Z,87.09,13.01
2026-03-26T02:49:00Z,88.72,10.16
2026-03-26T02:50:00Z,92.61,8.00
2026-03-26T02:51:00Z,94.15,6.02
2026-03-26T02:52:00Z,96.76,3.86
2026-03-26T02:53:00Z,96.91,4.00
2026-03-26T02:54:00Z,96.02,3.05
2026-03-26T02:55:00Z,98.00,3.00
2026-03-26T02:56:00Z,97.97,2.08
2026-03-26T02:57:00Z,98.03,1.40
2026-03-26T02:58:00Z,98.03,1.01
2026-03-26T02:59:00Z,98.03,2.00
2026-03-26T03:00:00Z,99.00,1.11
2026-03-26T03:01:00Z,99.00,1.00
2026-03-26T03:02:00Z,99.00,1.00
2026-03-26T03:05:00Z,99.00,1.00
2026-03-26T03:07:00Z,99.00,1.00
2026-03-26T03:08:00Z,99.00,1.00
2026-03-26T03:09:00Z,99.00,1.00
2026-03-26T03:10:00Z,99.00,1.00
2026-03-26T03:17:00Z,99.00,1.00
