# event_ticker=KXATPMATCH-25AUG17VANWAL
# final_score=2-6 7-5 6-3
# score_resolution=6-2 5-7 3-6
# match_winner=Botic van de Zandschulp
# fav_player=Adam Walton
# dog_player=Botic Van de Zandschulp
# kalshi_date=2025-08-17
timestamp,Adam Walton,Botic Van de Zandschulp
2025-08-17T20:42:00Z,76.00,23.00
2025-08-17T20:43:00Z,76.00,22.51
2025-08-17T20:44:00Z,75.00,22.51
2025-08-17T20:46:00Z,75.00,25.00
2025-08-17T20:50:00Z,82.83,25.00
2025-08-17T20:51:00Z,79.00,24.00
2025-08-17T20:52:00Z,79.33,24.00
2025-08-17T20:53:00Z,79.33,26.28
2025-08-17T20:54:00Z,79.33,26.00
2025-08-17T20:55:00Z,79.33,26.00
2025-08-17T20:56:00Z,71.80,28.00
2025-08-17T20:57:00Z,72.00,28.00
2025-08-17T20:58:00Z,77.00,28.00
2025-08-17T20:59:00Z,80.66,22.00
2025-08-17T21:00:00Z,82.93,22.00
2025-08-17T21:01:00Z,82.99,24.00
2025-08-17T21:02:00Z,84.73,14.89
2025-08-17T21:03:00Z,85.90,16.00
2025-08-17T21:04:00Z,85.00,13.44
2025-08-17T21:05:00Z,85.00,19.24
2025-08-17T21:07:00Z,85.00,24.16
2025-08-17T21:08:00Z,74.44,26.14
2025-08-17T21:09:00Z,71.00,28.92
2025-08-17T21:10:00Z,71.00,32.00
2025-08-17T21:11:00Z,68.91,36.10
2025-08-17T21:12:00Z,53.00,47.00
2025-08-17T21:14:00Z,52.91,47.00
2025-08-17T21:16:00Z,50.33,46.00
2025-08-17T21:19:00Z,55.00,46.00
2025-08-17T21:20:00Z,55.00,45.00
2025-08-17T21:21:00Z,55.00,47.09
2025-08-17T21:22:00Z,55.00,46.97
2025-08-17T21:23:00Z,55.00,47.84
2025-08-17T21:24:00Z,55.00,54.78
2025-08-17T21:25:00Z,55.00,56.00
2025-08-17T21:27:00Z,61.00,46.15
2025-08-17T21:28:00Z,61.00,47.00
2025-08-17T21:30:00Z,66.03,47.00
2025-08-17T21:31:00Z,68.93,42.82
2025-08-17T21:32:00Z,58.00,52.00
2025-08-17T21:33:00Z,54.31,51.04
2025-08-17T21:34:00Z,62.00,51.04
2025-08-17T21:35:00Z,54.26,51.04
2025-08-17T21:36:00Z,60.00,53.77
2025-08-17T21:37:00Z,60.00,57.18
2025-08-17T21:38:00Z,47.69,52.00
2025-08-17T21:39:00Z,45.69,52.00
2025-08-17T21:40:00Z,45.78,53.00
2025-08-17T21:41:00Z,52.77,46.00
2025-08-17T21:42:00Z,53.59,51.00
2025-08-17T21:43:00Z,53.60,53.28
2025-08-17T21:44:00Z,53.60,54.00
2025-08-17T21:46:00Z,52.00,52.97
2025-08-17T21:47:00Z,52.00,45.74
2025-08-17T21:48:00Z,55.25,46.00
2025-08-17T21:49:00Z,60.43,42.59
2025-08-17T21:50:00Z,60.92,42.59
2025-08-17T21:51:00Z,57.88,50.79
2025-08-17T21:52:00Z,46.70,51.22
2025-08-17T21:53:00Z,53.13,53.19
2025-08-17T21:54:00Z,52.98,56.32
2025-08-17T21:55:00Z,50.21,57.11
2025-08-17T21:56:00Z,53.98,69.06
2025-08-17T21:57:00Z,53.00,51.00
2025-08-17T21:58:00Z,51.92,52.67
2025-08-17T21:59:00Z,39.97,70.89
2025-08-17T22:00:00Z,47.48,82.35
2025-08-17T22:01:00Z,23.00,75.80
2025-08-17T22:02:00Z,4.61,94.22
2025-08-17T22:03:00Z,2.30,98.14
2025-08-17T22:04:00Z,2.31,99.00
2025-08-17T22:05:00Z,2.31,99.00
2025-08-17T22:06:00Z,2.31,99.00
2025-08-17T22:07:00Z,2.31,99.00
2025-08-17T22:08:00Z,2.31,99.00
2025-08-17T22:09:00Z,2.31,99.00
2025-08-17T22:10:00Z,2.31,99.00
