# event_ticker=KXATPCHALLENGERMATCH-26FEB15COLBON
# final_score=7-6(5) 6-1
# score_resolution=6-7 1-6
# match_winner=Raphael Collignon
# fav_player=Benjamin Bonzi
# dog_player=Raphael Collignon
# kalshi_date=2026-02-15
timestamp,Benjamin Bonzi,Raphael Collignon
2026-02-15T14:21:00Z,38.02,61.80
2026-02-15T14:22:00Z,46.72,59.51
2026-02-15T14:23:00Z,39.00,60.41
2026-02-15T14:24:00Z,47.49,55.08
2026-02-15T14:25:00Z,54.13,49.60
2026-02-15T14:26:00Z,58.01,43.00
2026-02-15T14:27:00Z,57.95,43.00
2026-02-15T14:28:00Z,57.51,43.68
2026-02-15T14:29:00Z,55.15,46.18
2026-02-15T14:30:00Z,52.52,48.90
2026-02-15T14:31:00Z,58.78,45.82
2026-02-15T14:32:00Z,55.59,43.17
2026-02-15T14:33:00Z,45.65,54.64
2026-02-15T14:34:00Z,40.45,61.14
2026-02-15T14:35:00Z,37.93,63.00
2026-02-15T14:36:00Z,41.13,65.13
2026-02-15T14:37:00Z,43.69,54.18
2026-02-15T14:38:00Z,44.94,55.03
2026-02-15T14:39:00Z,49.37,55.67
2026-02-15T14:40:00Z,54.29,51.36
2026-02-15T14:41:00Z,53.30,47.11
2026-02-15T14:42:00Z,47.36,53.06
2026-02-15T14:43:00Z,44.98,54.95
2026-02-15T14:44:00Z,39.00,62.86
2026-02-15T14:45:00Z,38.85,62.83
2026-02-15T14:46:00Z,38.00,63.00
2026-02-15T14:47:00Z,36.10,66.78
2026-02-15T14:48:00Z,37.75,67.00
2026-02-15T14:49:00Z,37.75,58.44
2026-02-15T14:50:00Z,43.19,57.19
2026-02-15T14:51:00Z,43.19,63.00
2026-02-15T14:52:00Z,39.95,61.00
2026-02-15T14:53:00Z,40.56,60.36
2026-02-15T14:54:00Z,37.62,63.87
2026-02-15T14:55:00Z,40.00,64.73
2026-02-15T14:56:00Z,38.12,68.50
2026-02-15T14:57:00Z,36.24,62.84
2026-02-15T14:58:00Z,40.00,60.23
2026-02-15T14:59:00Z,39.16,63.20
2026-02-15T15:00:00Z,37.43,63.00
2026-02-15T15:01:00Z,33.02,65.00
2026-02-15T15:02:00Z,31.17,69.61
2026-02-15T15:03:00Z,35.55,62.53
2026-02-15T15:04:00Z,40.80,59.10
2026-02-15T15:05:00Z,41.84,55.63
2026-02-15T15:06:00Z,41.84,62.44
2026-02-15T15:07:00Z,35.98,66.00
2026-02-15T15:08:00Z,26.28,73.95
2026-02-15T15:09:00Z,29.21,75.07
2026-02-15T15:10:00Z,26.67,76.00
2026-02-15T15:11:00Z,24.32,76.00
2026-02-15T15:12:00Z,18.66,84.26
2026-02-15T15:13:00Z,23.46,74.35
2026-02-15T15:14:00Z,34.20,67.38
2026-02-15T15:15:00Z,21.60,75.07
2026-02-15T15:16:00Z,14.53,85.00
2026-02-15T15:17:00Z,15.08,81.43
2026-02-15T15:18:00Z,13.36,87.68
2026-02-15T15:19:00Z,13.36,87.85
2026-02-15T15:20:00Z,14.29,87.59
2026-02-15T15:21:00Z,14.59,84.03
2026-02-15T15:22:00Z,11.34,86.53
2026-02-15T15:23:00Z,6.52,93.69
2026-02-15T15:24:00Z,4.24,96.41
2026-02-15T15:25:00Z,4.18,96.42
2026-02-15T15:26:00Z,3.93,97.22
2026-02-15T15:27:00Z,2.49,97.02
2026-02-15T15:28:00Z,4.48,96.27
2026-02-15T15:29:00Z,2.92,96.32
2026-02-15T15:30:00Z,2.00,97.24
2026-02-15T15:31:00Z,2.99,97.33
2026-02-15T15:32:00Z,3.49,97.51
2026-02-15T15:33:00Z,2.58,98.50
2026-02-15T15:34:00Z,1.82,97.28
2026-02-15T15:35:00Z,2.20,97.78
2026-02-15T15:36:00Z,1.11,98.99
2026-02-15T15:37:00Z,2.00,99.00
2026-02-15T15:38:00Z,2.00,99.00
2026-02-15T15:39:00Z,2.00,99.00
2026-02-15T15:40:00Z,2.00,99.00
