# event_ticker=KXATPCHALLENGERMATCH-26MAR31ZARVAR
# final_score=6-3 6-3
# match_winner=Juan Pablo Varillas
# fav_player=Juan Pablo Varillas
# dog_player=Carlos Maria Zarate
# kalshi_date=2026-03-31
timestamp,Juan Pablo Varillas,Carlos Maria Zarate
2026-03-31T20:50:00Z,93.09,8.00
2026-03-31T20:51:00Z,95.33,5.17
2026-03-31T20:52:00Z,94.28,4.44
2026-03-31T20:53:00Z,98.77,2.67
2026-03-31T20:54:00Z,98.00,2.48
2026-03-31T20:55:00Z,96.15,4.06
2026-03-31T20:56:00Z,97.02,3.97
2026-03-31T20:57:00Z,97.96,3.81
2026-03-31T20:58:00Z,95.00,7.90
2026-03-31T20:59:00Z,93.00,7.62
2026-03-31T21:00:00Z,94.00,10.57
2026-03-31T21:01:00Z,89.00,11.61
2026-03-31T21:02:00Z,92.10,10.90
2026-03-31T21:03:00Z,95.32,6.26
2026-03-31T21:04:00Z,98.93,3.59
2026-03-31T21:05:00Z,96.89,2.28
2026-03-31T21:06:00Z,94.14,6.52
2026-03-31T21:07:00Z,94.89,5.58
2026-03-31T21:08:00Z,97.96,2.68
2026-03-31T21:09:00Z,99.00,1.40
2026-03-31T21:10:00Z,98.37,1.36
2026-03-31T21:11:00Z,97.16,3.20
2026-03-31T21:12:00Z,99.00,1.00
2026-03-31T21:13:00Z,99.00,1.00
2026-03-31T21:15:00Z,99.00,1.00
