# event_ticker=KXATPCHALLENGERMATCH-26MAR30MARHUE
# final_score=7-6(2) 7-6(5)
# score_resolution=7-6 7-6
# match_winner=Dan Martin
# fav_player=Dan Martin
# dog_player=Marc-Andrea Huesler
# kalshi_date=2026-03-30
timestamp,Dan Martin,Marc-Andrea Huesler
2026-03-31T03:15:00Z,92.81,6.34
2026-03-31T03:16:00Z,92.01,9.00
2026-03-31T03:17:00Z,86.74,12.03
2026-03-31T03:18:00Z,82.47,16.39
2026-03-31T03:19:00Z,70.56,28.82
2026-03-31T03:20:00Z,74.18,27.97
2026-03-31T03:21:00Z,62.36,37.43
2026-03-31T03:22:00Z,52.99,47.57
2026-03-31T03:23:00Z,49.99,49.01
2026-03-31T03:24:00Z,58.03,42.03
2026-03-31T03:25:00Z,62.00,37.36
2026-03-31T03:26:00Z,58.44,40.53
2026-03-31T03:27:00Z,53.89,46.54
2026-03-31T03:28:00Z,61.20,40.39
2026-03-31T03:29:00Z,78.40,21.07
2026-03-31T03:30:00Z,85.68,15.24
2026-03-31T03:31:00Z,78.18,21.98
2026-03-31T03:32:00Z,82.42,18.18
2026-03-31T03:33:00Z,78.34,22.55
2026-03-31T03:34:00Z,74.91,23.25
2026-03-31T03:35:00Z,89.70,8.37
2026-03-31T03:36:00Z,85.56,14.15
2026-03-31T03:37:00Z,98.80,2.20
2026-03-31T03:38:00Z,99.00,1.00
2026-03-31T03:39:00Z,99.00,1.00
2026-03-31T03:40:00Z,99.00,1.00
2026-03-31T03:41:00Z,99.00,1.00
2026-03-31T03:42:00Z,99.00,1.00
2026-03-31T03:43:00Z,99.00,1.00
