# event_ticker=KXATPCHALLENGERMATCH-26APR01RODSAR
# final_score=7-5 3-6 7-6(6)
# score_resolution=7-5 3-6 7-6
# match_winner=Paulo Andre Saraiva Dos Santos
# fav_player=Paulo Andre Saraiva Dos Santos
# dog_player=Lorenzo Joaquin Rodriguez
# kalshi_date=2026-04-01
timestamp,Paulo Andre Saraiva Dos Santos,Lorenzo Joaquin Rodriguez
2026-04-01T14:25:00Z,19.67,83.00
2026-04-01T14:26:00Z,18.00,83.00
2026-04-01T14:28:00Z,23.33,79.00
2026-04-01T14:29:00Z,23.25,79.00
2026-04-01T14:30:00Z,26.17,78.36
2026-04-01T14:31:00Z,22.54,77.00
2026-04-01T14:32:00Z,23.93,78.00
2026-04-01T14:33:00Z,28.34,77.68
2026-04-01T14:34:00Z,30.69,75.91
2026-04-01T14:35:00Z,30.69,75.20
2026-04-01T14:36:00Z,25.08,72.45
2026-04-01T14:37:00Z,21.53,80.99
2026-04-01T14:38:00Z,24.27,80.99
2026-04-01T14:39:00Z,20.00,80.06
2026-04-01T14:40:00Z,20.83,82.46
2026-04-01T14:41:00Z,23.21,82.46
2026-04-01T14:42:00Z,25.36,75.00
2026-04-01T14:43:00Z,25.30,76.77
2026-04-01T14:44:00Z,23.01,76.77
2026-04-01T14:45:00Z,21.35,77.98
2026-04-01T14:46:00Z,23.19,78.65
2026-04-01T14:47:00Z,22.67,77.30
2026-04-01T14:48:00Z,26.21,77.30
2026-04-01T14:49:00Z,28.20,77.45
2026-04-01T14:50:00Z,26.84,74.00
2026-04-01T14:51:00Z,28.51,74.00
2026-04-01T14:52:00Z,24.91,74.60
2026-04-01T14:53:00Z,26.88,74.29
2026-04-01T14:54:00Z,28.07,73.47
2026-04-01T14:55:00Z,23.19,78.55
2026-04-01T14:56:00Z,21.40,81.69
2026-04-01T14:57:00Z,19.47,85.08
2026-04-01T14:58:00Z,20.32,84.67
2026-04-01T14:59:00Z,16.75,83.93
2026-04-01T15:00:00Z,19.00,82.00
2026-04-01T15:01:00Z,23.56,78.33
2026-04-01T15:02:00Z,28.16,77.51
2026-04-01T15:03:00Z,29.00,77.51
2026-04-01T15:04:00Z,28.74,73.47
2026-04-01T15:05:00Z,31.34,69.50
2026-04-01T15:06:00Z,37.36,68.08
2026-04-01T15:07:00Z,37.39,67.25
2026-04-01T15:08:00Z,28.34,71.11
2026-04-01T15:09:00Z,30.16,71.78
2026-04-01T15:10:00Z,27.09,74.86
2026-04-01T15:11:00Z,24.57,76.54
2026-04-01T15:12:00Z,32.24,68.03
2026-04-01T15:13:00Z,32.29,68.00
2026-04-01T15:14:00Z,27.13,72.00
2026-04-01T15:15:00Z,26.49,75.52
2026-04-01T15:16:00Z,26.96,74.12
2026-04-01T15:17:00Z,20.73,76.08
2026-04-01T15:18:00Z,29.31,73.02
2026-04-01T15:19:00Z,26.07,75.00
2026-04-01T15:20:00Z,21.13,78.20
2026-04-01T15:21:00Z,13.12,86.25
2026-04-01T15:22:00Z,12.39,88.98
2026-04-01T15:23:00Z,14.11,84.70
2026-04-01T15:24:00Z,19.02,83.19
2026-04-01T15:25:00Z,18.09,83.39
2026-04-01T15:26:00Z,22.48,77.47
2026-04-01T15:27:00Z,26.94,71.05
2026-04-01T15:28:00Z,31.86,69.01
2026-04-01T15:29:00Z,33.57,67.35
2026-04-01T15:30:00Z,36.65,65.92
2026-04-01T15:31:00Z,36.84,65.84
2026-04-01T15:32:00Z,34.92,66.50
2026-04-01T15:33:00Z,43.90,58.35
2026-04-01T15:34:00Z,49.57,53.53
2026-04-01T15:35:00Z,55.49,45.69
2026-04-01T15:36:00Z,55.12,42.96
2026-04-01T15:37:00Z,54.90,42.97
2026-04-01T15:38:00Z,58.57,43.69
2026-04-01T15:39:00Z,58.14,43.59
2026-04-01T15:40:00Z,58.77,42.72
2026-04-01T15:41:00Z,55.40,42.86
2026-04-01T15:42:00Z,58.64,43.67
2026-04-01T15:43:00Z,58.94,43.89
2026-04-01T15:44:00Z,57.02,43.96
2026-04-01T15:45:00Z,57.10,45.87
2026-04-01T15:46:00Z,56.44,48.46
2026-04-01T15:47:00Z,45.97,58.06
2026-04-01T15:48:00Z,54.13,48.77
2026-04-01T15:49:00Z,59.07,45.25
2026-04-01T15:50:00Z,63.47,38.89
2026-04-01T15:51:00Z,64.54,38.04
2026-04-01T15:52:00Z,71.37,29.15
2026-04-01T15:53:00Z,72.26,32.39
2026-04-01T15:54:00Z,63.87,44.46
2026-04-01T15:55:00Z,60.20,42.70
2026-04-01T15:56:00Z,59.70,44.04
2026-04-01T15:57:00Z,58.05,47.36
2026-04-01T15:58:00Z,53.70,47.13
2026-04-01T15:59:00Z,54.62,49.52
2026-04-01T16:00:00Z,61.99,47.99
2026-04-01T16:01:00Z,57.83,46.38
2026-04-01T16:02:00Z,62.97,38.71
2026-04-01T16:03:00Z,61.15,39.83
2026-04-01T16:04:00Z,60.24,42.59
2026-04-01T16:05:00Z,62.59,42.55
2026-04-01T16:06:00Z,60.37,43.33
2026-04-01T16:07:00Z,56.08,46.34
2026-04-01T16:08:00Z,53.77,50.56
2026-04-01T16:09:00Z,48.74,54.01
2026-04-01T16:10:00Z,39.94,56.06
2026-04-01T16:11:00Z,37.87,63.22
2026-04-01T16:12:00Z,34.55,66.49
2026-04-01T16:13:00Z,35.73,67.65
2026-04-01T16:14:00Z,41.13,62.23
2026-04-01T16:15:00Z,35.17,67.59
2026-04-01T16:16:00Z,39.77,65.43
2026-04-01T16:17:00Z,35.63,68.75
2026-04-01T16:18:00Z,31.07,68.55
2026-04-01T16:19:00Z,36.47,69.14
2026-04-01T16:20:00Z,37.78,63.97
2026-04-01T16:21:00Z,38.00,64.92
2026-04-01T16:22:00Z,40.33,62.03
2026-04-01T16:23:00Z,41.22,61.77
2026-04-01T16:24:00Z,42.15,59.42
2026-04-01T16:25:00Z,45.10,57.77
2026-04-01T16:26:00Z,47.16,60.67
2026-04-01T16:27:00Z,31.32,69.90
2026-04-01T16:28:00Z,30.02,69.78
2026-04-01T16:29:00Z,26.93,71.87
2026-04-01T16:30:00Z,27.09,71.28
2026-04-01T16:31:00Z,29.34,72.25
2026-04-01T16:32:00Z,25.28,73.74
2026-04-01T16:33:00Z,27.24,75.01
2026-04-01T16:34:00Z,24.91,75.09
2026-04-01T16:35:00Z,23.11,75.00
2026-04-01T16:36:00Z,23.69,75.78
2026-04-01T16:37:00Z,21.15,78.77
2026-04-01T16:38:00Z,29.47,75.43
2026-04-01T16:39:00Z,44.56,61.27
2026-04-01T16:40:00Z,26.64,74.92
2026-04-01T16:41:00Z,35.03,70.49
2026-04-01T16:42:00Z,36.52,67.71
2026-04-01T16:43:00Z,35.46,65.95
2026-04-01T16:44:00Z,25.18,75.03
2026-04-01T16:45:00Z,22.78,76.24
2026-04-01T16:46:00Z,22.93,77.45
2026-04-01T16:47:00Z,22.35,79.21
2026-04-01T16:48:00Z,20.60,77.68
2026-04-01T16:49:00Z,15.54,85.17
2026-04-01T16:50:00Z,23.74,78.03
2026-04-01T16:51:00Z,26.24,73.56
2026-04-01T16:52:00Z,22.95,78.00
2026-04-01T16:53:00Z,21.96,79.22
2026-04-01T16:54:00Z,20.76,80.65
2026-04-01T16:55:00Z,20.65,80.93
2026-04-01T16:56:00Z,17.20,85.56
2026-04-01T16:57:00Z,12.39,86.56
2026-04-01T16:58:00Z,13.15,89.59
2026-04-01T16:59:00Z,18.19,82.74
2026-04-01T17:00:00Z,22.80,76.68
2026-04-01T17:01:00Z,22.77,78.77
2026-04-01T17:02:00Z,20.98,81.01
2026-04-01T17:03:00Z,25.40,81.37
2026-04-01T17:04:00Z,19.71,82.48
2026-04-01T17:05:00Z,13.58,86.55
2026-04-01T17:06:00Z,19.69,80.84
2026-04-01T17:07:00Z,27.71,74.89
2026-04-01T17:08:00Z,18.13,80.32
2026-04-01T17:09:00Z,19.85,81.34
2026-04-01T17:10:00Z,23.39,79.37
2026-04-01T17:11:00Z,27.75,73.95
2026-04-01T17:12:00Z,28.82,71.76
2026-04-01T17:13:00Z,31.76,69.25
2026-04-01T17:14:00Z,33.32,61.67
2026-04-01T17:15:00Z,30.49,67.85
2026-04-01T17:16:00Z,25.80,74.40
2026-04-01T17:17:00Z,26.51,77.01
2026-04-01T17:18:00Z,24.39,79.90
2026-04-01T17:19:00Z,22.78,77.67
2026-04-01T17:20:00Z,24.65,76.71
2026-04-01T17:21:00Z,21.96,78.72
2026-04-01T17:22:00Z,14.07,83.61
2026-04-01T17:23:00Z,19.24,83.31
2026-04-01T17:24:00Z,23.74,76.56
2026-04-01T17:25:00Z,22.36,80.11
2026-04-01T17:26:00Z,24.34,78.39
2026-04-01T17:27:00Z,20.35,83.97
2026-04-01T17:28:00Z,15.40,85.19
2026-04-01T17:29:00Z,24.87,76.26
2026-04-01T17:30:00Z,28.64,74.10
2026-04-01T17:31:00Z,24.44,78.03
2026-04-01T17:32:00Z,20.21,78.71
2026-04-01T17:33:00Z,20.51,84.20
2026-04-01T17:34:00Z,21.21,81.99
2026-04-01T17:35:00Z,21.11,79.02
2026-04-01T17:36:00Z,19.79,80.93
2026-04-01T17:37:00Z,16.57,85.57
2026-04-01T17:38:00Z,23.49,78.07
2026-04-01T17:39:00Z,29.63,73.20
2026-04-01T17:40:00Z,27.53,76.41
2026-04-01T17:41:00Z,20.99,80.13
2026-04-01T17:42:00Z,18.88,81.46
2026-04-01T17:43:00Z,22.30,82.83
2026-04-01T17:44:00Z,21.97,78.23
2026-04-01T17:45:00Z,27.66,73.27
2026-04-01T17:46:00Z,28.30,73.61
2026-04-01T17:47:00Z,25.61,70.09
2026-04-01T17:48:00Z,32.30,67.14
2026-04-01T17:49:00Z,21.16,74.63
2026-04-01T17:50:00Z,20.75,81.91
2026-04-01T17:51:00Z,20.92,79.67
2026-04-01T17:52:00Z,17.35,80.96
2026-04-01T17:53:00Z,17.76,85.56
2026-04-01T17:54:00Z,23.21,80.14
2026-04-01T17:55:00Z,34.18,69.24
2026-04-01T17:56:00Z,31.68,67.86
2026-04-01T17:57:00Z,29.63,70.96
2026-04-01T17:58:00Z,40.05,61.15
2026-04-01T17:59:00Z,46.35,53.84
2026-04-01T18:00:00Z,71.50,27.86
2026-04-01T18:01:00Z,79.99,18.20
2026-04-01T18:02:00Z,84.76,13.73
2026-04-01T18:03:00Z,72.24,26.99
2026-04-01T18:04:00Z,70.50,33.45
2026-04-01T18:05:00Z,88.08,10.68
2026-04-01T18:06:00Z,83.40,14.53
2026-04-01T18:07:00Z,55.02,40.84
2026-04-01T18:08:00Z,38.70,59.83
2026-04-01T18:09:00Z,74.63,22.83
2026-04-01T18:10:00Z,97.64,3.75
2026-04-01T18:11:00Z,99.00,1.00
2026-04-01T18:12:00Z,99.00,1.00
2026-04-01T18:13:00Z,99.00,1.00
