# event_ticker=KXATPMATCH-25JUL20NISBRO
# final_score=6-4 5-7 6-1
# score_resolution=4-6 7-5 1-6
# match_winner=Yoshihito Nishioka
# fav_player=Jenson Brooksby
# dog_player=Yoshihito Nishioka
# kalshi_date=2025-07-20
timestamp,Jenson Brooksby,Yoshihito Nishioka
2025-07-21T21:32:00Z,67.65,35.76
2025-07-21T21:33:00Z,67.65,37.04
2025-07-21T21:34:00Z,67.65,35.05
2025-07-21T21:35:00Z,68.78,35.00
2025-07-21T21:36:00Z,70.00,32.89
2025-07-21T21:37:00Z,70.00,32.00
2025-07-21T21:38:00Z,69.54,32.09
2025-07-21T21:39:00Z,68.72,32.11
2025-07-21T21:40:00Z,67.00,32.11
2025-07-21T21:41:00Z,66.00,36.00
2025-07-21T21:42:00Z,65.15,35.22
2025-07-21T21:43:00Z,70.00,34.00
2025-07-21T21:44:00Z,69.86,30.03
2025-07-21T21:45:00Z,67.00,31.57
2025-07-21T21:46:00Z,67.95,34.83
2025-07-21T21:47:00Z,64.18,38.08
2025-07-21T21:48:00Z,64.18,39.44
2025-07-21T21:49:00Z,73.46,41.13
2025-07-21T21:50:00Z,63.53,43.38
2025-07-21T21:51:00Z,57.59,49.49
2025-07-21T21:52:00Z,56.08,51.30
2025-07-21T21:53:00Z,46.23,58.28
2025-07-21T21:54:00Z,43.98,59.91
2025-07-21T21:55:00Z,43.88,60.42
2025-07-21T21:56:00Z,49.56,60.93
2025-07-21T21:57:00Z,47.87,60.84
2025-07-21T21:58:00Z,37.55,69.06
2025-07-21T21:59:00Z,37.35,69.47
2025-07-21T22:00:00Z,39.43,70.06
2025-07-21T22:01:00Z,42.78,63.32
2025-07-21T22:02:00Z,39.63,69.55
2025-07-21T22:03:00Z,36.29,67.00
2025-07-21T22:04:00Z,39.30,59.00
2025-07-21T22:05:00Z,44.09,57.80
2025-07-21T22:06:00Z,43.53,53.40
2025-07-21T22:07:00Z,38.73,59.73
2025-07-21T22:08:00Z,36.11,65.94
2025-07-21T22:09:00Z,37.00,66.00
2025-07-21T22:10:00Z,38.44,63.48
2025-07-21T22:11:00Z,36.06,63.82
2025-07-21T22:12:00Z,27.79,73.36
2025-07-21T22:13:00Z,30.05,72.75
2025-07-21T22:14:00Z,24.28,73.97
2025-07-21T22:15:00Z,32.88,80.71
2025-07-21T22:16:00Z,30.99,72.15
2025-07-21T22:17:00Z,33.00,70.87
2025-07-21T22:18:00Z,34.00,67.76
2025-07-21T22:19:00Z,39.21,68.80
2025-07-21T22:20:00Z,38.03,62.70
2025-07-21T22:21:00Z,38.03,68.69
2025-07-21T22:22:00Z,30.36,70.85
2025-07-21T22:23:00Z,31.16,69.51
2025-07-21T22:24:00Z,28.45,76.02
2025-07-21T22:25:00Z,18.18,84.31
2025-07-21T22:26:00Z,12.55,89.38
2025-07-21T22:27:00Z,8.82,93.22
2025-07-21T22:28:00Z,10.32,87.67
2025-07-21T22:29:00Z,7.90,91.60
2025-07-21T22:30:00Z,6.66,90.76
2025-07-21T22:31:00Z,13.58,83.49
2025-07-21T22:32:00Z,19.15,84.42
2025-07-21T22:33:00Z,24.36,78.54
2025-07-21T22:34:00Z,24.37,75.37
2025-07-21T22:35:00Z,24.17,75.68
2025-07-21T22:36:00Z,16.68,86.77
2025-07-21T22:37:00Z,15.37,84.67
2025-07-21T22:38:00Z,11.96,89.27
2025-07-21T22:39:00Z,19.74,77.96
2025-07-21T22:40:00Z,24.52,77.24
2025-07-21T22:41:00Z,25.20,76.60
2025-07-21T22:42:00Z,27.64,77.33
2025-07-21T22:43:00Z,30.85,70.04
2025-07-21T22:44:00Z,26.94,76.14
2025-07-21T22:45:00Z,27.15,71.75
2025-07-21T22:46:00Z,32.53,71.02
2025-07-21T22:47:00Z,33.21,72.78
2025-07-21T22:48:00Z,34.45,66.49
2025-07-21T22:49:00Z,28.97,71.66
2025-07-21T22:50:00Z,30.40,73.43
2025-07-21T22:51:00Z,24.36,75.94
2025-07-21T22:52:00Z,17.17,87.63
2025-07-21T22:53:00Z,18.21,79.10
2025-07-21T22:54:00Z,23.30,76.82
2025-07-21T22:55:00Z,31.00,71.43
2025-07-21T22:56:00Z,36.80,70.84
2025-07-21T22:57:00Z,36.80,76.24
2025-07-21T22:58:00Z,33.00,69.83
2025-07-21T22:59:00Z,30.00,71.42
2025-07-21T23:00:00Z,45.14,60.68
2025-07-21T23:01:00Z,48.91,49.72
2025-07-21T23:02:00Z,52.38,50.77
2025-07-21T23:03:00Z,55.36,45.75
2025-07-21T23:04:00Z,41.00,45.75
2025-07-21T23:06:00Z,46.75,57.00
2025-07-21T23:07:00Z,46.81,46.72
2025-07-21T23:08:00Z,46.81,22.17
2025-07-21T23:09:00Z,61.32,37.15
2025-07-21T23:10:00Z,62.62,34.30
2025-07-21T23:11:00Z,62.42,38.00
2025-07-21T23:12:00Z,70.04,39.29
2025-07-21T23:13:00Z,69.25,36.80
2025-07-21T23:14:00Z,56.11,36.38
2025-07-21T23:15:00Z,65.92,39.13
2025-07-21T23:16:00Z,64.00,44.57
2025-07-21T23:17:00Z,59.27,41.14
2025-07-21T23:18:00Z,65.48,35.27
2025-07-21T23:19:00Z,65.48,29.00
2025-07-21T23:20:00Z,66.55,43.90
2025-07-21T23:21:00Z,60.00,48.98
2025-07-21T23:22:00Z,53.00,52.78
2025-07-21T23:23:00Z,30.07,57.79
2025-07-21T23:24:00Z,29.00,67.17
2025-07-21T23:25:00Z,25.66,74.97
2025-07-21T23:26:00Z,47.47,62.63
2025-07-21T23:27:00Z,59.11,47.69
2025-07-21T23:28:00Z,57.00,47.45
2025-07-21T23:29:00Z,57.00,47.00
2025-07-21T23:30:00Z,60.00,39.00
2025-07-21T23:31:00Z,58.22,37.74
2025-07-21T23:32:00Z,60.00,37.92
2025-07-21T23:33:00Z,58.03,49.39
2025-07-21T23:34:00Z,58.03,52.63
2025-07-21T23:35:00Z,52.52,59.92
2025-07-21T23:37:00Z,22.00,59.92
2025-07-21T23:38:00Z,25.90,71.70
2025-07-21T23:39:00Z,21.28,76.97
2025-07-21T23:40:00Z,18.90,85.02
2025-07-21T23:41:00Z,19.18,85.05
2025-07-21T23:42:00Z,14.26,85.09
2025-07-21T23:43:00Z,19.15,82.87
2025-07-21T23:44:00Z,22.21,86.56
2025-07-21T23:45:00Z,20.28,80.93
2025-07-21T23:46:00Z,15.92,86.44
2025-07-21T23:47:00Z,2.74,94.44
2025-07-21T23:48:00Z,3.99,97.80
2025-07-21T23:49:00Z,1.00,98.83
2025-07-21T23:50:00Z,1.00,99.00
2025-07-21T23:51:00Z,1.00,99.00
