# event_ticker=KXATPMATCH-25JUL24PRIDAR
# final_score=1-6 6-2 6-3
# score_resolution=6-1 2-6 3-6
# match_winner=Luciano Darderi
# fav_player=Dino Prizmic
# dog_player=Luciano Darderi
# kalshi_date=2025-07-24
timestamp,Dino Prizmic,Luciano Darderi
2025-07-24T16:43:00Z,58.39,43.53
2025-07-24T16:44:00Z,59.55,42.70
2025-07-24T16:45:00Z,59.83,40.00
2025-07-24T16:46:00Z,62.92,37.22
2025-07-24T16:47:00Z,64.72,36.00
2025-07-24T16:48:00Z,66.00,34.54
2025-07-24T16:49:00Z,64.10,36.38
2025-07-24T16:50:00Z,66.00,36.38
2025-07-24T16:51:00Z,67.21,34.51
2025-07-24T16:52:00Z,71.80,29.87
2025-07-24T16:53:00Z,80.88,30.23
2025-07-24T16:54:00Z,76.09,25.00
2025-07-24T16:55:00Z,79.56,22.04
2025-07-24T16:56:00Z,80.00,22.00
2025-07-24T16:57:00Z,80.00,22.00
2025-07-24T16:58:00Z,80.00,22.00
2025-07-24T16:59:00Z,78.00,21.54
2025-07-24T17:00:00Z,80.00,22.20
2025-07-24T17:01:00Z,81.00,23.01
2025-07-24T17:02:00Z,81.00,26.51
2025-07-24T17:03:00Z,74.58,29.66
2025-07-24T17:04:00Z,72.00,29.19
2025-07-24T17:05:00Z,77.98,27.89
2025-07-24T17:06:00Z,77.83,22.27
2025-07-24T17:07:00Z,70.27,29.36
2025-07-24T17:08:00Z,67.96,34.72
2025-07-24T17:09:00Z,62.99,39.04
2025-07-24T17:10:00Z,60.95,39.94
2025-07-24T17:11:00Z,55.86,42.75
2025-07-24T17:12:00Z,62.00,36.26
2025-07-24T17:13:00Z,74.00,33.97
2025-07-24T17:14:00Z,66.86,33.07
2025-07-24T17:15:00Z,65.87,34.48
2025-07-24T17:16:00Z,64.63,37.95
2025-07-24T17:17:00Z,64.18,38.67
2025-07-24T17:18:00Z,65.00,37.47
2025-07-24T17:19:00Z,61.93,44.77
2025-07-24T17:20:00Z,63.00,45.63
2025-07-24T17:21:00Z,60.00,42.98
2025-07-24T17:22:00Z,60.00,39.32
2025-07-24T17:23:00Z,48.00,54.39
2025-07-24T17:24:00Z,50.04,49.38
2025-07-24T17:25:00Z,53.00,48.98
2025-07-24T17:26:00Z,54.00,48.75
2025-07-24T17:27:00Z,56.05,44.00
2025-07-24T17:28:00Z,60.00,40.54
2025-07-24T17:29:00Z,60.00,44.27
2025-07-24T17:30:00Z,53.00,47.77
2025-07-24T17:31:00Z,48.07,51.07
2025-07-24T17:32:00Z,48.07,51.10
2025-07-24T17:33:00Z,49.06,51.81
2025-07-24T17:34:00Z,49.06,55.44
2025-07-24T17:35:00Z,49.06,58.60
2025-07-24T17:36:00Z,42.00,58.60
2025-07-24T17:38:00Z,42.00,65.00
2025-07-24T17:39:00Z,42.00,76.84
2025-07-24T17:40:00Z,45.00,76.84
2025-07-24T17:41:00Z,45.00,77.00
2025-07-24T17:43:00Z,12.04,67.35
2025-07-24T17:44:00Z,40.96,70.42
2025-07-24T17:45:00Z,32.71,75.08
2025-07-24T17:46:00Z,34.95,67.00
2025-07-24T17:47:00Z,30.44,70.97
2025-07-24T17:48:00Z,29.00,64.29
2025-07-24T17:49:00Z,29.00,64.29
2025-07-24T17:50:00Z,31.23,64.29
2025-07-24T17:51:00Z,33.47,66.17
2025-07-24T17:52:00Z,39.77,70.83
2025-07-24T17:53:00Z,39.77,77.71
2025-07-24T17:54:00Z,24.63,79.04
2025-07-24T17:55:00Z,30.18,67.39
2025-07-24T17:56:00Z,33.02,61.84
2025-07-24T17:57:00Z,28.04,75.03
2025-07-24T17:58:00Z,28.65,63.12
2025-07-24T17:59:00Z,39.05,60.61
2025-07-24T18:00:00Z,39.05,63.71
2025-07-24T18:01:00Z,42.37,61.69
2025-07-24T18:02:00Z,42.37,65.30
2025-07-24T18:03:00Z,38.00,69.00
2025-07-24T18:04:00Z,32.33,65.10
2025-07-24T18:06:00Z,40.00,60.23
2025-07-24T18:07:00Z,40.57,58.21
2025-07-24T18:08:00Z,48.09,57.31
2025-07-24T18:09:00Z,48.58,52.00
2025-07-24T18:10:00Z,46.53,59.00
2025-07-24T18:11:00Z,44.01,56.00
2025-07-24T18:12:00Z,38.74,59.56
2025-07-24T18:13:00Z,39.00,64.05
2025-07-24T18:14:00Z,39.00,60.00
2025-07-24T18:15:00Z,39.00,74.14
2025-07-24T18:16:00Z,39.00,74.63
2025-07-24T18:17:00Z,35.11,70.71
2025-07-24T18:18:00Z,28.53,72.60
2025-07-24T18:19:00Z,26.00,82.25
2025-07-24T18:20:00Z,8.89,88.37
2025-07-24T18:21:00Z,3.52,93.43
2025-07-24T18:22:00Z,5.82,92.92
2025-07-24T18:23:00Z,2.17,96.51
2025-07-24T18:24:00Z,5.99,89.21
2025-07-24T18:25:00Z,15.51,82.10
2025-07-24T18:26:00Z,20.93,85.98
2025-07-24T18:27:00Z,7.02,91.38
2025-07-24T18:28:00Z,3.20,94.62
2025-07-24T18:29:00Z,14.36,93.00
2025-07-24T18:30:00Z,1.92,97.68
2025-07-24T18:31:00Z,2.98,97.97
2025-07-24T18:32:00Z,3.71,96.02
2025-07-24T18:33:00Z,1.03,97.42
2025-07-24T18:34:00Z,2.59,98.87
2025-07-24T18:35:00Z,4.14,94.90
2025-07-24T18:36:00Z,3.00,96.84
2025-07-24T18:37:00Z,5.60,97.00
2025-07-24T18:38:00Z,2.13,98.83
2025-07-24T18:39:00Z,2.91,98.16
2025-07-24T18:40:00Z,2.91,99.00
2025-07-24T18:41:00Z,2.91,99.00
