# event_ticker=KXATPCHALLENGERMATCH-26APR29MARROY
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Valentin Royer
# fav_player=Pedro Martinez
# dog_player=Valentin Royer
# kalshi_date=2026-04-29
timestamp,Pedro Martinez,Valentin Royer
2026-04-29T12:11:00Z,13.00,86.90
2026-04-29T12:12:00Z,14.00,87.64
2026-04-29T12:13:00Z,14.00,87.00
2026-04-29T12:14:00Z,17.87,83.78
2026-04-29T12:15:00Z,15.88,81.95
2026-04-29T12:16:00Z,12.05,86.39
2026-04-29T12:17:00Z,11.74,88.97
2026-04-29T12:18:00Z,12.00,88.67
2026-04-29T12:19:00Z,12.02,89.02
2026-04-29T12:20:00Z,12.65,88.95
2026-04-29T12:21:00Z,13.00,87.11
2026-04-29T12:22:00Z,14.82,87.00
2026-04-29T12:23:00Z,13.16,88.50
2026-04-29T12:24:00Z,8.76,92.58
2026-04-29T12:25:00Z,9.00,92.92
2026-04-29T12:26:00Z,10.46,90.04
2026-04-29T12:27:00Z,11.92,88.00
2026-04-29T12:28:00Z,5.71,93.68
2026-04-29T12:29:00Z,4.00,96.52
2026-04-29T12:30:00Z,4.01,96.00
2026-04-29T12:31:00Z,4.00,97.02
2026-04-29T12:32:00Z,3.00,97.58
2026-04-29T12:33:00Z,3.00,97.83
2026-04-29T12:34:00Z,4.00,96.71
2026-04-29T12:35:00Z,2.02,97.96
2026-04-29T12:36:00Z,2.00,98.54
2026-04-29T12:37:00Z,2.09,98.15
2026-04-29T12:38:00Z,3.75,96.99
2026-04-29T12:39:00Z,2.96,98.00
2026-04-29T12:40:00Z,4.00,97.49
2026-04-29T12:41:00Z,4.96,96.00
2026-04-29T12:42:00Z,3.00,96.99
2026-04-29T12:43:00Z,3.00,96.39
2026-04-29T12:44:00Z,4.69,96.00
2026-04-29T12:45:00Z,4.05,97.20
2026-04-29T12:46:00Z,6.34,92.35
2026-04-29T12:47:00Z,7.57,95.29
2026-04-29T12:48:00Z,7.23,90.74
2026-04-29T12:49:00Z,5.68,95.93
2026-04-29T12:50:00Z,8.92,92.68
2026-04-29T12:51:00Z,5.34,94.04
2026-04-29T12:52:00Z,1.49,98.59
2026-04-29T12:53:00Z,1.87,98.93
2026-04-29T12:54:00Z,2.00,98.00
2026-04-29T12:55:00Z,2.00,98.00
2026-04-29T12:56:00Z,2.06,98.00
2026-04-29T12:57:00Z,3.00,98.00
2026-04-29T12:58:00Z,1.11,98.24
2026-04-29T12:59:00Z,1.11,99.00
2026-04-29T13:01:00Z,1.11,99.00
2026-04-29T13:02:00Z,1.11,99.00
