# event_ticker=KXATPCHALLENGERMATCH-26JUN03SCHMOR
# final_score=6-7(3) 6-3 6-4
# score_resolution=6-7 6-3 6-4
# match_winner=Alejandro Moro Canas
# fav_player=Alejandro Moro Canas
# dog_player=Max Schoenhaus
# kalshi_date=2026-06-03
timestamp,Max Schoenhaus,Alejandro Moro Canas
2026-06-03T15:38:00Z,55.00,46.00
2026-06-03T15:40:00Z,55.00,46.00
2026-06-03T15:42:00Z,55.00,46.00
2026-06-03T15:47:00Z,55.00,46.00
2026-06-03T15:54:00Z,55.00,44.00
2026-06-03T15:55:00Z,56.00,44.00
2026-06-03T15:58:00Z,56.00,43.02
2026-06-03T16:00:00Z,57.00,45.00
2026-06-03T16:01:00Z,57.00,45.00
2026-06-03T16:02:00Z,57.00,44.00
2026-06-03T16:04:00Z,57.12,44.00
2026-06-03T16:06:00Z,57.00,44.00
2026-06-03T16:08:00Z,57.00,45.00
2026-06-03T16:09:00Z,57.00,45.00
2026-06-03T16:11:00Z,58.00,45.00
2026-06-03T16:12:00Z,58.00,44.00
2026-06-03T16:15:00Z,58.62,43.00
2026-06-03T16:16:00Z,58.16,41.12
2026-06-03T16:17:00Z,60.26,41.00
2026-06-03T16:18:00Z,61.00,40.00
2026-06-03T16:19:00Z,60.44,40.23
2026-06-03T16:20:00Z,59.77,41.50
2026-06-03T16:21:00Z,55.12,45.02
2026-06-03T16:22:00Z,54.90,45.01
2026-06-03T16:23:00Z,55.77,45.03
2026-06-03T16:24:00Z,59.00,42.64
2026-06-03T16:25:00Z,59.18,41.00
2026-06-03T16:26:00Z,57.00,43.00
2026-06-03T16:27:00Z,57.28,43.14
2026-06-03T16:28:00Z,55.99,43.99
2026-06-03T16:29:00Z,57.67,42.82
2026-06-03T16:30:00Z,60.70,39.09
2026-06-03T16:31:00Z,62.00,39.09
2026-06-03T16:32:00Z,60.29,39.78
2026-06-03T16:33:00Z,59.63,41.00
2026-06-03T16:34:00Z,57.87,42.09
2026-06-03T16:35:00Z,54.47,46.94
2026-06-03T16:36:00Z,57.03,44.38
2026-06-03T16:37:00Z,58.90,40.41
2026-06-03T16:38:00Z,61.00,40.00
2026-06-03T16:39:00Z,60.00,40.00
2026-06-03T16:40:00Z,60.00,39.19
2026-06-03T16:41:00Z,64.02,35.04
2026-06-03T16:42:00Z,63.86,34.91
2026-06-03T16:43:00Z,57.86,41.17
2026-06-03T16:44:00Z,55.22,46.51
2026-06-03T16:45:00Z,49.69,53.08
2026-06-03T16:46:00Z,39.09,64.66
2026-06-03T16:47:00Z,34.60,66.00
2026-06-03T16:48:00Z,33.76,72.83
2026-06-03T16:49:00Z,33.00,72.83
2026-06-03T16:50:00Z,32.57,71.86
2026-06-03T16:51:00Z,32.46,75.00
2026-06-03T16:52:00Z,34.11,70.67
2026-06-03T16:53:00Z,36.21,68.80
2026-06-03T16:54:00Z,42.77,57.90
2026-06-03T16:55:00Z,49.45,49.06
2026-06-03T16:56:00Z,45.94,53.42
2026-06-03T16:57:00Z,57.67,45.47
2026-06-03T16:58:00Z,60.16,39.65
2026-06-03T16:59:00Z,59.95,42.85
2026-06-03T17:00:00Z,47.74,52.57
2026-06-03T17:01:00Z,42.22,59.53
2026-06-03T17:02:00Z,34.50,65.00
2026-06-03T17:03:00Z,35.16,61.75
2026-06-03T17:04:00Z,47.59,53.70
2026-06-03T17:05:00Z,47.87,51.55
2026-06-03T17:06:00Z,52.98,45.41
2026-06-03T17:07:00Z,57.95,40.00
2026-06-03T17:08:00Z,55.80,43.17
2026-06-03T17:09:00Z,59.76,38.44
2026-06-03T17:10:00Z,68.23,34.07
2026-06-03T17:11:00Z,71.98,29.05
2026-06-03T17:12:00Z,73.92,30.00
2026-06-03T17:13:00Z,77.00,25.32
2026-06-03T17:14:00Z,80.10,21.09
2026-06-03T17:15:00Z,80.15,19.24
2026-06-03T17:16:00Z,80.01,20.00
2026-06-03T17:17:00Z,79.61,20.17
2026-06-03T17:18:00Z,81.80,19.00
2026-06-03T17:19:00Z,81.93,18.51
2026-06-03T17:20:00Z,83.04,16.74
2026-06-03T17:21:00Z,82.28,20.48
2026-06-03T17:22:00Z,79.22,21.69
2026-06-03T17:23:00Z,79.04,22.66
2026-06-03T17:24:00Z,80.12,20.98
2026-06-03T17:25:00Z,79.61,20.95
2026-06-03T17:26:00Z,81.01,19.17
2026-06-03T17:27:00Z,79.04,21.63
2026-06-03T17:28:00Z,76.28,24.03
2026-06-03T17:29:00Z,75.08,24.93
2026-06-03T17:30:00Z,74.42,25.94
2026-06-03T17:31:00Z,70.49,28.25
2026-06-03T17:32:00Z,70.94,30.01
2026-06-03T17:33:00Z,72.87,27.08
2026-06-03T17:34:00Z,75.76,25.30
2026-06-03T17:35:00Z,77.23,19.91
2026-06-03T17:36:00Z,80.02,22.04
2026-06-03T17:37:00Z,75.02,27.40
2026-06-03T17:38:00Z,73.68,27.57
2026-06-03T17:39:00Z,76.56,25.35
2026-06-03T17:40:00Z,71.91,28.91
2026-06-03T17:41:00Z,72.00,28.07
2026-06-03T17:42:00Z,72.21,30.35
2026-06-03T17:43:00Z,66.67,34.40
2026-06-03T17:44:00Z,55.38,41.52
2026-06-03T17:45:00Z,52.92,48.27
2026-06-03T17:46:00Z,49.28,50.82
2026-06-03T17:47:00Z,49.79,51.93
2026-06-03T17:48:00Z,49.61,51.97
2026-06-03T17:49:00Z,49.85,50.25
2026-06-03T17:50:00Z,50.75,49.76
2026-06-03T17:51:00Z,52.00,48.61
2026-06-03T17:52:00Z,52.83,45.36
2026-06-03T17:53:00Z,53.60,48.59
2026-06-03T17:54:00Z,51.84,51.84
2026-06-03T17:55:00Z,48.06,51.39
2026-06-03T17:56:00Z,48.12,52.81
2026-06-03T17:57:00Z,49.92,50.62
2026-06-03T17:58:00Z,52.26,46.42
2026-06-03T17:59:00Z,52.92,47.39
2026-06-03T18:00:00Z,55.00,46.00
2026-06-03T18:01:00Z,57.06,46.24
2026-06-03T18:02:00Z,55.25,45.22
2026-06-03T18:03:00Z,57.05,45.56
2026-06-03T18:04:00Z,63.55,45.04
2026-06-03T18:05:00Z,52.15,48.65
2026-06-03T18:06:00Z,47.04,52.75
2026-06-03T18:07:00Z,36.01,66.48
2026-06-03T18:08:00Z,26.45,74.84
2026-06-03T18:09:00Z,24.99,78.08
2026-06-03T18:10:00Z,22.74,77.17
2026-06-03T18:11:00Z,23.67,77.30
2026-06-03T18:12:00Z,23.39,77.41
2026-06-03T18:13:00Z,19.48,82.92
2026-06-03T18:14:00Z,19.53,80.94
2026-06-03T18:15:00Z,21.16,79.35
2026-06-03T18:16:00Z,22.00,78.69
2026-06-03T18:17:00Z,20.51,80.19
2026-06-03T18:18:00Z,16.12,85.75
2026-06-03T18:19:00Z,13.79,86.81
2026-06-03T18:20:00Z,12.68,89.23
2026-06-03T18:21:00Z,14.40,89.13
2026-06-03T18:22:00Z,16.19,85.58
2026-06-03T18:23:00Z,17.00,83.83
2026-06-03T18:24:00Z,13.36,89.05
2026-06-03T18:25:00Z,9.05,90.35
2026-06-03T18:26:00Z,8.17,91.95
2026-06-03T18:27:00Z,8.18,90.80
2026-06-03T18:28:00Z,10.15,90.79
2026-06-03T18:29:00Z,10.94,90.19
2026-06-03T18:30:00Z,7.14,93.41
2026-06-03T18:31:00Z,2.17,98.33
2026-06-03T18:32:00Z,2.14,96.90
2026-06-03T18:33:00Z,12.59,87.35
2026-06-03T18:34:00Z,3.94,97.82
2026-06-03T18:35:00Z,3.94,99.00
2026-06-03T18:36:00Z,3.94,99.00
2026-06-03T18:37:00Z,3.94,99.00
